src_bytes,class
0,anomaly
105,normal
250,normal
216,normal
44,normal
235,normal
0,anomaly
810,normal
237,normal
331,normal
0,anomaly
0,anomaly
236,normal
0,anomaly
30,normal
1032,anomaly
1,anomaly
0,anomaly
0,anomaly
45,normal
147,normal
244,normal
0,normal
1032,anomaly
0,anomaly
0,anomaly
283,normal
0,anomaly
0,anomaly
0,anomaly
165,normal
88,normal
0,normal
260,normal
105,normal
0,anomaly
0,anomaly
0,anomaly
251,normal
28,anomaly
307,normal
0,anomaly
43,normal
43,normal
0,normal
335,normal
0,anomaly
0,anomaly
182,normal
0,anomaly
182,normal
758,normal
0,anomaly
0,anomaly
42,normal
243,normal
273,normal
1828,normal
189,normal
0,anomaly
0,anomaly
215,normal
45,normal
491,normal
46,normal
8,anomaly
146,normal
567,normal
214,normal
48,normal
18,anomaly
88382,normal
0,anomaly
0,anomaly
383,normal
2602,normal
0,anomaly
0,anomaly
1447,normal
0,anomaly
520,anomaly
0,anomaly
0,anomaly
205,normal
104,normal
331,normal
287,normal
8,anomaly
327,normal
347,normal
246,normal
221,normal
351,normal
0,anomaly
249,normal
206,normal
8,anomaly
46,normal
0,anomaly
1,anomaly
236,normal
0,anomaly
848,normal
0,anomaly
0,anomaly
0,normal
46,normal
293,normal
1413,normal
0,anomaly
8,anomaly
260,normal
5281,normal
213,normal
0,anomaly
11798,normal
0,anomaly
54540,anomaly
8,anomaly
0,anomaly
1032,anomaly
232,normal
0,anomaly
0,anomaly
0,anomaly
170,normal
198,normal
0,anomaly
0,anomaly
0,anomaly
125,normal
0,normal
305,normal
296,normal
30,normal
32,normal
192,normal
0,anomaly
105,normal
0,anomaly
0,anomaly
0,anomaly
201,normal
0,anomaly
162,normal
0,anomaly
1032,anomaly
0,anomaly
0,anomaly
748,normal
0,anomaly
0,anomaly
216,normal
175,normal
0,anomaly
1339,normal
0,anomaly
230,normal
0,anomaly
216,normal
0,anomaly
44,normal
0,anomaly
8,anomaly
210,normal
213,normal
8,anomaly
0,anomaly
105,normal
10389,normal
3446,normal
336,normal
42,normal
0,anomaly
314,normal
740,normal
341,normal
234,normal
110,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
260,normal
323,normal
217,normal
249,normal
632,normal
301,normal
45,normal
327,normal
0,anomaly
214,normal
0,anomaly
301,normal
0,anomaly
309,normal
1,anomaly
321,normal
318,normal
312,normal
516,normal
0,anomaly
1094,normal
145,normal
1020,normal
840,normal
193,normal
0,anomaly
31,normal
251,normal
516,normal
218,normal
1,anomaly
345,normal
0,anomaly
0,anomaly
330,normal
0,anomaly
201,normal
329,normal
43,normal
99,normal
0,anomaly
181,normal
0,anomaly
121,normal
44,normal
0,anomaly
320,normal
0,anomaly
236,normal
1268,anomaly
231,normal
516,normal
42,normal
0,anomaly
937,normal
0,anomaly
0,anomaly
167,normal
1480,anomaly
0,anomaly
195,normal
0,anomaly
18,anomaly
0,anomaly
0,anomaly
748,normal
44,normal
516,normal
0,anomaly
198,normal
146,normal
798,normal
1,anomaly
8,anomaly
17,normal
54540,anomaly
0,anomaly
8,anomaly
45,normal
208,normal
1,anomaly
8,anomaly
516,normal
0,anomaly
11200,normal
8,anomaly
283,normal
147,normal
0,anomaly
326,normal
0,anomaly
0,anomaly
465,normal
0,anomaly
44,normal
2083,normal
208,normal
45,normal
269,normal
308,normal
236,normal
182,normal
215,normal
0,anomaly
43,normal
42,normal
0,anomaly
44,normal
0,anomaly
46,normal
0,anomaly
0,anomaly
1,anomaly
88,normal
241,normal
8,anomaly
100,anomaly
0,anomaly
0,anomaly
147,normal
516,normal
0,anomaly
0,anomaly
7321,normal
374,normal
43,normal
203,normal
64,normal
1019,normal
0,anomaly
0,anomaly
28,anomaly
0,anomaly
214,normal
327,normal
8,anomaly
327,normal
7077,normal
0,anomaly
224,normal
637,normal
0,anomaly
0,anomaly
202,normal
1032,anomaly
85,normal
212,normal
216,normal
200,normal
230,normal
257,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
252,normal
230,normal
354,normal
0,anomaly
269,normal
255,normal
1190,anomaly
0,anomaly
1848,normal
8,anomaly
1584,normal
45,normal
324,normal
0,anomaly
0,anomaly
35,normal
0,anomaly
162,normal
28,anomaly
45,normal
1032,anomaly
46,normal
181,normal
242,normal
0,anomaly
0,anomaly
0,anomaly
269,normal
0,anomaly
8,anomaly
43,normal
0,anomaly
292,normal
0,anomaly
723,normal
1032,anomaly
0,anomaly
199,normal
11,normal
0,anomaly
44,normal
246,normal
591,normal
316,normal
217,normal
0,anomaly
644,normal
182,normal
0,anomaly
0,anomaly
293,normal
100,anomaly
144,normal
162,normal
0,anomaly
251,normal
0,anomaly
45,normal
346,normal
206,normal
226,normal
0,anomaly
0,normal
344,normal
326,normal
46,normal
0,anomaly
0,anomaly
0,anomaly
44,normal
0,anomaly
0,anomaly
205,normal
305,normal
1692,normal
1,anomaly
0,anomaly
588,normal
8,anomaly
44,normal
300,normal
44,normal
291,normal
0,anomaly
0,anomaly
0,anomaly
218,normal
0,anomaly
206,normal
43,normal
0,normal
46,normal
285,normal
0,anomaly
0,normal
0,anomaly
1754,normal
44,normal
10389,normal
0,anomaly
0,anomaly
325,normal
78,normal
45,normal
0,anomaly
234,normal
181,normal
0,anomaly
26408,normal
0,anomaly
0,anomaly
1681,normal
1,anomaly
296,normal
284,normal
0,anomaly
105,normal
0,anomaly
282,normal
245,normal
299,normal
9,normal
276,normal
8,anomaly
265,normal
0,anomaly
567,normal
631,normal
46,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
225,normal
226,normal
346,normal
0,anomaly
0,anomaly
283,normal
182,normal
10389,normal
316,normal
312,normal
213,normal
8,anomaly
284,normal
45,normal
146,normal
54540,anomaly
337,normal
0,anomaly
0,anomaly
0,anomaly
691,normal
2225,normal
8,anomaly
0,anomaly
314,normal
147,normal
0,anomaly
210,normal
0,anomaly
0,anomaly
319,normal
105,normal
237,normal
520,anomaly
0,anomaly
335,normal
251,normal
245,normal
43,normal
46,normal
835,normal
45,normal
216,normal
28,anomaly
0,anomaly
0,anomaly
0,anomaly
1566,normal
0,anomaly
1,anomaly
0,anomaly
0,anomaly
273,normal
516,normal
0,anomaly
226,normal
221,normal
44,normal
2541,normal
16,normal
0,anomaly
0,anomaly
313,normal
0,anomaly
0,anomaly
302,normal
654,normal
245,normal
32,normal
46,normal
1032,anomaly
520,anomaly
147,normal
146,normal
8,anomaly
334,anomaly
8,anomaly
220,normal
145,normal
213,normal
45,normal
213,normal
0,anomaly
0,anomaly
520,anomaly
0,anomaly
216,normal
224,normal
265,normal
2256,normal
0,anomaly
243,normal
8325,normal
295,normal
0,anomaly
0,anomaly
0,anomaly
262,normal
1032,anomaly
45,normal
246,normal
701,normal
0,anomaly
213,normal
1032,anomaly
290,normal
0,anomaly
760,normal
43,normal
260,normal
42,normal
0,anomaly
45,normal
0,anomaly
225,normal
54540,anomaly
105,normal
0,anomaly
790,normal
0,anomaly
219,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
338,normal
221,normal
334,anomaly
48,normal
8,anomaly
1213,normal
327,normal
12,normal
141,normal
1234,normal
0,anomaly
334,anomaly
0,anomaly
0,anomaly
0,anomaly
298,normal
45,normal
0,normal
1,anomaly
0,anomaly
333,normal
314,normal
28,anomaly
0,anomaly
208,normal
13,normal
0,anomaly
0,anomaly
235,normal
44,normal
8,anomaly
0,anomaly
1858,normal
0,anomaly
929,normal
383,normal
45,normal
0,anomaly
0,anomaly
30,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
966,normal
240,normal
45,normal
21240,normal
516,normal
327,normal
1453,normal
45,normal
44,normal
879,normal
0,anomaly
0,anomaly
160,normal
296,normal
1419,normal
45,normal
105,normal
0,anomaly
0,anomaly
0,anomaly
299,normal
0,anomaly
256,normal
0,anomaly
0,anomaly
334,anomaly
0,anomaly
0,anomaly
314,normal
233,normal
105,normal
322,normal
298,normal
4316,normal
327,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
203,normal
0,anomaly
0,normal
641,normal
0,anomaly
43,normal
1922,normal
216,normal
0,anomaly
0,anomaly
376,normal
226,normal
0,anomaly
1,anomaly
1032,anomaly
201,normal
0,anomaly
641,normal
227,normal
2194619,normal
0,anomaly
0,anomaly
299,normal
0,anomaly
0,anomaly
0,anomaly
1032,anomaly
0,anomaly
30,normal
221,normal
308,normal
204,normal
0,normal
0,anomaly
290,normal
174,normal
0,normal
220,normal
0,anomaly
8,anomaly
0,anomaly
32,normal
0,anomaly
0,anomaly
0,anomaly
1720,normal
0,anomaly
8,anomaly
0,anomaly
213,normal
325,normal
10,normal
284,normal
78,normal
292,normal
0,anomaly
165,normal
44,normal
0,anomaly
861,normal
0,anomaly
1630,normal
213,normal
46,normal
44,normal
0,anomaly
0,anomaly
0,anomaly
8,anomaly
207,normal
78,normal
228,normal
0,anomaly
235,normal
0,anomaly
348,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
330,normal
181,normal
760,normal
181,normal
0,anomaly
0,anomaly
310,normal
54540,anomaly
44,normal
0,anomaly
0,anomaly
122,normal
0,anomaly
315,normal
0,anomaly
1574,normal
46,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
318,normal
0,anomaly
163,normal
2226,normal
0,anomaly
45,normal
0,anomaly
2426,normal
105,normal
4753,normal
305,normal
0,anomaly
240,normal
0,anomaly
0,anomaly
339,normal
147,normal
237,normal
0,anomaly
0,anomaly
287,normal
217,normal
0,anomaly
325,normal
48,normal
0,anomaly
0,anomaly
44,normal
7196,normal
304,normal
237,normal
0,anomaly
35195,normal
0,anomaly
0,anomaly
0,anomaly
1,anomaly
224,normal
0,anomaly
0,anomaly
8,anomaly
8,anomaly
0,anomaly
0,anomaly
205,normal
303,normal
0,anomaly
329,normal
0,anomaly
0,normal
45,normal
0,anomaly
8,anomaly
287,normal
0,anomaly
0,anomaly
0,anomaly
5133876,anomaly
8,anomaly
28,anomaly
18,anomaly
249,normal
2522,normal
0,anomaly
749,normal
0,anomaly
224,normal
28,anomaly
285,normal
240,normal
287,normal
199,normal
1887,normal
851,normal
158,normal
0,anomaly
54540,anomaly
8,anomaly
520,anomaly
520,anomaly
317,normal
0,anomaly
0,anomaly
213,normal
1470,normal
43,normal
0,anomaly
0,anomaly
297,normal
214,normal
0,normal
320,normal
0,anomaly
78,normal
0,anomaly
10389,normal
8,anomaly
0,anomaly
0,anomaly
375,normal
0,anomaly
0,anomaly
222,normal
1,anomaly
54540,anomaly
0,anomaly
43,normal
0,normal
298,normal
0,anomaly
1,anomaly
0,anomaly
0,anomaly
314,normal
308,normal
319,normal
0,anomaly
1032,anomaly
1032,anomaly
0,anomaly
246,normal
105,normal
202,normal
0,anomaly
215,normal
0,normal
306,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
19,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
327,normal
919,normal
0,anomaly
18,anomaly
0,anomaly
0,anomaly
225,normal
0,anomaly
0,anomaly
0,anomaly
1,anomaly
1579,normal
164,normal
0,anomaly
0,anomaly
0,anomaly
165,normal
306,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
242,normal
817,normal
18,anomaly
43,normal
0,anomaly
0,anomaly
204,normal
0,anomaly
44,normal
299,normal
0,normal
8,anomaly
0,anomaly
329,normal
44,normal
0,anomaly
0,anomaly
1,anomaly
0,normal
224,normal
335,normal
229,normal
146,normal
8,anomaly
3909,normal
1601,normal
0,anomaly
196,normal
146,normal
253,normal
0,anomaly
0,anomaly
0,anomaly
219,normal
223,normal
1436,normal
224,normal
250,normal
0,anomaly
228,normal
238,normal
0,anomaly
0,anomaly
520,anomaly
342,normal
0,anomaly
223,normal
988,normal
0,anomaly
353,normal
0,anomaly
0,anomaly
1710,anomaly
30,normal
305,normal
0,anomaly
0,anomaly
147,normal
1281,normal
28,anomaly
889,normal
0,anomaly
309,normal
1032,anomaly
44,normal
520,anomaly
768,normal
333,normal
265,normal
267,normal
292,normal
105,normal
46,normal
231,normal
224,normal
212,normal
1032,anomaly
209,normal
0,anomaly
235,normal
8,anomaly
0,anomaly
112,normal
245,normal
195,normal
0,normal
44,normal
2092,normal
45,normal
0,anomaly
45,normal
205,normal
54540,anomaly
0,anomaly
8,anomaly
0,anomaly
42,normal
46,normal
357,normal
308,normal
0,anomaly
2706,normal
45,normal
147,normal
0,anomaly
383,normal
0,anomaly
641,normal
355,normal
0,anomaly
0,anomaly
0,anomaly
1156,normal
227,normal
1242,anomaly
0,anomaly
0,anomaly
192,normal
0,anomaly
221,normal
245,normal
146,normal
201,normal
0,anomaly
3405,normal
219,normal
340,normal
298,normal
324,normal
7012,normal
205,normal
217,normal
301,normal
238,normal
330,normal
244,normal
0,anomaly
0,anomaly
142,normal
14189,normal
46,normal
30,normal
0,anomaly
203,normal
0,normal
30,normal
147,normal
46,normal
0,anomaly
573,normal
0,anomaly
1637,normal
311,normal
157,normal
0,anomaly
0,anomaly
215,anomaly
45,normal
0,anomaly
35,normal
1480,anomaly
192,normal
0,anomaly
243,normal
333,normal
206,normal
346,normal
44,normal
94,normal
796,normal
222,normal
0,anomaly
237,normal
2685,normal
209,normal
0,normal
0,anomaly
358,normal
0,anomaly
1126224,normal
163,normal
0,anomaly
211,normal
715,normal
520,anomaly
0,anomaly
192,normal
331,normal
210,normal
0,anomaly
324,normal
299,normal
0,anomaly
0,anomaly
54540,anomaly
11998,normal
220,normal
0,anomaly
54540,anomaly
13108,normal
290,normal
0,anomaly
0,anomaly
204,normal
315,normal
0,anomaly
0,anomaly
221,normal
105,normal
282,normal
292,normal
0,normal
0,anomaly
18,anomaly
0,anomaly
0,anomaly
146,normal
0,anomaly
226,normal
0,anomaly
0,anomaly
0,normal
347,normal
314,normal
210,normal
0,anomaly
251,normal
193,normal
981,normal
971,normal
710,normal
0,anomaly
0,anomaly
210,normal
44,normal
0,anomaly
253,normal
378,normal
1032,anomaly
678,normal
0,anomaly
210,normal
44,normal
18,anomaly
0,anomaly
0,anomaly
1,anomaly
861,normal
0,anomaly
0,anomaly
0,anomaly
1,anomaly
700,normal
0,anomaly
43,normal
236,normal
0,anomaly
0,anomaly
249,normal
368,normal
1480,anomaly
189,normal
0,anomaly
3025,normal
286,normal
315,normal
0,anomaly
43,normal
224,normal
0,normal
0,anomaly
227,normal
211,normal
217,normal
283,normal
766,normal
0,anomaly
43,normal
1096,normal
28,anomaly
1032,anomaly
0,anomaly
784,normal
226,normal
0,anomaly
319,normal
281,normal
309,normal
641,normal
234,normal
8766,normal
3775,normal
0,normal
306,normal
0,anomaly
1032,anomaly
78,normal
232,normal
1599,normal
0,normal
0,anomaly
307,normal
322,normal
0,anomaly
0,anomaly
2361,normal
0,normal
43,normal
151,normal
0,anomaly
0,anomaly
0,anomaly
286,normal
0,anomaly
0,anomaly
326,normal
220,normal
45,normal
1,anomaly
0,anomaly
1032,anomaly
295,normal
0,anomaly
46,normal
848,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1032,anomaly
191,normal
235,normal
1901,normal
105,normal
306,normal
0,anomaly
44,normal
0,anomaly
1,anomaly
12,normal
866,normal
0,anomaly
1013,normal
252,normal
0,anomaly
234,normal
0,anomaly
45,normal
5891,normal
0,anomaly
219,normal
45,normal
320,normal
204,normal
0,anomaly
28,anomaly
0,anomaly
33,normal
375,normal
0,anomaly
350,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
7,normal
215,normal
352,normal
0,anomaly
0,anomaly
147,normal
196,normal
226,normal
0,anomaly
0,anomaly
222,normal
235,normal
54540,anomaly
222,normal
0,anomaly
145,normal
59,normal
0,anomaly
210,normal
210,normal
0,anomaly
0,anomaly
0,anomaly
44,normal
0,anomaly
0,anomaly
787,normal
0,anomaly
0,anomaly
207,normal
218,normal
0,normal
146,normal
146,normal
0,anomaly
45,normal
180,normal
0,anomaly
0,anomaly
291,normal
0,anomaly
42,normal
57,normal
231,normal
8,anomaly
1171,normal
44,normal
244,normal
301,normal
201,normal
45,normal
0,anomaly
0,anomaly
292,normal
0,anomaly
0,anomaly
1288,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1,anomaly
0,anomaly
28,anomaly
204881,normal
28,anomaly
0,anomaly
6062,normal
194,normal
45,normal
520,anomaly
33,normal
914,normal
45,normal
358,normal
30,normal
213,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
12324,normal
0,anomaly
382,normal
0,anomaly
245,normal
305,normal
516,normal
44,normal
1,anomaly
245,normal
54540,anomaly
246,normal
0,anomaly
18,anomaly
0,anomaly
236,normal
44,normal
147,normal
143,normal
0,anomaly
0,anomaly
28,anomaly
516,normal
0,normal
8173,normal
28,anomaly
0,anomaly
0,anomaly
1,anomaly
0,anomaly
0,anomaly
355,normal
0,anomaly
202,normal
0,anomaly
312,normal
253,normal
0,normal
44,normal
207,normal
1,anomaly
0,anomaly
8,anomaly
235,normal
42,normal
207,anomaly
8,anomaly
516,normal
0,anomaly
1032,anomaly
303,normal
215,normal
8,anomaly
0,anomaly
0,anomaly
0,anomaly
8641,normal
285,normal
0,anomaly
315,normal
320,normal
279,normal
0,anomaly
42,normal
30,normal
253,normal
153,normal
0,anomaly
302,normal
0,anomaly
105,normal
269,normal
10,normal
0,anomaly
0,anomaly
241,normal
0,anomaly
172,normal
314,normal
1,anomaly
43,normal
8,anomaly
0,anomaly
0,anomaly
0,anomaly
520,anomaly
0,normal
364,normal
0,anomaly
209,normal
0,normal
0,anomaly
275,normal
1032,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
8,anomaly
1032,anomaly
232,normal
501760,normal
0,anomaly
313,normal
225,normal
338,normal
4539,normal
0,anomaly
0,anomaly
0,normal
0,normal
1,anomaly
203,normal
46,normal
0,anomaly
48,normal
200,normal
1970,normal
334,anomaly
211,normal
0,anomaly
0,anomaly
0,anomaly
8,anomaly
325,normal
43,normal
42,normal
0,anomaly
0,anomaly
0,anomaly
214,normal
149,normal
289,normal
8,anomaly
0,anomaly
8,anomaly
9,normal
146,normal
0,anomaly
202,normal
298,normal
0,anomaly
370,normal
44,normal
0,anomaly
322,normal
219,normal
0,anomaly
231,normal
201,normal
0,anomaly
36,normal
205,normal
0,anomaly
312,normal
0,anomaly
105,normal
0,anomaly
0,anomaly
235,normal
0,anomaly
226,normal
0,anomaly
0,anomaly
1100,normal
0,anomaly
0,anomaly
45,normal
0,anomaly
0,anomaly
283,normal
230,normal
0,anomaly
0,anomaly
1,anomaly
0,anomaly
40494,normal
0,normal
0,anomaly
0,anomaly
219,normal
302,normal
487,normal
1032,anomaly
106,normal
0,anomaly
1248,normal
1376,normal
501760,normal
0,anomaly
4004,normal
6,anomaly
0,anomaly
271,normal
0,anomaly
225,normal
0,anomaly
252,normal
0,anomaly
236,normal
348,normal
0,anomaly
176,normal
44,normal
0,anomaly
713,normal
0,anomaly
8,anomaly
291,normal
0,anomaly
1,anomaly
221,normal
200,normal
0,anomaly
1032,anomaly
0,anomaly
0,anomaly
0,anomaly
330,normal
12,normal
0,anomaly
672,normal
224,normal
297,normal
0,anomaly
0,anomaly
1445,normal
28,anomaly
0,anomaly
0,anomaly
8,anomaly
45,normal
0,anomaly
42,normal
308,normal
0,anomaly
41,normal
0,anomaly
252,normal
0,anomaly
66,normal
1194,normal
0,anomaly
0,anomaly
44,normal
0,anomaly
30,normal
0,anomaly
0,anomaly
208,normal
8,anomaly
1133,normal
200,normal
327,normal
288,normal
45,normal
0,anomaly
7248552,normal
0,anomaly
271,normal
335,normal
0,anomaly
0,anomaly
29,normal
302,normal
326,normal
0,anomaly
0,anomaly
332,normal
14,normal
44,normal
0,anomaly
0,anomaly
0,anomaly
8,anomaly
321,normal
0,anomaly
0,anomaly
0,anomaly
200,normal
0,normal
118,normal
7321,normal
0,anomaly
0,anomaly
145,normal
0,anomaly
8,anomaly
0,anomaly
232,normal
71,normal
312,normal
0,anomaly
0,anomaly
20,anomaly
1104,normal
2194619,normal
0,normal
342,normal
330,normal
43,normal
110,normal
647,normal
235,normal
229,normal
0,anomaly
311,normal
162,normal
302,normal
1,anomaly
0,anomaly
45,normal
0,anomaly
322,normal
0,anomaly
230,normal
164,normal
0,anomaly
35195,normal
263,normal
44,normal
203,normal
0,anomaly
0,anomaly
215,normal
285,normal
2297,normal
520,anomaly
0,anomaly
8,anomaly
91,normal
235,normal
0,anomaly
43,normal
0,normal
0,anomaly
288,normal
0,anomaly
0,anomaly
329,normal
0,anomaly
11,normal
0,anomaly
0,anomaly
301,normal
1376,normal
208,normal
0,anomaly
0,anomaly
1580,normal
0,anomaly
0,normal
0,anomaly
0,normal
0,anomaly
215,anomaly
296,normal
8,anomaly
0,anomaly
145,normal
0,anomaly
1032,anomaly
0,anomaly
1,anomaly
0,anomaly
367,normal
369,normal
287,normal
0,anomaly
44,normal
0,anomaly
48,normal
324,normal
1,anomaly
950,normal
0,anomaly
0,anomaly
0,anomaly
1261,anomaly
204,normal
45,normal
0,anomaly
204,normal
641,normal
0,anomaly
302,normal
30,normal
0,anomaly
0,anomaly
186,normal
1772,normal
0,anomaly
0,anomaly
102,normal
232,normal
191,normal
0,anomaly
209,normal
173,normal
211,normal
365,normal
208,normal
296,normal
54540,anomaly
231,normal
0,anomaly
0,anomaly
0,anomaly
7,normal
1,anomaly
0,anomaly
250,normal
78,normal
0,anomaly
239,normal
235,normal
0,anomaly
31,normal
520,anomaly
0,anomaly
272,normal
0,anomaly
1032,anomaly
183,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
701,normal
218,normal
0,anomaly
48,normal
1376,normal
0,anomaly
0,anomaly
212,normal
291,normal
0,anomaly
0,anomaly
0,anomaly
311,normal
227,normal
216,normal
211,normal
0,anomaly
377,normal
30,normal
44,normal
0,anomaly
0,anomaly
0,anomaly
1836,normal
0,anomaly
1,anomaly
295,normal
0,anomaly
281,normal
368,normal
1032,anomaly
0,normal
46,normal
237,normal
280,normal
0,anomaly
0,anomaly
349,normal
235,normal
670,normal
105,normal
43,normal
336,normal
282,normal
10261,normal
307,normal
0,anomaly
1209,normal
1,anomaly
312,normal
6062,normal
1032,anomaly
45,normal
0,anomaly
0,anomaly
44,normal
0,anomaly
267,normal
219,normal
0,anomaly
274,normal
0,anomaly
204768,normal
348,normal
207,normal
748,normal
0,anomaly
321,normal
250,normal
1388,normal
105,normal
0,anomaly
30,normal
0,anomaly
0,anomaly
331,normal
44,normal
0,anomaly
0,anomaly
0,anomaly
18,anomaly
0,anomaly
641,normal
182,normal
0,anomaly
918,normal
1,anomaly
311,normal
0,anomaly
0,anomaly
0,anomaly
45,normal
0,anomaly
0,anomaly
206,normal
221,normal
247,normal
0,normal
0,anomaly
46,normal
1032,anomaly
46,normal
368,normal
0,anomaly
0,anomaly
233,normal
209,normal
103,normal
274,normal
105,normal
9,normal
288,normal
0,anomaly
1,anomaly
0,anomaly
0,anomaly
0,anomaly
195,normal
0,anomaly
0,anomaly
320,normal
215,normal
1303,normal
230,normal
0,anomaly
45,normal
0,anomaly
0,anomaly
10220,normal
42,normal
338,normal
0,anomaly
0,anomaly
0,anomaly
296,normal
218,normal
324,normal
0,anomaly
0,anomaly
0,anomaly
243,normal
15876,normal
215,normal
0,anomaly
105,normal
0,anomaly
30,normal
0,anomaly
0,anomaly
1267,normal
1,anomaly
0,anomaly
0,anomaly
173,normal
44,normal
303,normal
1,anomaly
241,normal
0,anomaly
28,anomaly
0,anomaly
0,normal
0,anomaly
1682,normal
200,normal
44,normal
31,normal
0,normal
0,anomaly
274,normal
8,anomaly
0,anomaly
1,anomaly
372,normal
0,normal
0,anomaly
2526,normal
0,anomaly
1,anomaly
316,normal
317,normal
0,anomaly
278,normal
0,anomaly
109,normal
1010,normal
194,normal
238,normal
229,normal
0,anomaly
310,normal
0,anomaly
48,normal
147,normal
1996,normal
334,anomaly
0,anomaly
0,anomaly
0,anomaly
319,normal
370,normal
383,normal
0,normal
0,normal
8,anomaly
0,anomaly
0,anomaly
45,normal
45,normal
44,normal
54540,anomaly
295,normal
0,anomaly
516,normal
0,anomaly
0,anomaly
224,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
748,normal
197,normal
0,anomaly
0,anomaly
1481,normal
0,anomaly
0,anomaly
1,normal
366,normal
0,anomaly
221,normal
54540,anomaly
8,anomaly
0,anomaly
0,anomaly
246,anomaly
18,anomaly
174,normal
44,normal
8,anomaly
46,normal
0,anomaly
0,anomaly
520,anomaly
295,normal
1,anomaly
0,anomaly
232,normal
215,normal
0,anomaly
306,normal
0,anomaly
10,normal
8,anomaly
0,anomaly
146,normal
8,anomaly
0,anomaly
28,anomaly
687,normal
213,normal
331,normal
0,anomaly
107,normal
0,anomaly
280,normal
0,anomaly
366,normal
0,anomaly
0,anomaly
0,anomaly
251,normal
42,normal
0,anomaly
0,anomaly
0,anomaly
1356,normal
59,normal
350,normal
0,anomaly
2764,normal
28,anomaly
884,normal
262,normal
128,normal
465,normal
0,anomaly
236,normal
211,normal
1518,normal
0,anomaly
105,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
104,normal
0,anomaly
0,anomaly
1032,anomaly
0,anomaly
228,normal
0,anomaly
0,anomaly
0,anomaly
8,anomaly
207,normal
0,anomaly
149,normal
252,normal
8,anomaly
0,anomaly
1032,anomaly
0,anomaly
206,normal
520,anomaly
207,normal
0,anomaly
309,normal
7767,normal
208,normal
162,normal
246,normal
35,normal
334,normal
0,anomaly
4539,normal
748,normal
0,anomaly
44,normal
156,normal
153,normal
0,anomaly
317,normal
146,normal
900,normal
0,normal
0,anomaly
240,normal
0,anomaly
991,normal
0,anomaly
1146,normal
0,anomaly
262,normal
0,anomaly
0,anomaly
344,normal
0,anomaly
317,normal
0,anomaly
208,normal
257,normal
0,anomaly
34,normal
44,normal
0,anomaly
48,normal
105,normal
217,normal
0,anomaly
78,normal
1,anomaly
607,normal
0,anomaly
0,anomaly
1,anomaly
8,anomaly
84,normal
272,normal
0,anomaly
5891,normal
239,normal
0,anomaly
292,normal
168,normal
44,normal
351,normal
268,normal
301,normal
477,normal
1263,anomaly
0,anomaly
0,anomaly
0,anomaly
1032,anomaly
317,normal
258,normal
0,anomaly
146,normal
0,anomaly
0,anomaly
0,anomaly
222,normal
126,anomaly
295,normal
45,normal
0,anomaly
0,anomaly
8,anomaly
276,normal
0,anomaly
0,anomaly
223,normal
0,anomaly
46,normal
371,normal
1,anomaly
283,normal
310,normal
252,normal
0,anomaly
242,normal
105,normal
0,anomaly
297,normal
0,anomaly
1079,normal
225,normal
208,normal
0,anomaly
0,anomaly
0,anomaly
222,normal
29200,anomaly
0,anomaly
310,normal
0,anomaly
8,anomaly
105,normal
0,anomaly
0,anomaly
294,normal
323,normal
0,anomaly
12910,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
336,normal
0,anomaly
300,normal
306,normal
0,anomaly
2162,normal
228,normal
2182,normal
758,normal
0,anomaly
334,anomaly
5131424,anomaly
46,normal
280,normal
8,anomaly
295,normal
314,normal
310,normal
44,normal
8,anomaly
520,anomaly
0,anomaly
1,anomaly
247,normal
0,anomaly
2192,normal
245,normal
1116,normal
1338,normal
2315,normal
520,anomaly
970,normal
0,anomaly
18,anomaly
0,anomaly
209,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
228,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
12,normal
44,normal
321,normal
0,anomaly
1032,anomaly
0,anomaly
145,normal
0,anomaly
0,anomaly
520,anomaly
8,anomaly
234,normal
0,anomaly
0,anomaly
217,normal
256,normal
1032,anomaly
0,anomaly
316,normal
0,anomaly
231,normal
268,normal
0,anomaly
987,normal
0,anomaly
46,normal
334,anomaly
320,normal
