tcp,211,1585,7,normal
tcp,214,12655,24,normal
tcp,0,0,254,anomaly
tcp,61504,1,40,anomaly
tcp,0,0,1,anomaly
udp,28,0,1,anomaly
tcp,218,1963,7,normal
tcp,162,599,1,anomaly
tcp,31,93,1,anomaly
tcp,0,0,299,anomaly
udp,55,55,510,normal
tcp,223,1252,9,normal
tcp,0,0,209,anomaly
tcp,0,0,71,anomaly
tcp,12,0,1,anomaly
tcp,278,8805,5,normal
tcp,326,950,10,normal
udp,32,0,1,normal
tcp,288,247,18,normal
tcp,0,0,98,anomaly
tcp,209,15388,6,normal
tcp,0,0,131,anomaly
tcp,235,3222,7,normal
tcp,291,327,1,normal
tcp,0,0,1,anomaly
tcp,146,12716,15,normal
tcp,0,0,277,anomaly
tcp,283618,0,2,anomaly
tcp,72564,0,11,anomaly
tcp,305,2667,12,normal
tcp,0,0,139,anomaly
tcp,0,0,138,anomaly
tcp,0,0,481,anomaly
tcp,120,2376,1,anomaly
tcp,232,958,3,normal
tcp,0,0,221,anomaly
tcp,0,44,1,anomaly
tcp,0,0,207,anomaly
udp,1,1,22,anomaly
tcp,161,8706,10,normal
tcp,10,141,1,normal
tcp,238,397,17,normal
tcp,0,0,225,anomaly
tcp,0,0,275,anomaly
tcp,118,2427,1,anomaly
tcp,222,8114,2,normal
tcp,0,0,1,anomaly
tcp,1671,332,1,normal
tcp,12,0,2,anomaly
tcp,0,0,4,anomaly
tcp,302,46438,3,normal
tcp,180,15727,2,normal
tcp,0,0,231,anomaly
tcp,120,174,2,anomaly
tcp,242,5734,6,normal
tcp,0,0,108,anomaly
tcp,0,0,1,anomaly
tcp,227,321,4,normal
tcp,30,93,1,anomaly
tcp,210,1704,1,normal
tcp,283618,0,2,anomaly
tcp,3944,0,73,anomaly
udp,43,43,142,normal
tcp,0,0,414,anomaly
tcp,54540,8314,4,anomaly
tcp,72564,0,8,anomaly
tcp,0,0,154,anomaly
udp,54,53,508,normal
tcp,0,0,1,anomaly
tcp,32,93,1,anomaly
tcp,2599,293,3,anomaly
tcp,119,188,1,anomaly
tcp,0,44,1,anomaly
tcp,1115,332,1,normal
icmp,18,0,1,anomaly
tcp,206,5200,9,normal
tcp,0,0,292,anomaly
tcp,285,280,4,normal
tcp,0,0,102,anomaly
tcp,118,174,1,anomaly
tcp,0,0,207,anomaly
tcp,245,0,3,normal
tcp,326,1734,12,normal
tcp,220,888,15,normal
tcp,269,30716,1,normal
tcp,295,18098,9,normal
tcp,124,176,1,anomaly
tcp,0,44,1,anomaly
tcp,315,2090,12,normal
tcp,359,15204,8,normal
icmp,508,0,511,anomaly
tcp,0,0,232,anomaly
tcp,325,1059,10,normal
tcp,0,0,116,anomaly
tcp,0,0,280,anomaly
udp,52,50,511,normal
tcp,359,823,12,normal
tcp,239,949,3,normal
tcp,1024,0,42,anomaly
tcp,0,0,86,anomaly
tcp,248,190,35,normal
tcp,0,0,199,anomaly
tcp,283618,0,2,anomaly
tcp,30,217,1,anomaly
tcp,285,1577,12,normal
tcp,9,37,1,normal
tcp,0,0,1,anomaly
tcp,284,1467,2,normal
tcp,0,0,111,anomaly
tcp,154342,0,15,normal
tcp,328,5591,22,normal
tcp,0,0,197,anomaly
tcp,0,0,122,anomaly
tcp,0,0,110,anomaly
tcp,303,2698,4,normal
tcp,228,3200,14,normal
tcp,156,593,1,anomaly
tcp,14,41,1,normal
udp,44,73,98,normal
tcp,197,2765,6,normal
udp,41,0,4,anomaly
tcp,0,0,1,anomaly
tcp,2599,293,3,anomaly
tcp,0,0,118,anomaly
tcp,2599,293,3,anomaly
tcp,0,44,1,anomaly
tcp,298,5320,31,normal
tcp,223,411,28,normal
tcp,263,0,2,anomaly
tcp,26,93,1,anomaly
tcp,0,0,188,anomaly
tcp,0,0,4,anomaly
tcp,251,484,1,normal
udp,1,0,169,normal
tcp,0,0,4,anomaly
tcp,28,93,1,anomaly
tcp,327,8036,14,normal
tcp,0,0,440,anomaly
tcp,160,597,1,anomaly
tcp,156,595,1,anomaly
tcp,1057,373,1,normal
tcp,319,454,19,normal
tcp,0,0,132,anomaly
tcp,224,4207,13,normal
tcp,0,0,1,anomaly
tcp,12,0,2,anomaly
tcp,1,15,1,anomaly
tcp,218,2839,5,normal
tcp,0,0,3,anomaly
tcp,244,303,6,normal
tcp,0,0,128,anomaly
tcp,0,44,1,anomaly
tcp,328,974,2,normal
tcp,0,0,103,anomaly
tcp,12,0,1,anomaly
icmp,1008,0,267,anomaly
tcp,162,597,1,anomaly
tcp,173,176,1,normal
tcp,0,12,1,anomaly
tcp,0,0,200,anomaly
tcp,162,597,1,anomaly
tcp,0,0,38,anomaly
tcp,293,4215,9,normal
udp,42,42,2,normal
tcp,340,22587,16,normal
tcp,0,0,163,anomaly
tcp,0,0,103,anomaly
tcp,0,0,266,anomaly
tcp,12,0,1,anomaly
udp,1,74,14,normal
tcp,283,314,16,normal
tcp,0,0,208,anomaly
tcp,0,0,37,anomaly
udp,44,0,3,anomaly
tcp,319,0,3,normal
icmp,1032,0,374,anomaly
tcp,283618,0,2,anomaly
tcp,322,431,15,normal
icmp,8,0,1,anomaly
tcp,331,4619,3,normal
tcp,208,7168,11,normal
tcp,0,0,120,anomaly
tcp,0,0,219,anomaly
tcp,0,0,260,anomaly
tcp,224,770,9,normal
tcp,0,0,188,anomaly
tcp,0,0,2,anomaly
tcp,0,0,188,anomaly
tcp,30,93,1,anomaly
tcp,0,0,1,anomaly
tcp,0,87,1,normal
udp,1,0,6,anomaly
tcp,0,0,99,anomaly
udp,54,52,343,normal
udp,105,147,1,normal
tcp,32,93,1,anomaly
tcp,217,2235,4,normal
tcp,308,3222,4,normal
udp,105,147,3,normal
tcp,0,0,280,anomaly
tcp,159,597,1,anomaly
tcp,0,0,128,anomaly
tcp,0,0,132,anomaly
tcp,0,44,1,anomaly
tcp,264,850,34,normal
tcp,0,0,221,anomaly
tcp,0,0,2,anomaly
tcp,162,597,1,anomaly
tcp,61504,0,38,anomaly
tcp,305,12725,1,normal
tcp,330,13629,1,normal
tcp,0,0,99,anomaly
tcp,0,0,1,anomaly
tcp,0,0,126,anomaly
tcp,241,6655,1,normal
tcp,0,83,1,normal
tcp,220,1856,14,normal
tcp,14987,1359,1,normal
tcp,123,174,1,anomaly
tcp,330,28334,4,normal
tcp,0,0,150,anomaly
tcp,163,20554,12,normal
tcp,0,0,15,anomaly
tcp,160,4265,1,normal
tcp,0,0,3,anomaly
icmp,20,0,1,anomaly
tcp,0,0,223,anomaly
tcp,297,747,4,normal
tcp,213,22929,15,normal
tcp,323,2745,5,normal
tcp,215,402,3,normal
tcp,0,0,159,anomaly
tcp,237,6356,21,normal
tcp,261,294,8,normal
tcp,259,941,4,normal
tcp,0,0,264,anomaly
tcp,0,0,150,anomaly
tcp,74024,1,19,anomaly
tcp,0,36,1,anomaly
icmp,18,0,1,anomaly
tcp,183,11200,2,normal
tcp,2715,13392,1,anomaly
tcp,0,0,458,anomaly
tcp,206,3126,12,normal
tcp,295,302,31,normal
tcp,832,490,1,normal
tcp,337,481,34,normal
tcp,227,766,1,normal
tcp,295,487,1,normal
tcp,0,44,2,anomaly
tcp,0,0,143,anomaly
udp,36,0,10,normal
tcp,162,597,1,anomaly
tcp,268,6032,3,normal
tcp,24,109,4,anomaly
tcp,231,6459,3,normal
tcp,0,36,3,anomaly
tcp,12,0,1,anomaly
tcp,0,0,1,normal
tcp,238,2936,5,normal
tcp,334,10351,6,normal
tcp,0,0,220,anomaly
tcp,0,0,509,anomaly
tcp,1057,325,1,normal
tcp,0,0,91,anomaly
udp,43,43,187,normal
udp,46,117,2,normal
tcp,0,15,1,anomaly
tcp,0,0,121,anomaly
tcp,296,2226,1,normal
tcp,0,0,431,anomaly
udp,36,0,7,normal
tcp,0,0,232,anomaly
tcp,26,93,1,anomaly
tcp,162,597,1,anomaly
tcp,292,3033,15,normal
tcp,172,652,18,normal
udp,105,147,1,anomaly
udp,44,44,53,normal
tcp,338,3040,16,normal
udp,36,0,7,normal
tcp,242,267,2,normal
tcp,0,0,230,anomaly
