duration,protocol_type,flag,src_bytes,dst_bytes,logged_in,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,icmp,SF,8,0,0,1,28,0,0,0,0,1,0,1,2,88,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,SF,220,434,1,10,17,0,0,0,0,1,0,0.24,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,145,0,0,11,1,0,0,0,0,0.09,0.27,0,255,1,0,0.62,0.9,0,0,0,0,0,normal
0,tcp,SF,213,10616,1,15,16,0,0,0,0,1,0,0.12,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,45,89,0,113,113,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal
0,tcp,SF,213,2431,1,2,2,0,0,0,0,1,0,0,2,255,1,0,0.5,0.01,0,0.01,0,0,normal
0,tcp,S0,0,0,0,254,14,1,1,0,0,0.06,0.06,0,255,14,0.05,0.06,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,105,14,1,1,0,0,0.13,0.05,0,255,14,0.05,0.05,0,0,1,1,0,0,anomaly
0,icmp,SF,520,0,0,340,340,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,anomaly
0,tcp,S0,0,0,0,41,14,1,1,0,0,0.34,0.1,0,255,65,0.25,0.02,0.01,0,1,1,0,0,anomaly
0,tcp,SF,216,5905,1,3,3,0,0,0,0,1,0,0,131,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,SF,224,12884,1,8,17,0,0,0,0,1,0,0.12,209,245,1,0,0,0.01,0,0,0,0,normal
0,tcp,SF,265,255,1,9,10,0,0,0,0,1,0,0.2,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,2256,497,1,1,4,0,0,0,0,1,0,1,249,39,0.14,0.02,0,0.05,0,0,0.83,0,normal
0,tcp,S0,0,0,0,11,4,1,1,0,0,0.36,0.36,0,173,46,0.25,0.02,0.02,0.04,0.99,0.96,0,0,anomaly
23,tcp,SF,243,776,1,1,1,0,0,0,0,1,0,0,22,11,0.5,0.18,0.05,0,0,0,0,0,normal
0,tcp,SF,8325,0,0,19,19,0,0,0,0,1,0,0,255,112,0.44,0.03,0.44,0,0,0,0,0,normal
0,tcp,SF,295,38677,1,5,5,0.2,0.2,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,79,23,1,1,0,0,0.29,0.05,0,255,23,0.09,0.04,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,135,5,0,0,1,1,0.04,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,270,20,0,0,1,1,0.07,0.06,0,255,20,0.08,0.08,0,0,0,0,1,1,anomaly
0,tcp,SF,262,4165,1,5,5,0,0,0,0,1,0,0,5,255,1,0,0.2,0.05,0,0,0,0.01,normal
0,icmp,SF,1032,0,0,510,510,0,0,0,0,1,0,0,255,246,0.96,0.01,0.96,0,0,0,0,0,anomaly
0,udp,SF,45,83,0,304,304,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,normal
0,tcp,SF,246,459,1,30,34,0,0,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,701,285,1,1,1,0,0,0,0,1,0,0,139,132,0.51,0.04,0.01,0.02,0,0,0,0,normal
0,tcp,REJ,0,0,0,264,14,0,0,1,1,0.05,0.06,0,255,14,0.05,0.07,0,0,0,0,1,1,anomaly
0,tcp,SF,213,27264,1,3,4,0,0,0,0,1,0,0.5,49,255,1,0,0.02,0.02,0.02,0.02,0,0,normal
0,icmp,SF,1032,0,0,511,511,0,0,0,0,1,0,0,255,184,0.72,0.03,0.72,0,0,0,0,0,anomaly
0,tcp,SF,290,2860,1,7,18,0,0,0,0,1,0,0.11,88,255,1,0,0.01,0.02,0.01,0,0,0,normal
0,tcp,S0,0,0,0,244,17,1,1,0,0,0.07,0.07,0,255,17,0.07,0.07,0,0,1,1,0,0,anomaly
1049,tcp,SF,760,68041,1,1,1,0,0,0,0,1,0,0,250,112,0.45,0.01,0,0,0.8,0.89,0,0,normal
0,udp,SF,43,135,0,65,145,0,0,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,0,0,normal
0,tcp,SF,260,9728,1,1,1,0,0,0,0,1,0,0,6,255,1,0,0.17,0.07,0,0,0,0,normal
0,udp,SF,42,42,0,7,12,0,0,0,0,1,0,0.33,255,244,0.96,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,30,4,1,1,0,0,0.13,0.17,0,255,8,0.03,0.08,0,0,1,1,0,0,anomaly
0,udp,SF,45,74,0,140,140,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,2,1,0,0,1,1,0.5,1,0,255,1,0,0.3,0.24,0,0.29,0,0.24,1,anomaly
0,tcp,SF,225,2649,1,1,1,0,0,0,0,1,0,0,237,255,1,0,0,0.01,0,0,0,0,normal
0,tcp,SF,54540,8314,1,2,2,0,0,0,0,1,0,0,152,152,1,0,0.01,0,0,0,0.01,0.01,anomaly
11,tcp,SF,105,1071,1,1,1,0,0,0,0,1,0,0,194,1,0.01,0.04,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,238,4,1,1,0,0,0.02,0.06,0,255,6,0.02,0.08,0,0,1,1,0,0,anomaly
0,tcp,SF,790,330,1,1,2,0,0,0,0,1,0,1,127,82,0.54,0.06,0.01,0.02,0.01,0,0.01,0,normal
0,tcp,S0,0,0,0,148,25,1,1,0,0,0.17,0.05,0,255,25,0.1,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,219,787,1,3,3,0.33,0.33,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,102,17,1,1,0,0,0.17,0.06,0,255,17,0.07,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,234,6,1,1,0,0,0.03,0.06,0,255,12,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,200,15,1,1,0,0,0.08,0.06,0,255,19,0.07,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,37,12,1,1,0,0,0.32,0.08,0,255,63,0.25,0.02,0,0,1,1,0,0,anomaly
24,tcp,SF,338,1054,1,1,1,0,0,0,0,1,0,0,240,44,0.18,0.03,0,0,0,0,0.01,0.05,normal
0,tcp,SF,221,944,1,2,2,0,0,0,0,1,0,0,15,255,1,0,0.07,0.03,0,0,0,0,normal
0,tcp,SF,334,0,1,1,1,0,0,0,0,1,0,0,14,46,0.93,0.14,1,0.11,0,0,0,0,anomaly
0,tcp,SF,48,500,1,104,1,0,0,0,0,0.01,0.02,0,255,1,0,0.01,0,0,0,0,0,0,normal
0,icmp,SF,8,0,0,1,31,0,0,0,0,1,0,1,1,39,1,0,1,0.51,0,0,0,0,anomaly
3,tcp,SF,1213,361,1,1,1,0,0,0,0,1,0,0,88,54,0.61,0.05,0.01,0,0,0,0,0,normal
0,tcp,SF,327,11783,1,25,25,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,12,0,1,1,1,0,0,0,0,1,0,0,132,35,0.27,0.03,0.27,0,0,0,0,0,normal
4,tcp,SF,141,2117,1,1,1,0,0,0,0,1,0,0,1,2,1,0,1,1,0,0,0,0,normal
1,tcp,SF,1234,386,1,1,2,0,0,0,0,1,0,1,255,11,0.04,0.02,0,0,0.89,0,0,0,normal
0,tcp,S0,0,0,0,229,5,1,1,0,0,0.02,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,334,0,1,2,2,0,0,0,0,1,0,0,9,46,1,0,1,0.07,0,0.02,0,0,anomaly
0,tcp,S0,0,0,0,217,6,1,1,0,0,0.03,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,278,16,0,0,1,1,0.06,0.06,0,255,16,0.06,0.06,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,208,7,0,0,1,1,0.03,0.07,0,255,7,0.03,0.08,0,0,0,0,1,1,anomaly
0,tcp,SF,298,1515,1,8,8,0,0,0,0,1,0,0,35,255,1,0,0.03,0.03,0,0,0,0,normal
0,udp,SF,45,126,0,71,151,0,0,0,0,1,0,0.01,255,235,0.92,0.01,0,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,normal
0,udp,SF,1,0,0,17,9,0,0,0,0,0.53,0.18,0,255,9,0.04,0.29,1,0,0,0,0,0,anomaly
0,tcp,S0,0,0,0,227,15,1,1,0,0,0.07,0.07,0,255,4,0.02,0.09,0,0,1,1,0,0,anomaly
0,tcp,SF,333,1300,1,13,17,0,0,0,0,1,0,0.18,16,255,1,0,0.06,0.05,0,0,0,0,normal
0,tcp,SF,314,2966,1,4,4,0,0,0,0,1,0,0,10,255,1,0,0.1,0.05,0,0,0,0,normal
0,udp,SF,28,0,0,45,45,0,0,0,0,1,0,0,117,45,0.38,0.03,0.38,0,0,0,0,0,anomaly
0,tcp,S0,0,0,0,290,12,1,1,0,0,0.04,0.06,0,255,13,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,208,2668,1,12,12,0,0,0,0,1,0,0,12,255,1,0,0.08,0.04,0,0,0,0,normal
0,tcp,SF,13,36,1,1,2,0,0,0,0,1,0,1,242,5,0.02,0.05,0,0,0.01,0,0,0.2,normal
0,tcp,S0,0,0,0,264,8,1,1,0,0,0.03,0.05,0,255,8,0.03,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,30,10,1,1,0,0,0.33,0.07,0,255,10,0.04,0.06,0.01,0,1,1,0,0,anomaly
0,tcp,SF,235,3078,1,5,21,0,0,0,0,1,0,0.1,5,255,1,0,0.2,0.02,0,0,0,0,normal
0,udp,SF,44,76,0,107,107,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal
0,icmp,SF,8,0,0,1,3,0,0,0,0,1,0,1,1,121,1,0,1,0.26,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,268,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.08,0,0,0,0,1,1,anomaly
0,tcp,SF,1858,449,1,1,3,0,0,0,0,1,0,1,255,106,0.42,0.04,0,0,0.15,0,0.02,0,normal
0,tcp,S0,0,0,0,192,20,1,1,0,0,0.1,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,929,459,1,1,1,0,0,0,0,1,0,0,134,154,0.7,0.04,0.01,0.01,0.01,0,0,0,normal
0,tcp,SF,383,0,1,1,1,0,0,0,0,1,0,0,3,3,1,0,1,0,0,0,0,0,normal
0,udp,SF,45,148,0,68,148,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,202,2,1,1,0,0,0.01,0.07,0,255,20,0.08,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,40,12,1,1,0,0,0.3,0.1,0,255,2,0.01,0.06,0,0,1,1,0,0,anomaly
0,udp,SF,30,83,0,1,4,0,0,0,0,1,0,0.75,57,203,0.7,0.04,0.7,0.01,0.02,0,0.23,0,normal
0,tcp,S0,0,0,0,290,4,1,1,0,0,0.01,0.06,0,255,4,0.02,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,144,8,1,1,0,0,0.06,0.06,0,255,1,0,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,230,6,1,1,0,0,0.03,0.07,0,255,6,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,44,1,1,1,0,0,0.02,0.11,0,255,12,0.05,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,102,2,1,1,0,0,0.02,0.07,0,255,17,0.07,0.07,0,0,1,1,0,0,anomaly
4,tcp,SF,966,327,1,1,1,0,0,0,0,1,0,0,20,19,0.95,0.1,0.05,0,0,0,0,0,normal
0,tcp,SF,240,791,1,29,29,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,45,71,0,205,205,0,0,0,0,1,0.01,0.01,255,254,1,0.01,0,0,0,0,0,0,normal
0,tcp,SF,21240,336,1,1,2,0,0,0,0,1,0,1,143,134,0.39,0.03,0.01,0.01,0,0,0,0,normal
0,udp,SF,516,4,0,417,417,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,normal
0,tcp,SF,327,1289,1,5,12,0,0,0,0,1,0,0.17,55,255,1,0,0.02,0.04,0.02,0.01,0,0,normal
28,tcp,SF,1453,4152,1,1,1,0,0,0,0,1,0,0,43,10,0.23,0.14,0.02,0,0,0,0,0,normal
0,udp,SF,45,79,0,311,310,0,0,0,0,1,0.01,0,255,233,0.91,0.01,0,0,0,0,0,0,normal
0,udp,SF,44,82,0,123,123,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,879,0,0,10,10,0,0,0,0,1,0,0,255,112,0.44,0.03,0.44,0,0,0,0,0,normal
0,tcp,S0,0,0,0,125,18,0.99,1,0,0,0.14,0.06,0,255,3,0.01,0.06,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,34,8,1,1,0,0,0.24,0.12,0,114,29,0.25,0.04,0.01,0.07,1,0.97,0,0,anomaly
0,tcp,SF,160,5942,1,7,8,0,0,0,0,1,0,0.25,68,255,1,0,0.01,0.04,0,0,0,0,normal
0,tcp,SF,296,5971,1,18,37,0,0,0,0,1,0,0.08,255,255,1,0,0,0,0,0,0,0,normal
2,tcp,SF,1419,367,1,1,2,0,0,0,0,1,0,1,160,127,0.79,0.03,0.01,0,0,0,0,0,normal
0,udp,SF,45,75,0,131,131,0,0,0,0,1,0,0,255,181,0.71,0.01,0,0,0,0,0,0,normal
0,udp,SF,105,145,0,2,1,0,0,0,0,0.5,1,0,255,227,0.89,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,39,9,1,1,0,0,0.23,0.1,0,255,62,0.24,0.02,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,225,20,1,1,0,0,0.09,0.07,0,255,10,0.04,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,248,13,1,1,0,0,0.05,0.07,0,255,13,0.05,0.07,0,0,1,1,0,0,anomaly
13501,tcp,RSTO,299,3769,1,1,1,0,0,1,1,1,0,0,59,18,0.31,0.1,0.02,0,0.02,0.06,0.08,0.28,normal
0,tcp,S0,0,0,0,133,16,1,1,0,0,0.12,0.06,0,255,6,0.02,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,256,397,1,5,5,0,0,0,0,1,0,0,78,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,143,8,1,1,0,0,0.06,0.06,0,255,13,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,287,21,1,1,0,0,0.07,0.05,0,255,21,0.08,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,334,0,1,1,1,0,0,0,0,1,0,0,5,27,1,0,1,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,143,19,1,1,0,0,0.13,0.04,0,255,19,0.07,0.05,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,108,19,0,0,1,1,0.18,0.06,0,255,16,0.06,0.07,0,0,0,0,1,1,anomaly
0,tcp,SF,314,1614,1,16,16,0,0,0,0,1,0,0,16,255,1,0,0.06,0.04,0,0,0,0,normal
0,tcp,SF,233,1919,1,26,31,0,0,0,0.03,1,0,0.16,255,255,1,0,0,0,0,0,0,0,normal
5,udp,SF,105,145,0,2,2,0,0,0,0,1,0,0,255,213,0.84,0.01,0.01,0,0,0,0,0,normal
0,tcp,SF,322,2242,1,18,18,0,0,0,0,1,0,0,155,255,1,0,0.01,0.03,0,0,0,0,normal
0,tcp,SF,298,803,1,34,47,0,0,0,0,1,0,0.06,69,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,SF,4316,0,1,8,8,0,0,0,0,1,0,0,92,38,0.41,0.04,0.41,0,0,0,0,0,normal
0,tcp,SF,327,1516,1,7,8,0,0,0,0,1,0,0.25,161,255,1,0,0.01,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,267,25,1,1,0,0,0.09,0.05,0,255,25,0.1,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,179,3,1,1,0,0,0.02,0.06,0,255,18,0.07,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,201,1,1,1,0,0,0,0.06,0,255,1,0,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,260,21,1,1,0,0,0.08,0.05,0,255,21,0.08,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,203,828,1,9,9,0,0,0,0,1,0,0,9,255,1,0,0.11,0.06,0,0,0,0,normal
0,tcp,S0,0,0,0,106,5,1,1,0,0,0.05,0.08,0,255,5,0.02,0.06,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,1,2,0,0,1,1,1,0,1,2,167,1,0,0.5,0.1,0,0,1,0.75,normal
0,tcp,SF,641,0,1,1,1,0,0,0,0,1,0,0,255,153,0.6,0.03,0.61,0,0,0.01,0,0,normal
0,tcp,S0,0,0,0,281,2,1,1,0,0,0.01,0.06,0,255,16,0.06,0.07,0,0,1,1,0,0,anomaly
0,udp,SF,43,76,0,126,126,0,0,0,0,1,0,0,255,245,0.96,0.01,0.01,0,0,0,0,0,normal
3,tcp,SF,1922,373,1,1,2,0,0,0,0,1,0,1,153,143,0.5,0.03,0.01,0.01,0,0,0,0,normal
0,tcp,SF,216,6979,1,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.03,0.03,normal
0,tcp,S0,0,0,0,139,11,1,1,0,0,0.08,0.06,0,85,11,0.13,0.09,0.01,0,1,1,0,0,anomaly
0,tcp,RSTO,0,0,0,221,1,0,0,1,1,0,0.07,0,255,1,0,0.07,0,0,0,0,1,1,anomaly
0,tcp,SF,376,6030,1,1,6,0,0,0,0,1,0,0.67,9,229,1,0,0.11,0.12,0,0,0.56,0.95,normal
0,tcp,SF,226,1522,1,20,21,0,0,0,0,1,0,0.1,167,255,1,0,0.01,0.01,0,0,0,0,normal
7,tcp,RSTR,0,0,0,2,2,0,0,1,1,1,0,0,160,87,0.52,0.14,0.25,0.02,0,0,0.25,0.02,anomaly
0,udp,SF,1,1,0,15,14,0,0,0,0,0.93,0.13,0,255,14,0.05,0.94,0.07,0,0.16,0,0.77,0,anomaly
0,icmp,SF,1032,0,0,511,511,0,0,0,0,1,0,0,255,38,0.15,0.07,0.15,0,0.07,0,0,0,anomaly
0,tcp,SF,201,0,1,14,14,0,0,0,0,1,0,0,255,110,0.43,0.02,0.44,0,0,0.01,0,0,normal
0,tcp,S0,0,0,0,218,18,1,1,0,0,0.08,0.06,0,255,12,0.05,0.08,0,0,1,1,0,0,anomaly
0,tcp,SF,641,0,0,2,2,0,0,0,0,1,0,0,37,5,0.14,0.08,0.14,0,0,0,0,0,normal
0,tcp,SF,227,9534,1,1,1,0,0,0,0,1,0,0,159,255,1,0,0.01,0.01,0,0,0,0,normal
4,tcp,SF,2194619,0,1,1,1,0,0,0,0,1,0,0,151,65,0.32,0.02,0.32,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,161,1,1,1,0,0,0.01,0.06,0,255,8,0.03,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,56,16,1,1,0,0,0.29,0.05,0,255,4,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,299,2452,1,9,9,0,0,0,0,1,0,0,9,97,1,0,0.11,0.05,0,0,0,0,normal
0,tcp,REJ,0,0,0,134,1,0.06,0,0.93,1,0.01,1,0,255,1,0,0.73,0,0,0.03,0,0.5,1,anomaly
4,tcp,RSTR,0,0,0,53,2,0,0,1,1,0.04,0.55,0,255,2,0.01,0.12,0.21,0,0,0,0.85,1,anomaly
0,tcp,REJ,0,0,0,94,1,0.07,0,0.93,1,0.01,1,0,255,1,0,0.64,0,0,0.03,0,0.35,1,anomaly
0,icmp,SF,1032,0,0,511,511,0,0,0,0,1,0,0,255,161,0.63,0.02,0.63,0,0,0,0,0,anomaly
0,tcp,S0,0,0,0,122,11,1,1,0,0,0.09,0.06,0,173,1,0.01,0.1,0.01,0,1,1,0,0,anomaly
0,icmp,SF,30,0,0,3,1,0,0,0,0,0.33,1,0,255,3,0.01,0.01,0.07,0,0,0,0,0,normal
0,tcp,SF,221,5286,1,6,6,0,0,0,0,1,0,0,92,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,SF,308,1481,1,9,9,0,0,0,0,1,0,0,107,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,SF,204,1769,1,40,45,0,0,0,0,1,0,0.04,255,255,1,0,0,0,0,0,0.05,0.05,normal
0,tcp,SF,0,4076,0,1,9,0,0,0,0,1,0,0.33,45,66,0.69,0.07,0.02,0.05,0,0,0,0,normal
0,tcp,S0,0,0,0,33,8,1,1,0,0,0.24,0.12,0,255,28,0.11,0.07,0.01,0,1,1,0,0,anomaly
0,tcp,SF,290,11829,1,1,1,0,0,0,0,1,0,0,19,255,1,0,0.05,0.06,0,0,0,0,normal
0,tcp,SF,174,13184,1,1,1,0,0,0,0,1,0,0,219,248,1,0,0,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,0,0,1,1,1,0,0,4,255,1,0,0.25,0.08,0,0,1,0.52,normal
0,tcp,SF,220,1528,1,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0,normal
0,tcp,S0,0,0,0,118,17,1,1,0,0,0.14,0.06,0,148,4,0.03,0.11,0.01,0,1,1,0,0,anomaly
0,icmp,SF,8,0,0,1,1,0,0,0,0,1,0,0,3,3,1,0,1,0,0,0,0,0,anomaly
0,tcp,S0,0,0,0,127,9,1,1,0,0,0.07,0.06,0,255,13,0.05,0.06,0,0,1,1,0,0,anomaly
0,udp,SF,32,0,0,1,2,0,0,0,0,1,0,1,165,25,0.06,0.05,0.06,0.08,0.01,0,0,0,normal
0,tcp,S0,0,0,0,275,13,1,1,0,0,0.05,0.06,0,255,11,0.04,0.05,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,264,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,271,23,1,1,0,0,0.08,0.05,0,255,23,0.09,0.05,0,0,1,1,0,0,anomaly
5,tcp,SF,1720,367,1,1,1,0,0,0,0,1,0,0,134,242,0.96,0.01,0.01,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,220,9,1,1,0,0,0.04,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,anomaly
0,icmp,SF,8,0,0,1,29,0,0,0,0,1,0,1,2,68,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,S0,0,0,0,217,18,1,1,0,0,0.08,0.06,0,255,18,0.07,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,213,1026,1,1,1,0,0,0,0,1,0,0,62,255,1,0,0.02,0.02,0,0,0,0,normal
0,tcp,SF,325,2794,1,6,6,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,10,173,0,1,1,0,0,0,0,1,0,0,2,1,0.5,1,0.5,0,0,0,0,0,normal
0,tcp,SF,284,9847,1,1,1,0,0,0,0,1,0,0,186,255,1,0,0.01,0.02,0,0,0,0,normal
0,icmp,SF,78,0,0,10,3,0,0,0,0,0.3,0.2,0,255,29,0.11,0.01,0.11,0,0,0,0,0,normal
0,tcp,SF,292,2750,1,3,5,0,0.2,0,0,1,0,0.4,140,255,1,0,0.01,0.04,0.01,0.01,0,0.02,normal
0,tcp,S0,0,0,0,197,3,1,1,0,0,0.02,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,165,4357,1,1,1,0,0,0,0,1,0,0,25,255,1,0,0.04,0.02,0,0.01,0,0,normal
0,udp,SF,44,76,0,49,49,0,0,0,0,1,0,0,118,99,0.84,0.02,0.01,0,0,0,0,0,normal
0,tcp,S0,0,0,0,103,4,1,1,0,0,0.04,0.06,0,255,2,0.01,0.07,0,0,1,1,0,0,anomaly
5954,tcp,RSTR,861,9304,0,1,1,0,0,1,1,1,0,0,27,8,0.3,0.11,0.04,0,0,0,0.3,1,normal
0,tcp,S0,0,0,0,85,11,1,1,0,0,0.13,0.06,0,255,8,0.03,0.07,0,0,1,1,0,0,anomaly
5,tcp,SF,1630,333,1,1,1,0,0,0,0,1,0,0,93,91,0.37,0.05,0.01,0.02,0,0,0,0,normal
0,tcp,SF,213,3125,1,8,37,0,0,0,0,1,0,0.05,96,255,1,0,0.01,0.01,0,0,0,0,normal
0,udp,SF,46,75,0,105,105,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,normal
0,udp,SF,44,113,0,114,114,0,0,0,0,0.99,0.02,0.02,255,253,0.99,0.01,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,28,11,1,1,0,0,0.39,0.18,0,255,12,0.05,0.08,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,295,22,1,1,0,0,0.07,0.05,0,255,22,0.09,0.07,0,0,1,1,0,0,anomaly
0,tcp,S0,0,0,0,137,19,1,1,0,0,0.14,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,anomaly
0,icmp,SF,8,0,0,1,18,0,0,0,0,1,0,1,1,73,1,0,1,0.51,0,0,0,0,anomaly
0,tcp,SF,207,7262,1,24,24,0,0,0,0,1,0,0,92,255,1,0,0.01,0.02,0,0,0,0,normal
0,icmp,SF,78,0,0,9,1,0,0,0,0,0.11,0.22,0,255,7,0.03,0.01,0.03,0,0,0,0,0,normal
0,tcp,SF,228,8454,1,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,239,13,1,1,0,0,0.05,0.05,0,255,13,0.05,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,235,406,1,3,4,0,0,0,0,1,0,0.5,232,255,1,0,0,0.01,0,0,0,0,normal
0,tcp,RSTR,0,0,0,1,1,0,0,1,1,1,0,0,235,1,0,0.25,0.49,0,0,0,0.49,1,anomaly
0,tcp,SF,348,434,1,34,42,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,267,17,1,1,0,0,0.06,0.05,0,255,17,0.07,0.05,0,0,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,27,11,0,0,1,1,0.41,0.11,0,255,31,0.12,0.05,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,148,1,0.01,0,0.95,1,0.01,1,0,255,1,0,0.61,0,0,0,0,0.56,1,anomaly
0,tcp,S0,0,0,0,293,7,1,1,0,0,0.02,0.05,0,255,12,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,330,447,1,1,1,0,0,0,0,1,0,0,6,255,1,0,0.17,0.01,0,0,0,0,normal
0,icmp,SF,181,0,0,2,1,0,0,0,0,0.5,1,0,255,90,0.35,0.01,0.47,0,0,0,0,0,normal
0,tcp,SF,760,326,1,1,1,0,0,0,0,1,0,0,60,30,0.5,0.05,0.02,0,0,0,0,0,normal
