src_bytes,dst_bytes,class
42,42,normal
30,0,normal
253,453,normal
153,9267,normal
0,0,anomaly
302,967,normal
0,0,anomaly
105,146,normal
269,1283,normal
10,142,normal
0,0,anomaly
0,0,anomaly
241,36362,normal
0,0,anomaly
172,1138,normal
314,7596,normal
1,0,anomaly
43,73,normal
8,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
520,0,anomaly
0,0,normal
364,236,normal
0,0,anomaly
209,1965,normal
0,0,normal
0,0,anomaly
275,3183,normal
1032,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,normal
0,0,anomaly
8,0,anomaly
1032,0,anomaly
232,337,normal
501760,0,normal
0,0,anomaly
313,248,normal
225,2617,normal
338,1240,normal
4539,0,normal
0,0,anomaly
0,0,anomaly
0,0,normal
0,0,normal
1,0,anomaly
203,331,normal
46,76,normal
0,0,anomaly
48,48,normal
200,293,normal
1970,101286,normal
334,0,anomaly
211,2203,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
8,0,anomaly
325,6665,normal
43,146,normal
42,123,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
214,815,normal
149,43465,normal
289,647,normal
8,0,anomaly
0,0,anomaly
8,0,anomaly
9,269,normal
146,105,normal
0,0,anomaly
202,698,normal
298,2239,normal
0,0,anomaly
370,414,normal
44,126,normal
0,0,anomaly
322,1973,normal
219,6902,normal
0,0,anomaly
231,3222,normal
201,3026,normal
0,0,anomaly
36,101,normal
205,307,normal
0,0,anomaly
312,2251,normal
0,0,anomaly
105,145,normal
0,0,anomaly
0,0,anomaly
235,258,normal
0,0,anomaly
226,191,normal
0,0,anomaly
0,0,anomaly
1100,330,normal
0,0,anomaly
0,0,anomaly
45,82,normal
0,0,anomaly
0,0,anomaly
283,1368,normal
230,302,normal
0,0,anomaly
0,0,anomaly
1,0,anomaly
0,0,anomaly
40494,0,normal
0,0,normal
0,0,anomaly
0,0,anomaly
219,1042,normal
302,2550,normal
487,7477,normal
1032,0,anomaly
106,3079,normal
0,0,anomaly
1248,329,normal
1376,0,normal
501760,0,normal
0,0,anomaly
4004,370,normal
6,109,anomaly
0,0,anomaly
271,920,normal
0,0,anomaly
225,550,normal
0,0,anomaly
252,8260,normal
0,0,anomaly
236,3222,normal
348,1322,normal
0,0,anomaly
176,2207,normal
44,44,normal
0,0,anomaly
713,280,normal
0,0,anomaly
8,0,anomaly
291,573,normal
0,0,anomaly
1,0,anomaly
221,671,normal
200,2596,normal
0,0,anomaly
1032,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
330,6891,normal
12,0,normal
0,0,anomaly
672,331,normal
224,1998,normal
297,282,normal
0,0,anomaly
0,0,anomaly
1445,329,normal
28,0,anomaly
0,0,anomaly
0,0,anomaly
8,0,anomaly
45,133,normal
0,0,anomaly
42,124,normal
308,2698,normal
0,0,anomaly
41,79,normal
0,0,anomaly
252,0,normal
0,0,anomaly
66,18,normal
1194,369,normal
0,0,anomaly
0,0,anomaly
44,44,normal
0,0,anomaly
30,0,normal
0,0,anomaly
0,0,anomaly
208,421,normal
8,0,anomaly
1133,329,normal
200,955,normal
327,305,normal
288,6763,normal
45,150,normal
0,0,anomaly
7248552,1437092,normal
0,0,anomaly
271,3200,normal
335,480,normal
0,0,anomaly
0,0,anomaly
29,0,normal
302,2610,normal
326,12944,normal
0,0,anomaly
0,0,anomaly
332,12282,normal
14,37,normal
44,44,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
8,0,anomaly
321,22780,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
200,955,normal
0,0,normal
118,6401,normal
7321,0,normal
0,0,anomaly
0,0,anomaly
145,105,normal
0,0,anomaly
8,0,anomaly
0,0,anomaly
232,28808,normal
71,0,normal
312,22403,normal
0,0,anomaly
0,0,anomaly
20,0,anomaly
1104,331,normal
2194619,0,normal
0,0,normal
342,8243,normal
330,4294,normal
43,68,normal
110,33,normal
647,331,normal
235,927,normal
229,1075,normal
0,0,anomaly
311,1837,normal
162,8378,normal
302,734,normal
1,0,anomaly
0,0,anomaly
45,75,normal
0,0,anomaly
322,16407,normal
0,0,anomaly
230,569,normal
164,8083,normal
0,0,anomaly
35195,0,normal
263,27619,normal
44,67,normal
203,8379,normal
0,0,anomaly
0,0,anomaly
215,1713,normal
285,293,normal
2297,336,normal
520,0,anomaly
0,0,anomaly
8,0,anomaly
91,0,normal
235,1380,normal
0,0,anomaly
43,75,normal
0,0,normal
0,0,anomaly
288,575,normal
0,0,anomaly
0,0,anomaly
329,3765,normal
0,0,anomaly
11,0,normal
0,0,anomaly
0,0,anomaly
301,310,normal
1376,0,normal
208,6530,normal
0,0,anomaly
0,0,anomaly
1580,327,normal
0,0,anomaly
0,0,normal
0,0,anomaly
0,0,normal
0,0,anomaly
215,0,anomaly
296,1999,normal
8,0,anomaly
0,0,anomaly
145,105,normal
0,0,anomaly
1032,0,anomaly
0,0,anomaly
1,0,anomaly
0,0,anomaly
367,388,normal
369,546,normal
287,925,normal
0,0,anomaly
44,80,normal
0,0,anomaly
48,48,normal
324,1125,normal
1,0,anomaly
950,331,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1261,2451,anomaly
204,2494,normal
45,123,normal
0,0,anomaly
204,6356,normal
641,0,normal
0,0,anomaly
302,5166,normal
30,0,normal
0,0,anomaly
0,0,anomaly
186,2958,normal
1772,328,normal
0,0,anomaly
0,0,anomaly
102,0,normal
232,2042,normal
191,15272,normal
0,0,anomaly
209,2300,normal
173,2424,normal
211,811,normal
365,1148,normal
208,894,normal
296,589,normal
54540,8314,anomaly
231,375,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
7,409,normal
1,0,anomaly
0,0,anomaly
250,270,normal
78,0,normal
0,0,anomaly
239,350,normal
235,1695,normal
0,0,anomaly
31,0,normal
520,0,anomaly
0,0,anomaly
272,3874,normal
0,0,anomaly
1032,0,anomaly
183,8939,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
701,2070,normal
218,670,normal
0,0,anomaly
48,48,normal
1376,333,normal
0,0,anomaly
0,0,anomaly
212,9911,normal
291,26097,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
311,488,normal
227,1248,normal
216,4591,normal
211,2156,normal
0,0,anomaly
377,12591,normal
30,0,normal
44,129,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1836,331,normal
0,0,anomaly
1,0,anomaly
295,1503,normal
0,0,anomaly
281,3816,normal
368,1856,normal
1032,0,anomaly
0,0,normal
46,74,normal
237,3381,normal
280,3307,normal
0,0,anomaly
0,0,anomaly
349,458,normal
235,768,normal
670,331,normal
105,0,normal
43,135,normal
336,1052,normal
282,4060,normal
10261,0,normal
307,3712,normal
0,0,anomaly
1209,336,normal
1,0,anomaly
312,8819,normal
6062,0,normal
1032,0,anomaly
45,135,normal
0,0,anomaly
0,0,anomaly
44,128,normal
0,0,anomaly
267,11375,normal
219,495,normal
0,0,anomaly
274,4841,normal
0,0,anomaly
204768,332,normal
348,8143,normal
207,667,normal
748,0,normal
0,0,anomaly
321,536,normal
250,7176,normal
1388,391,normal
105,146,normal
0,0,anomaly
30,0,normal
0,0,anomaly
0,0,anomaly
331,1483,normal
44,44,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
18,0,anomaly
0,0,anomaly
641,0,normal
182,0,normal
0,0,anomaly
918,329,normal
1,0,anomaly
311,1426,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
45,82,normal
0,0,anomaly
0,0,anomaly
206,313,normal
221,1355,normal
247,807,normal
0,0,normal
0,0,anomaly
46,46,normal
1032,0,anomaly
46,46,normal
368,424,normal
0,0,anomaly
0,0,anomaly
233,4097,normal
209,1155,normal
103,1448,normal
274,1981,normal
105,146,normal
9,38,normal
288,7367,normal
0,0,anomaly
1,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
195,2150,normal
0,0,anomaly
0,0,anomaly
320,6250,normal
215,4727,normal
1303,369,normal
230,465,normal
0,0,anomaly
45,45,normal
0,0,anomaly
0,0,anomaly
10220,0,normal
42,75,normal
338,649,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
296,275,normal
218,3166,normal
324,1809,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
243,1012,normal
15876,0,normal
215,2735,normal
0,0,anomaly
105,146,normal
0,0,anomaly
30,0,normal
0,0,anomaly
0,0,anomaly
1267,335,normal
1,0,anomaly
0,0,anomaly
0,0,anomaly
173,1737,normal
44,131,normal
303,1547,normal
1,0,anomaly
241,3236,normal
0,0,anomaly
28,0,anomaly
0,0,anomaly
0,0,normal
0,0,anomaly
1682,328,normal
200,4763,normal
44,44,normal
31,0,normal
0,0,normal
0,0,anomaly
274,2920,normal
8,0,anomaly
0,0,anomaly
1,0,anomaly
372,415,normal
0,0,normal
0,0,anomaly
2526,372,normal
0,0,anomaly
1,0,anomaly
316,1382,normal
317,1571,normal
0,0,anomaly
278,563,normal
0,0,anomaly
109,3245,normal
1010,0,normal
194,0,normal
238,1625,normal
229,1483,normal
0,0,anomaly
310,2402,normal
0,0,anomaly
48,98,normal
147,105,normal
1996,329,normal
334,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
319,1551,normal
370,203,normal
383,0,normal
0,0,normal
0,0,normal
8,0,anomaly
0,0,anomaly
0,0,anomaly
45,137,normal
45,80,normal
44,135,normal
54540,8314,anomaly
295,12771,normal
0,0,anomaly
516,4,normal
0,0,anomaly
0,0,anomaly
224,318,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
748,332,normal
197,1363,normal
0,0,anomaly
0,0,anomaly
1481,4152,normal
0,0,anomaly
0,0,anomaly
1,4,normal
366,1644,normal
0,0,anomaly
221,4951,normal
54540,8314,anomaly
8,0,anomaly
0,0,anomaly
0,0,anomaly
246,0,anomaly
18,0,anomaly
174,7737,normal
44,70,normal
8,0,anomaly
46,112,normal
0,0,anomaly
0,0,anomaly
520,0,anomaly
295,2531,normal
1,0,anomaly
0,0,anomaly
232,13341,normal
215,626,normal
0,0,anomaly
306,491,normal
0,0,anomaly
10,37,normal
8,0,anomaly
0,0,anomaly
146,105,normal
8,0,anomaly
0,0,anomaly
28,0,anomaly
687,333,normal
213,1400,normal
331,2263,normal
0,0,anomaly
107,424,normal
0,0,anomaly
280,18968,normal
0,0,anomaly
366,9979,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
251,272,normal
42,42,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1356,331,normal
59,0,normal
350,590,normal
0,0,anomaly
2764,334,normal
28,0,anomaly
884,0,normal
262,2539,normal
128,239,normal
465,296,normal
0,0,anomaly
236,7610,normal
211,356,normal
1518,330,normal
0,0,anomaly
105,145,normal
0,0,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
104,1554,normal
0,0,anomaly
0,0,anomaly
1032,0,anomaly
0,0,anomaly
228,2839,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
8,0,anomaly
207,2091,normal
0,0,anomaly
149,3177,normal
252,0,normal
8,0,anomaly
0,0,anomaly
1032,0,anomaly
0,0,anomaly
206,1719,normal
520,0,anomaly
207,708,normal
0,0,anomaly
309,296,normal
7767,0,normal
208,1778,normal
162,2778,normal
246,10597,normal
35,130,normal
334,4367,normal
0,0,anomaly
4539,0,normal
748,0,normal
0,0,anomaly
44,116,normal
156,57238,normal
153,35215,normal
0,0,anomaly
317,2491,normal
146,105,normal
900,337,normal
0,0,normal
0,0,anomaly
240,866,normal
0,0,anomaly
991,3081,normal
0,0,anomaly
1146,337,normal
0,0,anomaly
262,926,normal
0,0,anomaly
0,0,anomaly
344,7333,normal
0,0,anomaly
317,1040,normal
0,0,anomaly
208,458,normal
257,87461,normal
0,0,anomaly
34,50,normal
44,74,normal
0,0,anomaly
48,48,normal
105,146,normal
217,458,normal
0,0,anomaly
78,0,normal
1,0,anomaly
607,0,normal
0,0,anomaly
0,0,anomaly
1,0,anomaly
8,0,anomaly
84,18,normal
272,3373,normal
0,0,anomaly
5891,0,normal
239,3252,normal
0,0,anomaly
292,10180,normal
168,2944,normal
44,72,normal
351,725,normal
268,279,normal
301,634,normal
477,2196,normal
1263,2451,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
1032,0,anomaly
317,596,normal
258,44324,normal
0,0,anomaly
146,105,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
222,1461,normal
126,179,anomaly
295,588,normal
45,82,normal
0,0,anomaly
0,0,anomaly
8,0,anomaly
276,6052,normal
0,0,anomaly
0,0,anomaly
223,655,normal
0,0,anomaly
46,72,normal
371,296,normal
1,0,anomaly
283,809,normal
310,1331,normal
252,258,normal
0,0,anomaly
242,462,normal
105,146,normal
0,0,anomaly
297,526,normal
0,0,anomaly
1079,371,normal
225,544,normal
208,1626,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
222,2985,normal
29200,2920,anomaly
0,0,anomaly
310,3222,normal
0,0,anomaly
8,0,anomaly
105,147,normal
0,0,anomaly
0,0,anomaly
294,2302,normal
323,1054,normal
0,0,anomaly
12910,1372,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
336,3915,normal
0,0,anomaly
300,1380,normal
306,1437,normal
0,0,anomaly
2162,334,normal
228,1899,normal
2182,328,normal
758,332,normal
0,0,anomaly
334,0,anomaly
5131424,0,anomaly
46,136,normal
280,461,normal
8,0,anomaly
295,11111,normal
314,476,normal
310,3222,normal
44,132,normal
8,0,anomaly
520,0,anomaly
0,0,anomaly
1,0,anomaly
247,171,normal
0,0,anomaly
2192,397,normal
245,588,normal
1116,333,normal
1338,412,normal
2315,328,normal
520,0,anomaly
970,388,normal
0,0,anomaly
18,0,anomaly
0,0,anomaly
209,738,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
228,12922,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
12,0,normal
44,44,normal
321,2168,normal
0,0,anomaly
1032,0,anomaly
0,0,anomaly
145,13236,normal
0,0,anomaly
0,0,anomaly
520,0,anomaly
8,0,anomaly
234,808,normal
0,0,anomaly
0,0,anomaly
217,6763,normal
256,8708,normal
1032,0,anomaly
0,0,anomaly
316,540,normal
0,0,anomaly
231,7240,normal
268,9518,normal
0,0,anomaly
987,359,normal
0,0,anomaly
46,130,normal
334,0,anomaly
320,269,normal
46,133,normal
35195,0,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
228,3749,normal
221,21761,normal
1,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
338,10311,normal
1,0,anomaly
0,0,normal
1032,0,anomaly
616,362,normal
0,0,anomaly
285,812,normal
289,295,normal
143,9578,normal
44,132,normal
316,176,normal
1,0,anomaly
105,147,normal
0,0,anomaly
0,0,anomaly
44,134,normal
0,0,anomaly
0,0,normal
4316,0,normal
2381,279,normal
0,0,anomaly
234,5280,normal
147,105,normal
0,0,anomaly
44,136,normal
0,0,anomaly
260,419,normal
325,277,normal
74,0,normal
257,418,normal
0,0,anomaly
105,147,normal
0,0,anomaly
30,0,normal
214,761,normal
272,15626,normal
297,543,normal
0,0,anomaly
218,259,normal
0,0,anomaly
0,0,anomaly
203,983,normal
641,0,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
312,422,normal
288,4962,normal
0,0,anomaly
0,0,anomaly
1470,414,normal
234,1596,normal
44,76,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,normal
0,0,anomaly
0,0,anomaly
6,137,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
214,1460,normal
44,70,normal
0,0,anomaly
232,960,normal
0,0,anomaly
0,0,anomaly
43,130,normal
335,1849,normal
520,0,anomaly
0,0,normal
45,142,normal
175,15165,normal
0,0,anomaly
237,11283,normal
238,6406,normal
312,1373,normal
0,0,anomaly
335,18840,normal
300,2651,normal
219,2963,normal
46,82,normal
235,446,normal
0,0,anomaly
78,0,normal
0,0,anomaly
700,325,normal
1233,2451,anomaly
231,655,normal
0,0,anomaly
289,765,normal
0,0,anomaly
0,0,anomaly
307,1380,normal
0,0,anomaly
48,48,normal
28,0,anomaly
0,0,anomaly
0,0,anomaly
105,147,normal
0,0,anomaly
206,285,normal
197,2622,normal
8,0,anomaly
904,328,normal
0,0,anomaly
8,141,normal
519,9166,normal
988,328,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
44,139,normal
30,0,normal
286,1630,normal
2171,338,normal
331,8415,normal
0,0,anomaly
92994,329,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
297,2542,normal
4539,0,normal
307,633,normal
188,733,normal
358,11355,normal
0,0,anomaly
13,39,normal
383,0,normal
247,756,normal
8,0,anomaly
0,0,anomaly
221,6480,normal
178,368,normal
30,0,normal
245,774,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
313,1920,normal
314,810,normal
212,5415,normal
316,7333,normal
383,0,normal
0,0,anomaly
0,0,anomaly
311,1115,normal
1132,331,normal
2194619,0,normal
59,0,normal
8,0,anomaly
250,608,normal
20,0,anomaly
78,0,normal
0,0,anomaly
264,1446,normal
0,0,anomaly
145,105,normal
1676,366,normal
0,0,anomaly
0,0,anomaly
46,46,normal
0,0,anomaly
0,0,anomaly
257,3085,normal
319,0,normal
1103,331,normal
194,321,normal
134,1004,normal
0,0,normal
45,78,normal
1,0,anomaly
0,0,anomaly
247,589,normal
2615,326,normal
0,0,anomaly
241,2474,normal
1,0,anomaly
0,0,anomaly
225,1905,normal
0,0,anomaly
227,573,normal
172,0,normal
0,0,anomaly
210,3783,normal
333,920,normal
314,5422,normal
202,421,normal
294,9833,normal
0,0,anomaly
0,0,anomaly
346,465,normal
276,345,normal
8,0,normal
0,0,anomaly
44,127,normal
194,7197,normal
344,10714,normal
360,269,normal
0,0,anomaly
0,0,anomaly
140,3222,normal
200,955,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
146,105,normal
105,146,normal
294,655,normal
766,331,normal
0,0,anomaly
186,4841,normal
45,71,normal
1032,0,anomaly
0,0,anomaly
212,728,normal
44,44,normal
204,1487,normal
0,0,anomaly
213,810,normal
259,5170,normal
28,0,anomaly
0,0,anomaly
1032,0,anomaly
146,105,normal
0,0,anomaly
195,1254,normal
233,770,normal
11600,1431,normal
0,0,anomaly
105,146,normal
0,0,anomaly
46,76,normal
18,0,anomaly
207,0,anomaly
0,0,anomaly
44,110,normal
125,236,normal
0,0,anomaly
0,0,anomaly
336,1352,normal
0,0,anomaly
0,0,anomaly
105,146,normal
1032,0,anomaly
0,0,anomaly
303,2516,normal
516,4,normal
183,0,normal
229,1157,normal
45,114,normal
8,0,anomaly
227,765,normal
0,0,anomaly
196,30427,normal
231,5370,normal
0,0,anomaly
8,0,anomaly
216,2075,normal
0,0,anomaly
727,328,normal
0,0,anomaly
322,322,normal
0,0,anomaly
0,0,anomaly
43,107,normal
0,0,anomaly
520,0,anomaly
0,0,anomaly
0,0,anomaly
0,5150180,anomaly
0,0,anomaly
302,1075,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
105,105,normal
316,267,normal
1032,0,anomaly
105,145,normal
339,1072,normal
43,71,normal
326,982,normal
230,15121,normal
0,0,anomaly
161,15087,normal
226,383,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
54540,8314,anomaly
1,0,anomaly
0,0,anomaly
0,0,anomaly
245,357,normal
0,0,anomaly
0,0,anomaly
266,771,normal
1012,331,normal
228,1247,normal
1020,326,normal
281,758,normal
333,5726,normal
0,0,anomaly
261,18736,normal
302,1651,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
8,0,anomaly
0,0,anomaly
1032,0,anomaly
105,145,normal
383,0,normal
0,0,anomaly
303,8611,normal
1,0,anomaly
0,0,anomaly
867,330,normal
292,2367,normal
0,0,anomaly
1,0,anomaly
300,13020,normal
0,0,normal
8,0,anomaly
288,475,normal
244,4297,normal
0,0,anomaly
234,3295,normal
0,0,anomaly
244,1610,normal
0,0,anomaly
0,0,anomaly
1057,372,normal
8,0,anomaly
147,105,normal
0,0,anomaly
1,0,anomaly
1032,0,anomaly
0,0,anomaly
0,0,anomaly
322,2514,normal
12165,0,normal
0,0,anomaly
0,0,anomaly
218,292,normal
0,0,anomaly
296,1415,normal
0,0,anomaly
214,5773,normal
225,3895,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
907,2586,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
224,7877,normal
316,3451,normal
325,644,normal
334,0,anomaly
8,0,anomaly
305,2239,normal
0,0,normal
0,0,anomaly
205,525,normal
230,2698,normal
0,0,anomaly
0,0,anomaly
252,0,normal
295,8422,normal
0,0,anomaly
874,2586,normal
102,1309,normal
0,0,anomaly
328,4185,normal
0,0,anomaly
0,0,anomaly
8,0,anomaly
236,23401,normal
0,0,anomaly
237,4326,normal
0,0,normal
105,146,normal
0,0,normal
0,0,anomaly
54540,8314,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
19,0,normal
125,236,normal
0,0,anomaly
292,8277,normal
0,0,anomaly
8769,369,normal
8,0,anomaly
28,0,anomaly
44,70,normal
0,0,anomaly
1,0,anomaly
236,5056,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1032,0,anomaly
358,2764,normal
44,130,normal
0,0,anomaly
147,38988,normal
0,0,anomaly
42,42,normal
0,0,anomaly
241,795,normal
0,0,anomaly
167,0,normal
1874,371,normal
313,1919,normal
0,0,anomaly
227,2647,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
211,404,normal
0,0,anomaly
0,0,anomaly
43,129,normal
330,10117,normal
0,0,anomaly
6,147,anomaly
0,0,anomaly
220,1719,normal
0,0,anomaly
286,9443,normal
0,0,anomaly
45,71,normal
1809,325,normal
0,0,anomaly
46,75,normal
0,0,anomaly
0,0,anomaly
46,46,normal
331,13692,normal
0,0,anomaly
0,0,anomaly
342,659,normal
330,2445,normal
1032,0,anomaly
12165,0,normal
44,44,normal
232,9567,normal
244,2202,normal
228,269,normal
0,0,anomaly
327,1469,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
15377,0,normal
0,0,anomaly
105,147,normal
0,0,anomaly
0,0,anomaly
216,8970,normal
232,2507,normal
196,210,normal
211,305,normal
201,1865,normal
236,324,normal
296,1511,normal
333,579,normal
0,0,anomaly
0,0,anomaly
567,0,normal
7321,0,normal
0,0,anomaly
0,0,anomaly
1183,332,normal
5830,122343,normal
0,0,anomaly
0,0,anomaly
6,0,anomaly
312,1592,normal
0,0,anomaly
146,105,normal
0,0,normal
0,0,anomaly
1,0,anomaly
0,0,anomaly
0,0,anomaly
1630,335,normal
13684,15580,normal
89,0,normal
240,31639,normal
0,0,anomaly
2483,329,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
7077,0,normal
0,0,anomaly
305,289,normal
0,0,normal
318,2435,normal
0,0,anomaly
147,105,normal
326,498,normal
0,0,anomaly
238,772,normal
926,332,normal
0,0,anomaly
30,0,normal
0,0,anomaly
0,0,anomaly
1699,0,normal
810,330,normal
944,2720,normal
54540,7300,anomaly
0,0,anomaly
1220,3380,normal
2194619,0,normal
289,8760,normal
8,0,anomaly
0,0,anomaly
44,44,normal
225,1472,normal
306,450,normal
0,5149533,anomaly
0,0,anomaly
8,0,anomaly
172,0,normal
0,0,anomaly
8,0,anomaly
190,1611,normal
0,0,anomaly
318,6014,normal
42,42,normal
0,0,anomaly
229,2135,normal
0,0,anomaly
321,3503,normal
0,0,normal
189,18004,normal
221,1109,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1468,4152,normal
0,0,anomaly
182,686,normal
223,18942,normal
44,74,normal
0,0,anomaly
256,9621,normal
361,1256,normal
303,1381,normal
147,105,normal
12,0,normal
229,396,normal
310,3518,normal
0,0,anomaly
230,241,normal
45,92,normal
225,352,normal
0,0,anomaly
0,0,anomaly
147,105,normal
221,294,normal
0,0,anomaly
948,325,normal
215,1425,normal
0,0,anomaly
0,0,anomaly
0,0,normal
277,987,normal
0,0,anomaly
44,100,normal
8,0,anomaly
0,0,anomaly
262,360,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
46,73,normal
438,3110,normal
361,858,normal
323,8865,normal
0,0,anomaly
312,11250,normal
293,255,normal
18,0,anomaly
0,0,anomaly
147,34193,normal
0,0,normal
1032,0,anomaly
147,0,normal
322,2794,normal
236,18275,normal
0,0,anomaly
0,0,anomaly
7077,0,normal
147,0,normal
228,1438,normal
0,0,anomaly
245,0,normal
0,0,anomaly
516,4,normal
146,0,normal
147,105,normal
0,0,anomaly
0,0,normal
255,303,normal
199,881,normal
0,0,anomaly
0,0,anomaly
0,0,normal
310,960,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
260,26088,normal
167,657,normal
44,44,normal
12,0,normal
0,0,anomaly
223,310,normal
208,1918,normal
210,2585,normal
1,0,anomaly
1195,406,normal
0,0,anomaly
105,146,normal
239,2982,normal
0,0,anomaly
0,0,anomaly
303,2239,normal
223,188,normal
146,105,normal
320,8263,normal
0,0,anomaly
8,0,anomaly
54540,8314,anomaly
1361,489,normal
213,10431,normal
278,5131,normal
240,424,normal
206,313,normal
0,0,anomaly
0,5131424,normal
1163,489,normal
201,1464,normal
220,261,normal
0,0,normal
0,0,anomaly
0,0,anomaly
231,7466,normal
212,266,normal
318,3016,normal
45,71,normal
641,0,normal
0,0,anomaly
71,0,normal
0,0,anomaly
216,1412,normal
319,6406,normal
164,430,normal
0,0,anomaly
0,0,anomaly
312,10010,normal
46,132,normal
814,335,normal
0,0,anomaly
324,1721,normal
284,733,normal
147,0,normal
221,10554,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
1299,335,normal
358,256,normal
1486,4152,normal
63,0,normal
2936,331,normal
145,105,normal
0,0,anomaly
8,0,anomaly
339,2873,normal
0,0,anomaly
227,1478,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
197,315,normal
0,0,anomaly
326,1319,normal
1,0,anomaly
218,1856,normal
231,769,normal
0,0,anomaly
8,0,anomaly
0,0,anomaly
147,105,normal
1047,3081,normal
224,4125,normal
2504,475,normal
0,0,normal
0,0,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
1504,4152,normal
312,1078,normal
147,105,normal
45,82,normal
238,2193,normal
0,0,anomaly
336,86082,normal
0,0,anomaly
105,146,normal
0,0,anomaly
26408,0,normal
0,0,anomaly
0,0,anomaly
184,1619,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
147,376,normal
8,0,anomaly
8,0,anomaly
210,1659,normal
0,0,anomaly
42,42,normal
191,2529,normal
239,940,normal
286,1263,normal
235,1840,normal
0,0,anomaly
0,0,anomaly
305,2019,normal
233,1075,normal
0,0,anomaly
349,343,normal
0,0,anomaly
224,832,normal
567,0,normal
0,0,anomaly
1401,494,normal
190,365,normal
1647,326,normal
15281,1361,normal
258,14029,normal
0,0,anomaly
46,46,normal
3888,0,normal
0,0,anomaly
520,0,anomaly
54540,8314,anomaly
191,604,normal
0,0,anomaly
43,133,normal
0,0,normal
0,0,anomaly
0,0,anomaly
1996,285,normal
28,0,anomaly
213,1211,normal
344,28707,normal
290,520,normal
0,0,anomaly
229,175,normal
0,0,anomaly
247,365,normal
1323,363,normal
0,0,anomaly
306,1249,normal
231,258,normal
44,77,normal
0,0,anomaly
313,2249,normal
0,0,anomaly
1690,0,normal
1690,0,normal
0,0,anomaly
325,12884,normal
0,0,anomaly
0,0,anomaly
0,0,normal
78,0,normal
0,0,anomaly
0,0,normal
