duration,protocol_type,src_bytes,dst_bytes,count,srv_count,class
0,tcp,0,0,290,23,anomaly
1,tcp,0,0,230,2,anomaly
0,tcp,301,310,2,2,normal
0,tcp,1376,0,1,1,normal
0,tcp,208,6530,2,30,normal
0,tcp,0,0,114,16,anomaly
0,tcp,0,0,237,8,anomaly
0,tcp,1580,327,1,1,normal
0,tcp,0,0,139,1,anomaly
0,tcp,0,0,1,1,normal
0,tcp,0,0,109,6,anomaly
0,tcp,0,0,19,19,normal
0,tcp,0,0,217,20,anomaly
0,udp,215,0,1,1,anomaly
0,tcp,296,1999,16,18,normal
0,icmp,8,0,1,20,anomaly
0,tcp,0,0,85,1,anomaly
7755,udp,145,105,4,2,normal
0,tcp,0,0,230,9,anomaly
0,icmp,1032,0,205,205,anomaly
0,tcp,0,0,257,15,anomaly
16885,tcp,1,0,2,2,anomaly
0,tcp,0,0,120,22,anomaly
0,tcp,367,388,16,16,normal
0,tcp,369,546,1,25,normal
0,tcp,287,925,5,5,normal
0,tcp,0,0,228,17,anomaly
0,udp,44,80,121,121,normal
0,tcp,0,0,131,5,anomaly
0,udp,48,48,1,1,normal
0,tcp,324,1125,8,8,normal
4229,tcp,1,0,2,2,anomaly
0,tcp,950,331,2,3,normal
0,tcp,0,0,254,12,anomaly
0,tcp,0,0,79,19,anomaly
0,tcp,0,0,136,22,anomaly
1,tcp,1261,2451,1,1,anomaly
0,tcp,204,2494,14,14,normal
0,udp,45,123,54,53,normal
0,tcp,0,0,294,19,anomaly
0,tcp,204,6356,18,18,normal
0,tcp,641,0,1,1,normal
0,tcp,0,0,270,1,anomaly
0,tcp,302,5166,5,7,normal
0,icmp,30,0,2,2,normal
0,tcp,0,0,139,11,anomaly
0,tcp,0,0,103,13,anomaly
0,tcp,186,2958,1,1,normal
0,tcp,1772,328,1,3,normal
0,tcp,0,0,266,22,anomaly
0,tcp,0,0,268,14,anomaly
0,udp,102,0,1,1,normal
0,tcp,232,2042,14,28,normal
0,tcp,191,15272,2,2,normal
0,tcp,0,0,283,5,anomaly
0,tcp,209,2300,3,3,normal
0,tcp,173,2424,4,6,normal
0,tcp,211,811,6,6,normal
0,tcp,365,1148,2,2,normal
0,tcp,208,894,9,10,normal
0,tcp,296,589,2,2,normal
0,tcp,54540,8314,3,3,anomaly
0,tcp,231,375,9,11,normal
0,tcp,0,0,112,7,anomaly
0,tcp,0,0,289,20,anomaly
0,tcp,0,0,19,1,anomaly
1,tcp,7,409,1,1,normal
12753,tcp,1,0,2,2,anomaly
0,tcp,0,0,233,7,anomaly
0,tcp,250,270,5,5,normal
0,icmp,78,0,25,2,normal
0,tcp,0,0,104,12,anomaly
0,tcp,239,350,4,18,normal
0,tcp,235,1695,10,28,normal
0,tcp,0,0,247,9,anomaly
0,udp,31,0,1,2,normal
0,icmp,520,0,459,459,anomaly
0,tcp,0,0,103,2,anomaly
0,tcp,272,3874,2,15,normal
0,tcp,0,0,202,14,anomaly
0,icmp,1032,0,511,511,anomaly
0,tcp,183,8939,14,21,normal
0,tcp,0,0,230,14,anomaly
0,tcp,0,0,295,15,anomaly
0,tcp,0,0,138,20,anomaly
0,tcp,0,0,268,4,anomaly
28,tcp,701,2070,1,1,normal
0,tcp,218,670,10,10,normal
0,tcp,0,0,9,3,anomaly
0,udp,48,48,1,1,normal
6,tcp,1376,333,2,2,normal
0,tcp,0,0,275,18,anomaly
0,tcp,0,0,2,1,anomaly
0,tcp,212,9911,4,4,normal
0,tcp,291,26097,22,59,normal
0,tcp,0,0,124,20,anomaly
0,tcp,0,0,290,8,anomaly
0,tcp,0,0,292,13,anomaly
0,tcp,311,488,22,22,normal
0,tcp,227,1248,3,13,normal
0,tcp,216,4591,13,16,normal
0,tcp,211,2156,3,4,normal
0,tcp,0,0,87,2,anomaly
0,tcp,377,12591,5,5,normal
0,udp,30,0,1,2,normal
0,udp,44,129,13,73,normal
0,tcp,0,0,259,5,anomaly
0,tcp,0,0,235,17,anomaly
0,tcp,0,0,204,9,anomaly
3,tcp,1836,331,1,2,normal
0,tcp,0,0,104,14,anomaly
0,udp,1,0,11,2,anomaly
0,tcp,295,1503,3,16,normal
0,tcp,0,0,113,1,anomaly
0,tcp,281,3816,8,37,normal
0,tcp,368,1856,8,27,normal
0,icmp,1032,0,511,511,anomaly
0,tcp,0,0,1,2,normal
0,udp,46,74,182,182,normal
0,tcp,237,3381,1,44,normal
0,tcp,280,3307,7,7,normal
0,tcp,0,0,66,17,anomaly
0,tcp,0,0,236,5,anomaly
0,tcp,349,458,24,28,normal
24,tcp,235,768,1,1,normal
1,tcp,670,331,1,1,normal
0,udp,105,0,2,2,normal
0,udp,43,135,79,159,normal
24,tcp,336,1052,1,1,normal
0,tcp,282,4060,2,12,normal
0,tcp,10261,0,12,1,normal
0,tcp,307,3712,7,7,normal
0,tcp,0,0,146,5,anomaly
0,tcp,1209,336,1,1,normal
0,udp,1,0,13,13,anomaly
0,tcp,312,8819,6,6,normal
0,tcp,6062,0,13,13,normal
0,icmp,1032,0,511,511,anomaly
0,udp,45,135,165,165,normal
0,tcp,0,0,142,21,anomaly
0,tcp,0,0,247,18,anomaly
0,udp,44,128,74,154,normal
0,tcp,0,0,272,21,anomaly
0,tcp,267,11375,1,1,normal
0,tcp,219,495,26,27,normal
0,tcp,0,0,197,8,anomaly
0,tcp,274,4841,3,4,normal
0,tcp,0,0,113,12,anomaly
0,tcp,204768,332,1,1,normal
0,tcp,348,8143,8,16,normal
0,tcp,207,667,5,7,normal
0,tcp,748,0,1,1,normal
0,tcp,0,0,129,3,anomaly
0,tcp,321,536,1,5,normal
0,tcp,250,7176,6,6,normal
0,tcp,1388,391,2,1,normal
0,udp,105,146,1,1,normal
0,tcp,0,0,85,5,anomaly
0,icmp,30,0,2,2,normal
0,tcp,0,0,89,16,anomaly
0,tcp,0,0,210,6,anomaly
0,tcp,331,1483,2,2,normal
0,udp,44,44,113,113,normal
0,tcp,0,0,12,4,anomaly
0,tcp,0,0,202,19,anomaly
0,tcp,0,0,246,1,anomaly
0,icmp,18,0,1,1,anomaly
0,tcp,0,0,41,15,anomaly
0,tcp,641,0,1,1,normal
0,icmp,182,0,6,6,normal
0,tcp,0,0,5,2,anomaly
0,tcp,918,329,1,1,normal
0,udp,1,0,43,18,anomaly
0,tcp,311,1426,16,20,normal
0,tcp,0,0,100,6,anomaly
0,tcp,0,0,190,3,anomaly
0,tcp,0,0,229,11,anomaly
0,udp,45,82,218,218,normal
0,tcp,0,0,253,8,anomaly
0,tcp,0,0,78,16,anomaly
0,tcp,206,313,18,21,normal
0,tcp,221,1355,21,22,normal
0,tcp,247,807,14,14,normal
0,tcp,0,0,511,1,normal
0,tcp,0,0,239,15,anomaly
0,udp,46,46,15,21,normal
0,icmp,1032,0,182,182,anomaly
0,udp,46,46,212,212,normal
0,tcp,368,424,42,45,normal
0,tcp,0,0,42,1,anomaly
0,tcp,0,0,29,6,anomaly
0,tcp,233,4097,1,1,normal
0,tcp,209,1155,34,38,normal
9,tcp,103,1448,1,1,normal
0,tcp,274,1981,1,2,normal
0,udp,105,146,1,1,normal
0,tcp,9,38,1,1,normal
0,tcp,288,7367,12,14,normal
0,tcp,0,0,192,2,anomaly
37370,tcp,1,0,2,2,anomaly
0,tcp,0,0,229,3,anomaly
0,tcp,0,0,296,18,anomaly
0,tcp,0,0,121,7,anomaly
0,tcp,195,2150,3,3,normal
0,tcp,0,0,213,7,anomaly
0,tcp,0,0,114,14,anomaly
0,tcp,320,6250,2,3,normal
0,tcp,215,4727,21,21,normal
1,tcp,1303,369,1,3,normal
0,tcp,230,465,6,6,normal
0,tcp,0,0,248,1,anomaly
0,udp,45,45,151,151,normal
0,tcp,0,0,265,17,anomaly
0,tcp,0,0,218,13,anomaly
0,tcp,10220,0,3,3,normal
0,udp,42,75,182,182,normal
0,tcp,338,649,5,5,normal
0,tcp,0,0,282,3,anomaly
0,tcp,0,0,252,13,anomaly
0,tcp,0,0,40,4,anomaly
0,tcp,296,275,8,8,normal
0,tcp,218,3166,17,17,normal
0,tcp,324,1809,13,13,normal
0,tcp,0,0,100,14,anomaly
0,tcp,0,0,120,9,anomaly
0,tcp,0,0,22,16,anomaly
0,tcp,243,1012,23,23,normal
0,tcp,15876,0,16,16,normal
0,tcp,215,2735,6,6,normal
0,tcp,0,0,23,3,anomaly
0,udp,105,146,1,1,normal
0,tcp,0,0,511,1,anomaly
0,icmp,30,0,1,1,normal
0,tcp,0,0,128,8,anomaly
0,tcp,0,0,252,7,anomaly
0,tcp,1267,335,1,1,normal
38977,tcp,1,0,2,2,anomaly
0,tcp,0,0,233,7,anomaly
0,tcp,0,0,251,12,anomaly
0,tcp,173,1737,1,1,normal
0,udp,44,131,76,156,normal
0,tcp,303,1547,17,17,normal
0,udp,1,0,26,10,anomaly
0,tcp,241,3236,7,8,normal
0,tcp,0,0,34,14,anomaly
0,udp,28,0,52,52,anomaly
0,tcp,0,0,182,5,anomaly
0,tcp,0,0,1,1,normal
0,tcp,0,0,134,5,anomaly
0,tcp,1682,328,1,1,normal
0,tcp,200,4763,31,31,normal
0,udp,44,44,78,160,normal
0,udp,31,0,1,2,normal
0,tcp,0,0,1,1,normal
0,tcp,0,0,124,4,anomaly
0,tcp,274,2920,2,3,normal
0,icmp,8,0,1,28,anomaly
0,tcp,0,0,149,20,anomaly
16513,tcp,1,0,2,2,anomaly
0,tcp,372,415,3,4,normal
0,tcp,0,0,2,4,normal
0,tcp,0,0,108,19,anomaly
2,tcp,2526,372,1,1,normal
0,tcp,0,0,246,5,anomaly
0,udp,1,0,29,29,anomaly
0,tcp,316,1382,16,16,normal
0,tcp,317,1571,4,4,normal
0,tcp,0,0,218,18,anomaly
0,tcp,278,563,6,14,normal
0,tcp,0,0,273,7,anomaly
10946,tcp,109,3245,1,1,normal
0,tcp,1010,0,2,2,normal
0,tcp,194,0,2,2,normal
0,tcp,238,1625,6,6,normal
0,tcp,229,1483,18,25,normal
0,tcp,0,0,218,13,anomaly
0,tcp,310,2402,15,40,normal
0,tcp,0,0,80,18,anomaly
0,udp,48,98,3,7,normal
2349,udp,147,105,1,1,normal
3,tcp,1996,329,1,3,normal
0,tcp,334,0,2,2,anomaly
0,tcp,0,0,296,19,anomaly
0,tcp,0,0,126,10,anomaly
0,tcp,0,0,136,25,anomaly
0,tcp,319,1551,11,11,normal
0,tcp,370,203,25,33,normal
0,tcp,383,0,2,2,normal
0,tcp,0,0,1,1,normal
0,tcp,0,0,1,1,normal
0,icmp,8,0,1,31,anomaly
0,tcp,0,0,39,3,anomaly
0,tcp,0,0,195,8,anomaly
0,udp,45,137,98,178,normal
0,udp,45,80,154,154,normal
0,udp,44,135,69,148,normal
0,tcp,54540,8314,6,6,anomaly
0,tcp,295,12771,1,1,normal
0,tcp,0,0,261,19,anomaly
0,udp,516,4,183,183,normal
0,tcp,0,0,149,10,anomaly
0,tcp,0,0,277,18,anomaly
0,tcp,224,318,10,16,normal
0,tcp,0,0,118,5,anomaly
0,tcp,0,0,44,8,anomaly
0,tcp,0,0,31,10,anomaly
0,tcp,0,0,146,17,anomaly
0,tcp,748,332,1,1,normal
0,tcp,197,1363,13,13,normal
0,tcp,0,0,260,7,anomaly
0,tcp,0,0,114,20,anomaly
27,tcp,1481,4152,1,1,normal
0,tcp,0,0,85,14,anomaly
0,tcp,0,0,130,1,anomaly
0,tcp,1,4,1,1,normal
0,tcp,366,1644,10,10,normal
0,tcp,0,0,221,4,anomaly
0,tcp,221,4951,24,24,normal
0,tcp,54540,8314,2,2,anomaly
0,icmp,8,0,1,14,anomaly
0,tcp,0,0,137,19,anomaly
0,tcp,0,0,286,4,anomaly
0,tcp,246,0,2,1,anomaly
0,icmp,18,0,1,1,anomaly
0,tcp,174,7737,2,7,normal
0,udp,44,70,216,216,normal
0,icmp,8,0,1,23,anomaly
4,udp,46,112,8,13,normal
0,tcp,0,0,133,18,anomaly
0,tcp,0,0,218,8,anomaly
0,icmp,520,0,484,484,anomaly
0,tcp,295,2531,3,3,normal
0,udp,1,0,17,1,anomaly
0,tcp,0,0,217,9,anomaly
0,tcp,232,13341,7,7,normal
0,tcp,215,626,16,16,normal
0,tcp,0,0,126,6,anomaly
0,tcp,306,491,25,42,normal
0,tcp,0,0,123,17,anomaly
0,tcp,10,37,2,1,normal
0,icmp,8,0,1,7,anomaly
0,tcp,0,0,109,9,anomaly
2586,udp,146,105,5,1,normal
0,icmp,8,0,1,13,anomaly
0,tcp,0,0,210,11,anomaly
0,udp,28,0,88,86,anomaly
0,tcp,687,333,1,1,normal
0,tcp,213,1400,22,22,normal
0,tcp,331,2263,5,5,normal
0,tcp,0,0,291,23,anomaly
0,tcp,107,424,3,1,normal
0,tcp,0,0,234,11,anomaly
0,tcp,280,18968,2,6,normal
0,tcp,0,0,145,9,anomaly
0,tcp,366,9979,4,7,normal
0,tcp,0,0,118,16,anomaly
0,tcp,0,0,136,8,anomaly
0,tcp,0,0,101,2,anomaly
0,tcp,251,272,2,2,normal
13,udp,42,42,12,15,normal
0,tcp,0,0,139,22,anomaly
0,tcp,0,0,125,4,anomaly
0,tcp,0,0,90,19,anomaly
0,tcp,1356,331,1,3,normal
0,tcp,59,0,11,11,normal
0,tcp,350,590,1,3,normal
0,tcp,0,0,104,20,anomaly
0,tcp,2764,334,3,1,normal
0,udp,28,0,57,57,anomaly
0,tcp,884,0,1,1,normal
0,tcp,262,2539,1,1,normal
0,tcp,128,239,1,1,normal
0,tcp,465,296,20,20,normal
0,tcp,0,0,116,7,anomaly
0,tcp,236,7610,14,15,normal
0,tcp,211,356,8,8,normal
0,tcp,1518,330,1,1,normal
0,tcp,0,0,25,9,anomaly
0,udp,105,145,1,1,normal
0,tcp,0,0,1,1,normal
0,tcp,0,0,133,6,anomaly
0,tcp,0,0,35,13,anomaly
0,tcp,0,0,73,16,anomaly
6,tcp,104,1554,1,1,normal
0,tcp,0,0,234,6,anomaly
0,tcp,0,0,149,14,anomaly
0,icmp,1032,0,511,511,anomaly
0,tcp,0,0,138,18,anomaly
0,tcp,228,2839,5,5,normal
0,tcp,0,0,1,1,anomaly
0,tcp,0,0,239,8,anomaly
0,tcp,0,0,113,18,anomaly
0,icmp,8,0,1,29,anomaly
0,tcp,207,2091,10,10,normal
0,tcp,0,0,2,1,anomaly
0,tcp,149,3177,2,2,normal
0,tcp,252,0,2,3,normal
0,icmp,8,0,1,19,anomaly
0,tcp,0,0,188,14,anomaly
0,icmp,1032,0,511,511,anomaly
0,tcp,0,0,213,1,anomaly
0,tcp,206,1719,3,3,normal
0,icmp,520,0,60,60,anomaly
0,tcp,207,708,4,4,normal
0,tcp,0,0,96,9,anomaly
0,tcp,309,296,12,16,normal
0,tcp,7767,0,1,1,normal
0,tcp,208,1778,3,3,normal
0,tcp,162,2778,3,3,normal
0,tcp,246,10597,5,5,normal
0,tcp,35,130,1,1,normal
0,tcp,334,4367,3,3,normal
0,tcp,0,0,191,3,anomaly
0,tcp,4539,0,14,1,normal
0,tcp,748,0,1,1,normal
0,tcp,0,0,127,7,anomaly
0,udp,44,116,214,215,normal
11338,tcp,156,57238,1,1,normal
0,tcp,153,35215,1,12,normal
0,tcp,0,0,141,8,anomaly
0,tcp,317,2491,4,4,normal
4852,udp,146,105,2,2,normal
0,tcp,900,337,1,1,normal
0,tcp,0,0,1,2,normal
0,tcp,0,0,222,10,anomaly
0,tcp,240,866,13,34,normal
15,tcp,0,0,1,1,anomaly
28,tcp,991,3081,1,1,normal
0,tcp,0,0,109,13,anomaly
0,tcp,1146,337,1,1,normal
0,tcp,0,0,68,16,anomaly
0,tcp,262,926,1,1,normal
0,tcp,0,0,193,13,anomaly
0,tcp,0,0,153,5,anomaly
0,tcp,344,7333,10,10,normal
0,tcp,0,0,204,2,anomaly
0,tcp,317,1040,9,9,normal
0,tcp,0,0,265,3,anomaly
0,tcp,208,458,17,35,normal
0,tcp,257,87461,2,2,normal
0,tcp,0,0,128,19,anomaly
0,udp,34,50,3,4,normal
0,udp,44,74,248,248,normal
0,tcp,0,0,207,17,anomaly
0,udp,48,48,1,1,normal
0,udp,105,146,1,1,normal
0,tcp,217,458,8,10,normal
0,tcp,0,0,276,6,anomaly
0,icmp,78,0,14,1,normal
21846,tcp,1,0,2,2,anomaly
0,tcp,607,0,2,2,normal
0,tcp,0,0,84,4,anomaly
0,tcp,0,0,49,13,anomaly
0,udp,1,0,5,1,anomaly
0,icmp,8,0,1,1,anomaly
2,tcp,84,18,1,1,normal
0,tcp,272,3373,4,5,normal
0,tcp,0,0,220,11,anomaly
0,tcp,5891,0,17,17,normal
0,tcp,239,3252,19,21,normal
0,tcp,0,0,199,7,anomaly
0,tcp,292,10180,7,7,normal
0,tcp,168,2944,1,1,normal
0,udp,44,72,133,133,normal
0,tcp,351,725,10,11,normal
0,tcp,268,279,1,5,normal
0,tcp,301,634,4,4,normal
571,tcp,477,2196,1,1,normal
2,tcp,1263,2451,1,1,anomaly
0,tcp,0,0,142,4,anomaly
0,tcp,0,0,2,1,anomaly
0,tcp,0,0,231,5,anomaly
0,icmp,1032,0,511,511,anomaly
0,tcp,317,596,10,16,normal
0,tcp,258,44324,1,1,normal
0,tcp,0,0,246,11,anomaly
4280,udp,146,105,2,2,normal
0,tcp,0,0,268,18,anomaly
0,tcp,0,0,1,1,anomaly
0,tcp,0,0,219,8,anomaly
0,tcp,222,1461,1,1,normal
0,tcp,126,179,2,2,anomaly
0,tcp,295,588,3,15,normal
0,udp,45,82,169,171,normal
0,tcp,0,0,76,11,anomaly
0,tcp,0,0,149,19,anomaly
0,icmp,8,0,1,18,anomaly
0,tcp,276,6052,1,7,normal
0,tcp,0,0,267,10,anomaly
0,tcp,0,0,221,1,anomaly
0,tcp,223,655,13,19,normal
0,tcp,0,0,54,15,anomaly
0,udp,46,72,289,289,normal
0,tcp,371,296,15,15,normal
0,udp,1,0,48,21,anomaly
0,tcp,283,809,27,28,normal
0,tcp,310,1331,6,6,normal
0,tcp,252,258,25,25,normal
0,tcp,0,0,130,10,anomaly
0,tcp,242,462,23,23,normal
0,udp,105,146,7,1,normal
0,tcp,0,0,153,11,anomaly
0,tcp,297,526,14,23,normal
0,tcp,0,0,162,12,anomaly
2,tcp,1079,371,1,4,normal
0,tcp,225,544,1,1,normal
0,tcp,208,1626,8,8,normal
0,tcp,0,0,213,9,anomaly
0,tcp,0,0,19,5,anomaly
0,tcp,0,0,299,25,anomaly
0,tcp,222,2985,5,23,normal
0,tcp,29200,2920,4,4,anomaly
0,tcp,0,0,98,24,anomaly
0,tcp,310,3222,3,10,normal
0,tcp,0,0,158,2,anomaly
0,icmp,8,0,1,39,anomaly
0,udp,105,147,7,1,normal
0,tcp,0,0,118,19,anomaly
0,tcp,0,0,272,7,anomaly
0,tcp,294,2302,23,29,normal
22,tcp,323,1054,1,1,normal
0,tcp,0,0,46,10,anomaly
3,tcp,12910,1372,1,1,normal
0,tcp,0,0,203,14,anomaly
0,tcp,0,0,131,14,anomaly
0,tcp,0,0,122,1,anomaly
0,tcp,0,0,267,10,anomaly
0,tcp,336,3915,2,3,normal
0,tcp,0,0,1,1,anomaly
0,tcp,300,1380,1,13,normal
0,tcp,306,1437,2,3,normal
0,tcp,0,0,206,16,anomaly
0,tcp,2162,334,1,1,normal
0,tcp,228,1899,7,7,normal
0,tcp,2182,328,1,1,normal
1,tcp,758,332,1,5,normal
0,tcp,0,0,121,4,anomaly
0,tcp,334,0,1,1,anomaly
5044,tcp,5131424,0,1,1,anomaly
0,udp,46,136,83,165,normal
0,tcp,280,461,5,5,normal
0,icmp,8,0,1,45,anomaly
0,tcp,295,11111,11,12,normal
0,tcp,314,476,6,11,normal
0,tcp,310,3222,6,6,normal
0,udp,44,132,79,159,normal
0,icmp,8,0,1,29,anomaly
0,icmp,520,0,16,16,anomaly
0,tcp,0,0,226,19,anomaly
0,udp,1,0,5,2,anomaly
0,tcp,247,171,3,5,normal
0,tcp,0,0,89,13,anomaly
0,tcp,2192,397,1,1,normal
0,tcp,245,588,22,22,normal
0,tcp,1116,333,1,1,normal
0,tcp,1338,412,1,1,normal
0,tcp,2315,328,1,1,normal
0,icmp,520,0,363,363,anomaly
0,tcp,970,388,1,1,normal
0,tcp,0,0,205,19,anomaly
0,icmp,18,0,1,1,anomaly
0,tcp,0,0,240,7,anomaly
0,tcp,209,738,9,9,normal
0,tcp,0,0,509,1,anomaly
0,tcp,0,0,236,6,anomaly
0,tcp,0,0,224,12,anomaly
0,tcp,0,0,119,9,anomaly
0,tcp,228,12922,8,9,normal
0,tcp,0,0,224,1,anomaly
0,tcp,0,0,35,16,anomaly
0,tcp,0,0,360,1,anomaly
0,tcp,0,0,202,15,anomaly
0,tcp,12,0,1,1,normal
0,udp,44,44,165,165,normal
0,tcp,321,2168,3,3,normal
0,tcp,0,0,1,1,anomaly
0,icmp,1032,0,17,17,anomaly
0,tcp,0,0,101,2,anomaly
0,tcp,145,13236,1,1,normal
0,tcp,0,0,160,10,anomaly
0,tcp,0,0,209,16,anomaly
0,icmp,520,0,487,487,anomaly
0,icmp,8,0,1,15,anomaly
0,tcp,234,808,6,6,normal
0,tcp,0,0,203,8,anomaly
0,tcp,0,0,280,11,anomaly
0,tcp,217,6763,3,3,normal
0,tcp,256,8708,1,31,normal
0,icmp,1032,0,511,511,anomaly
0,tcp,0,0,102,1,anomaly
0,tcp,316,540,13,13,normal
0,tcp,0,0,267,17,anomaly
0,tcp,231,7240,9,9,normal
0,tcp,268,9518,1,2,normal
0,tcp,0,0,174,4,anomaly
0,tcp,987,359,1,1,normal
0,tcp,0,0,109,7,anomaly
0,udp,46,130,77,157,normal
0,tcp,334,0,1,1,anomaly
0,tcp,320,269,15,19,normal
0,udp,46,133,79,159,normal
0,tcp,35195,0,21,1,normal
8,tcp,0,0,1,1,anomaly
0,tcp,0,0,125,22,anomaly
0,tcp,0,0,212,2,anomaly
0,tcp,228,3749,5,5,normal
0,tcp,221,21761,8,8,normal
0,udp,1,0,14,7,anomaly
0,tcp,0,0,141,11,anomaly
0,tcp,0,0,277,7,anomaly
0,tcp,0,0,221,11,anomaly
0,tcp,338,10311,5,5,normal
37728,tcp,1,0,2,2,anomaly
0,tcp,0,0,1,1,normal
0,icmp,1032,0,240,240,anomaly
0,tcp,616,362,1,1,normal
0,tcp,0,0,282,19,anomaly
0,tcp,285,812,5,5,normal
0,tcp,289,295,10,13,normal
0,tcp,143,9578,1,2,normal
0,udp,44,132,113,193,normal
0,tcp,316,176,21,21,normal
17964,tcp,1,0,2,2,anomaly
0,udp,105,147,3,2,normal
0,tcp,0,0,101,18,anomaly
0,tcp,0,0,98,17,anomaly
0,udp,44,134,257,257,normal
0,tcp,0,0,146,17,anomaly
0,tcp,0,0,1,1,normal
0,tcp,4316,0,9,10,normal
0,tcp,2381,279,1,1,normal
0,tcp,0,0,126,3,anomaly
0,tcp,234,5280,7,20,normal
2217,udp,147,105,1,1,normal
0,tcp,0,0,172,4,anomaly
0,udp,44,136,159,239,normal
0,tcp,0,0,103,3,anomaly
0,tcp,260,419,1,6,normal
0,tcp,325,277,2,2,normal
0,tcp,74,0,1,1,normal
0,tcp,257,418,1,1,normal
0,tcp,0,0,231,10,anomaly
0,udp,105,147,1,1,normal
0,tcp,0,0,2,1,anomaly
0,icmp,30,0,1,1,normal
0,tcp,214,761,2,6,normal
0,tcp,272,15626,1,1,normal
0,tcp,297,543,15,15,normal
0,tcp,0,0,189,1,anomaly
0,tcp,218,259,17,22,normal
0,tcp,0,0,277,10,anomaly
0,tcp,0,0,1,1,anomaly
0,tcp,203,983,17,21,normal
0,tcp,641,0,1,1,normal
0,tcp,0,0,215,1,anomaly
0,tcp,0,0,111,15,anomaly
0,tcp,0,0,133,9,anomaly
0,tcp,312,422,19,30,normal
0,tcp,288,4962,9,22,normal
0,tcp,0,0,275,23,anomaly
0,tcp,0,0,88,19,anomaly
6,tcp,1470,414,1,1,normal
0,tcp,234,1596,6,6,normal
0,udp,44,76,257,261,normal
0,tcp,0,0,236,19,anomaly
0,tcp,0,0,140,6,anomaly
0,tcp,0,0,43,13,anomaly
0,tcp,0,0,1,3,normal
0,tcp,0,0,217,19,anomaly
0,tcp,0,0,216,14,anomaly
0,tcp,6,137,1,1,normal
2,tcp,0,0,383,2,anomaly
0,tcp,0,0,272,7,anomaly
0,tcp,0,0,144,8,anomaly
0,tcp,214,1460,10,10,normal
0,udp,44,70,27,27,normal
0,tcp,0,0,249,19,anomaly
0,tcp,232,960,12,17,normal
0,tcp,0,0,236,1,anomaly
0,tcp,0,0,511,1,anomaly
0,udp,43,130,68,148,normal
0,tcp,335,1849,6,6,normal
0,icmp,520,0,436,436,anomaly
0,tcp,0,0,1,1,normal
0,udp,45,142,213,212,normal
70,tcp,175,15165,1,1,normal
0,tcp,0,0,136,11,anomaly
0,tcp,237,11283,24,24,normal
0,tcp,238,6406,5,5,normal
0,tcp,312,1373,5,19,normal
0,tcp,0,0,511,1,anomaly
0,tcp,335,18840,12,12,normal
0,tcp,300,2651,3,6,normal
0,tcp,219,2963,3,3,normal
0,udp,46,82,142,141,normal
0,tcp,235,446,21,21,normal
0,tcp,0,0,241,6,anomaly
0,icmp,78,0,37,7,normal
0,tcp,0,0,136,19,anomaly
0,tcp,700,325,1,2,normal
2,tcp,1233,2451,1,1,anomaly
0,tcp,231,655,42,42,normal
0,tcp,0,0,249,17,anomaly
0,tcp,289,765,3,8,normal
0,tcp,0,0,286,21,anomaly
0,tcp,0,0,199,2,anomaly
0,tcp,307,1380,3,3,normal
0,tcp,0,0,216,3,anomaly
0,udp,48,48,1,1,normal
0,udp,28,0,33,33,anomaly
0,tcp,0,0,284,6,anomaly
0,tcp,0,0,229,6,anomaly
0,udp,105,147,8,1,normal
0,tcp,0,0,213,9,anomaly
0,tcp,206,285,18,27,normal
0,tcp,197,2622,12,18,normal
0,icmp,8,0,1,50,anomaly
1,tcp,904,328,1,5,normal
0,tcp,0,0,217,4,anomaly
0,tcp,8,141,1,1,normal
0,tcp,519,9166,16,17,normal
1,tcp,988,328,1,2,normal
0,tcp,0,0,128,9,anomaly
0,tcp,0,0,231,6,anomaly
0,tcp,0,0,511,1,anomaly
0,udp,44,139,73,153,normal
0,icmp,30,0,1,1,normal
0,tcp,286,1630,3,3,normal
0,tcp,2171,338,1,1,normal
0,tcp,331,8415,2,2,normal
0,tcp,0,0,330,1,anomaly
1,tcp,92994,329,1,3,normal
0,tcp,0,0,273,8,anomaly
0,tcp,0,0,509,1,anomaly
0,tcp,0,0,107,8,anomaly
0,tcp,0,0,294,8,anomaly
0,tcp,297,2542,21,23,normal
0,tcp,4539,0,20,20,normal
0,tcp,307,633,2,44,normal
0,tcp,188,733,7,7,normal
0,tcp,358,11355,5,6,normal
0,tcp,0,0,1,1,anomaly
0,tcp,13,39,1,1,normal
0,tcp,383,0,1,1,normal
0,tcp,247,756,37,37,normal
0,icmp,8,0,1,22,anomaly
0,tcp,0,0,227,14,anomaly
0,tcp,221,6480,20,20,normal
0,tcp,178,368,2,3,normal
0,icmp,30,0,1,1,normal
20,tcp,245,774,1,1,normal
0,tcp,0,0,71,18,anomaly
0,tcp,0,0,6,6,anomaly
0,tcp,0,0,208,21,anomaly
0,tcp,313,1920,8,8,normal
0,tcp,314,810,19,27,normal
0,tcp,212,5415,11,11,normal
0,tcp,316,7333,12,24,normal
0,tcp,383,0,2,2,normal
0,tcp,0,0,210,23,anomaly
0,tcp,0,0,137,11,anomaly
0,tcp,311,1115,24,25,normal
1,tcp,1132,331,1,1,normal
4,tcp,2194619,0,4,2,normal
0,tcp,59,0,3,3,normal
0,icmp,8,0,1,9,anomaly
0,tcp,250,608,25,50,normal
0,icmp,20,0,1,1,anomaly
0,icmp,78,0,54,9,normal
