protocol_type,src_bytes,dst_bytes,class
tcp,306,1437,normal
tcp,0,0,anomaly
tcp,2162,334,normal
tcp,228,1899,normal
tcp,2182,328,normal
tcp,758,332,normal
tcp,0,0,anomaly
tcp,334,0,anomaly
tcp,5131424,0,anomaly
udp,46,136,normal
tcp,280,461,normal
icmp,8,0,anomaly
tcp,295,11111,normal
tcp,314,476,normal
tcp,310,3222,normal
udp,44,132,normal
icmp,8,0,anomaly
icmp,520,0,anomaly
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,247,171,normal
tcp,0,0,anomaly
tcp,2192,397,normal
tcp,245,588,normal
tcp,1116,333,normal
tcp,1338,412,normal
tcp,2315,328,normal
icmp,520,0,anomaly
tcp,970,388,normal
tcp,0,0,anomaly
icmp,18,0,anomaly
tcp,0,0,anomaly
tcp,209,738,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,228,12922,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,12,0,normal
udp,44,44,normal
tcp,321,2168,normal
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,145,13236,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,520,0,anomaly
icmp,8,0,anomaly
tcp,234,808,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,217,6763,normal
tcp,256,8708,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,316,540,normal
tcp,0,0,anomaly
tcp,231,7240,normal
tcp,268,9518,normal
tcp,0,0,anomaly
tcp,987,359,normal
tcp,0,0,anomaly
udp,46,130,normal
tcp,334,0,anomaly
tcp,320,269,normal
udp,46,133,normal
tcp,35195,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,228,3749,normal
tcp,221,21761,normal
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,338,10311,normal
tcp,1,0,anomaly
tcp,0,0,normal
icmp,1032,0,anomaly
tcp,616,362,normal
tcp,0,0,anomaly
tcp,285,812,normal
tcp,289,295,normal
tcp,143,9578,normal
udp,44,132,normal
tcp,316,176,normal
tcp,1,0,anomaly
udp,105,147,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,134,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,4316,0,normal
tcp,2381,279,normal
tcp,0,0,anomaly
tcp,234,5280,normal
udp,147,105,normal
tcp,0,0,anomaly
udp,44,136,normal
tcp,0,0,anomaly
tcp,260,419,normal
tcp,325,277,normal
tcp,74,0,normal
tcp,257,418,normal
tcp,0,0,anomaly
udp,105,147,normal
tcp,0,0,anomaly
icmp,30,0,normal
tcp,214,761,normal
tcp,272,15626,normal
tcp,297,543,normal
tcp,0,0,anomaly
tcp,218,259,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,203,983,normal
tcp,641,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,312,422,normal
tcp,288,4962,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1470,414,normal
tcp,234,1596,normal
udp,44,76,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,6,137,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,214,1460,normal
udp,44,70,normal
tcp,0,0,anomaly
tcp,232,960,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,43,130,normal
tcp,335,1849,normal
icmp,520,0,anomaly
tcp,0,0,normal
udp,45,142,normal
tcp,175,15165,normal
tcp,0,0,anomaly
tcp,237,11283,normal
tcp,238,6406,normal
tcp,312,1373,normal
tcp,0,0,anomaly
tcp,335,18840,normal
tcp,300,2651,normal
tcp,219,2963,normal
udp,46,82,normal
tcp,235,446,normal
tcp,0,0,anomaly
icmp,78,0,normal
tcp,0,0,anomaly
tcp,700,325,normal
tcp,1233,2451,anomaly
tcp,231,655,normal
tcp,0,0,anomaly
tcp,289,765,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,307,1380,normal
tcp,0,0,anomaly
udp,48,48,normal
udp,28,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,105,147,normal
tcp,0,0,anomaly
tcp,206,285,normal
tcp,197,2622,normal
icmp,8,0,anomaly
tcp,904,328,normal
tcp,0,0,anomaly
tcp,8,141,normal
tcp,519,9166,normal
tcp,988,328,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,139,normal
icmp,30,0,normal
tcp,286,1630,normal
tcp,2171,338,normal
tcp,331,8415,normal
tcp,0,0,anomaly
tcp,92994,329,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,297,2542,normal
tcp,4539,0,normal
tcp,307,633,normal
tcp,188,733,normal
tcp,358,11355,normal
tcp,0,0,anomaly
tcp,13,39,normal
tcp,383,0,normal
tcp,247,756,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,221,6480,normal
tcp,178,368,normal
icmp,30,0,normal
tcp,245,774,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,313,1920,normal
tcp,314,810,normal
tcp,212,5415,normal
tcp,316,7333,normal
tcp,383,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,311,1115,normal
tcp,1132,331,normal
tcp,2194619,0,normal
tcp,59,0,normal
icmp,8,0,anomaly
tcp,250,608,normal
icmp,20,0,anomaly
icmp,78,0,normal
tcp,0,0,anomaly
tcp,264,1446,normal
tcp,0,0,anomaly
udp,145,105,normal
tcp,1676,366,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,46,46,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,257,3085,normal
tcp,319,0,normal
tcp,1103,331,normal
tcp,194,321,normal
tcp,134,1004,normal
tcp,0,0,normal
udp,45,78,normal
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,247,589,normal
tcp,2615,326,normal
tcp,0,0,anomaly
tcp,241,2474,normal
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,225,1905,normal
tcp,0,0,anomaly
tcp,227,573,normal
tcp,172,0,normal
tcp,0,0,anomaly
tcp,210,3783,normal
tcp,333,920,normal
tcp,314,5422,normal
tcp,202,421,normal
tcp,294,9833,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,346,465,normal
tcp,276,345,normal
tcp,8,0,normal
tcp,0,0,anomaly
udp,44,127,normal
tcp,194,7197,normal
tcp,344,10714,normal
tcp,360,269,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,140,3222,normal
tcp,200,955,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,146,105,normal
udp,105,146,normal
tcp,294,655,normal
tcp,766,331,normal
tcp,0,0,anomaly
tcp,186,4841,normal
udp,45,71,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,212,728,normal
udp,44,44,normal
tcp,204,1487,normal
tcp,0,0,anomaly
tcp,213,810,normal
tcp,259,5170,normal
udp,28,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
udp,146,105,normal
tcp,0,0,anomaly
tcp,195,1254,normal
tcp,233,770,normal
tcp,11600,1431,normal
tcp,0,0,anomaly
udp,105,146,normal
tcp,0,0,anomaly
udp,46,76,normal
icmp,18,0,anomaly
udp,207,0,anomaly
tcp,0,0,anomaly
udp,44,110,normal
tcp,125,236,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,336,1352,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,105,146,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,303,2516,normal
udp,516,4,normal
icmp,183,0,normal
tcp,229,1157,normal
udp,45,114,normal
icmp,8,0,anomaly
tcp,227,765,normal
tcp,0,0,anomaly
tcp,196,30427,normal
tcp,231,5370,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,216,2075,normal
tcp,0,0,anomaly
tcp,727,328,normal
tcp,0,0,anomaly
tcp,322,322,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,43,107,normal
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,5150180,anomaly
tcp,0,0,anomaly
tcp,302,1075,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,105,105,normal
tcp,316,267,normal
icmp,1032,0,anomaly
udp,105,145,normal
tcp,339,1072,normal
udp,43,71,normal
tcp,326,982,normal
tcp,230,15121,normal
tcp,0,0,anomaly
tcp,161,15087,normal
tcp,226,383,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,245,357,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,266,771,normal
tcp,1012,331,normal
tcp,228,1247,normal
tcp,1020,326,normal
tcp,281,758,normal
tcp,333,5726,normal
tcp,0,0,anomaly
tcp,261,18736,normal
tcp,302,1651,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
udp,105,145,normal
tcp,383,0,normal
tcp,0,0,anomaly
tcp,303,8611,normal
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,867,330,normal
tcp,292,2367,normal
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,300,13020,normal
tcp,0,0,normal
icmp,8,0,anomaly
tcp,288,475,normal
tcp,244,4297,normal
tcp,0,0,anomaly
tcp,234,3295,normal
tcp,0,0,anomaly
tcp,244,1610,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1057,372,normal
icmp,8,0,anomaly
udp,147,105,normal
tcp,0,0,anomaly
tcp,1,0,anomaly
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,322,2514,normal
tcp,12165,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,218,292,normal
tcp,0,0,anomaly
tcp,296,1415,normal
tcp,0,0,anomaly
tcp,214,5773,normal
tcp,225,3895,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,907,2586,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,224,7877,normal
tcp,316,3451,normal
tcp,325,644,normal
tcp,334,0,anomaly
icmp,8,0,anomaly
tcp,305,2239,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,205,525,normal
tcp,230,2698,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,252,0,normal
tcp,295,8422,normal
tcp,0,0,anomaly
tcp,874,2586,normal
tcp,102,1309,normal
tcp,0,0,anomaly
tcp,328,4185,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,236,23401,normal
tcp,0,0,anomaly
tcp,237,4326,normal
tcp,0,0,normal
udp,105,146,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,19,0,normal
tcp,125,236,normal
tcp,0,0,anomaly
tcp,292,8277,normal
tcp,0,0,anomaly
tcp,8769,369,normal
icmp,8,0,anomaly
udp,28,0,anomaly
udp,44,70,normal
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,236,5056,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,358,2764,normal
udp,44,130,normal
tcp,0,0,anomaly
tcp,147,38988,normal
tcp,0,0,anomaly
udp,42,42,normal
tcp,0,0,anomaly
tcp,241,795,normal
tcp,0,0,anomaly
tcp,167,0,normal
tcp,1874,371,normal
tcp,313,1919,normal
tcp,0,0,anomaly
tcp,227,2647,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,211,404,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,43,129,normal
tcp,330,10117,normal
tcp,0,0,anomaly
tcp,6,147,anomaly
tcp,0,0,anomaly
tcp,220,1719,normal
tcp,0,0,anomaly
tcp,286,9443,normal
tcp,0,0,anomaly
udp,45,71,normal
tcp,1809,325,normal
tcp,0,0,anomaly
udp,46,75,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,46,46,normal
tcp,331,13692,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,342,659,normal
tcp,330,2445,normal
icmp,1032,0,anomaly
tcp,12165,0,normal
udp,44,44,normal
tcp,232,9567,normal
tcp,244,2202,normal
tcp,228,269,normal
tcp,0,0,anomaly
tcp,327,1469,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,15377,0,normal
tcp,0,0,anomaly
udp,105,147,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,216,8970,normal
tcp,232,2507,normal
tcp,196,210,normal
tcp,211,305,normal
tcp,201,1865,normal
tcp,236,324,normal
tcp,296,1511,normal
tcp,333,579,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,567,0,normal
tcp,7321,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1183,332,normal
tcp,5830,122343,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,6,0,anomaly
tcp,312,1592,normal
tcp,0,0,anomaly
udp,146,105,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,1,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1630,335,normal
tcp,13684,15580,normal
icmp,89,0,normal
tcp,240,31639,normal
tcp,0,0,anomaly
tcp,2483,329,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,7077,0,normal
tcp,0,0,anomaly
tcp,305,289,normal
tcp,0,0,normal
tcp,318,2435,normal
tcp,0,0,anomaly
udp,147,105,normal
tcp,326,498,normal
tcp,0,0,anomaly
tcp,238,772,normal
tcp,926,332,normal
tcp,0,0,anomaly
icmp,30,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1699,0,normal
tcp,810,330,normal
tcp,944,2720,normal
tcp,54540,7300,anomaly
tcp,0,0,anomaly
tcp,1220,3380,normal
tcp,2194619,0,normal
tcp,289,8760,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
udp,44,44,normal
tcp,225,1472,normal
tcp,306,450,normal
tcp,0,5149533,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,172,0,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,190,1611,normal
tcp,0,0,anomaly
tcp,318,6014,normal
udp,42,42,normal
tcp,0,0,anomaly
tcp,229,2135,normal
tcp,0,0,anomaly
tcp,321,3503,normal
tcp,0,0,normal
tcp,189,18004,normal
tcp,221,1109,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1468,4152,normal
tcp,0,0,anomaly
tcp,182,686,normal
tcp,223,18942,normal
udp,44,74,normal
tcp,0,0,anomaly
tcp,256,9621,normal
tcp,361,1256,normal
tcp,303,1381,normal
udp,147,105,normal
tcp,12,0,normal
tcp,229,396,normal
tcp,310,3518,normal
tcp,0,0,anomaly
tcp,230,241,normal
udp,45,92,normal
tcp,225,352,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,147,105,normal
tcp,221,294,normal
tcp,0,0,anomaly
tcp,948,325,normal
tcp,215,1425,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,277,987,normal
tcp,0,0,anomaly
udp,44,100,normal
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,262,360,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,46,73,normal
tcp,438,3110,normal
tcp,361,858,normal
tcp,323,8865,normal
tcp,0,0,anomaly
tcp,312,11250,normal
tcp,293,255,normal
icmp,18,0,anomaly
tcp,0,0,anomaly
tcp,147,34193,normal
tcp,0,0,normal
icmp,1032,0,anomaly
udp,147,0,normal
tcp,322,2794,normal
tcp,236,18275,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,7077,0,normal
udp,147,0,normal
tcp,228,1438,normal
tcp,0,0,anomaly
tcp,245,0,normal
tcp,0,0,anomaly
udp,516,4,normal
udp,146,0,normal
udp,147,105,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,255,303,normal
tcp,199,881,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
tcp,310,960,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,260,26088,normal
tcp,167,657,normal
udp,44,44,normal
tcp,12,0,normal
tcp,0,0,anomaly
tcp,223,310,normal
tcp,208,1918,normal
tcp,210,2585,normal
udp,1,0,anomaly
tcp,1195,406,normal
tcp,0,0,anomaly
udp,105,146,normal
tcp,239,2982,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,303,2239,normal
tcp,223,188,normal
udp,146,105,normal
tcp,320,8263,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,54540,8314,anomaly
tcp,1361,489,normal
tcp,213,10431,normal
tcp,278,5131,normal
tcp,240,424,normal
tcp,206,313,normal
tcp,0,0,anomaly
tcp,0,5131424,normal
tcp,1163,489,normal
tcp,201,1464,normal
tcp,220,261,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,231,7466,normal
tcp,212,266,normal
tcp,318,3016,normal
udp,45,71,normal
tcp,641,0,normal
tcp,0,0,anomaly
icmp,71,0,normal
tcp,0,0,anomaly
tcp,216,1412,normal
tcp,319,6406,normal
tcp,164,430,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,312,10010,normal
udp,46,132,normal
tcp,814,335,normal
tcp,0,0,anomaly
tcp,324,1721,normal
tcp,284,733,normal
udp,147,0,normal
tcp,221,10554,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1299,335,normal
tcp,358,256,normal
tcp,1486,4152,normal
tcp,63,0,normal
tcp,2936,331,normal
udp,145,105,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,339,2873,normal
tcp,0,0,anomaly
tcp,227,1478,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,197,315,normal
tcp,0,0,anomaly
tcp,326,1319,normal
udp,1,0,anomaly
tcp,218,1856,normal
tcp,231,769,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
udp,147,105,normal
tcp,1047,3081,normal
tcp,224,4125,normal
tcp,2504,475,normal
tcp,0,0,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1504,4152,normal
tcp,312,1078,normal
udp,147,105,normal
udp,45,82,normal
tcp,238,2193,normal
tcp,0,0,anomaly
tcp,336,86082,normal
tcp,0,0,anomaly
udp,105,146,normal
tcp,0,0,anomaly
tcp,26408,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,184,1619,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,147,376,normal
icmp,8,0,anomaly
icmp,8,0,anomaly
tcp,210,1659,normal
tcp,0,0,anomaly
udp,42,42,normal
tcp,191,2529,normal
tcp,239,940,normal
tcp,286,1263,normal
tcp,235,1840,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,305,2019,normal
tcp,233,1075,normal
tcp,0,0,anomaly
tcp,349,343,normal
tcp,0,0,anomaly
tcp,224,832,normal
tcp,567,0,normal
tcp,0,0,anomaly
tcp,1401,494,normal
tcp,190,365,normal
tcp,1647,326,normal
tcp,15281,1361,normal
tcp,258,14029,normal
tcp,0,0,anomaly
udp,46,46,normal
tcp,3888,0,normal
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,54540,8314,anomaly
tcp,191,604,normal
tcp,0,0,anomaly
udp,43,133,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1996,285,normal
udp,28,0,anomaly
tcp,213,1211,normal
tcp,344,28707,normal
tcp,290,520,normal
tcp,0,0,anomaly
tcp,229,175,normal
tcp,0,0,anomaly
tcp,247,365,normal
tcp,1323,363,normal
tcp,0,0,anomaly
tcp,306,1249,normal
tcp,231,258,normal
udp,44,77,normal
tcp,0,0,anomaly
tcp,313,2249,normal
tcp,0,0,anomaly
tcp,1690,0,normal
tcp,1690,0,normal
tcp,0,0,anomaly
tcp,325,12884,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
icmp,78,0,normal
tcp,0,0,anomaly
tcp,0,0,normal
udp,44,127,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,246,692,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,992,329,normal
tcp,284,2280,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,14052,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,73,normal
udp,44,126,normal
tcp,222,235,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
udp,45,115,normal
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,210,1108,normal
tcp,0,0,normal
tcp,306,1041,normal
tcp,0,0,anomaly
tcp,235,1384,normal
tcp,0,0,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,284,2358,normal
icmp,30,0,normal
tcp,210,1691,normal
tcp,299,2282,normal
tcp,193,761,normal
udp,46,81,normal
tcp,0,0,anomaly
tcp,3064,336,normal
tcp,63,0,normal
tcp,0,0,anomaly
tcp,360,3063,normal
tcp,1119,330,normal
tcp,1241,327,normal
tcp,0,0,anomaly
tcp,292,318,normal
tcp,1233,2449,anomaly
tcp,0,0,anomaly
tcp,291,13599,normal
tcp,231,4848,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
tcp,1723,334,normal
tcp,188,2057,normal
udp,146,105,normal
tcp,241,1071,normal
tcp,0,0,anomaly
tcp,292,4624,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
udp,42,42,normal
tcp,0,0,normal
tcp,703,329,normal
tcp,228,1382,normal
tcp,0,0,anomaly
tcp,293,313,normal
tcp,0,0,anomaly
udp,36,0,normal
tcp,0,0,anomaly
udp,33,0,normal
tcp,387,2134,normal
tcp,1214,0,normal
tcp,0,0,anomaly
tcp,282,3081,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,229,4239,normal
icmp,520,0,anomaly
tcp,0,0,anomaly
tcp,9198,0,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,223,6727,normal
tcp,237,1483,normal
tcp,317,1660,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,236,1973,normal
udp,33,88,normal
tcp,1266,330,normal
tcp,0,0,anomaly
tcp,283,4173,normal
tcp,228,262,normal
tcp,224,4835,normal
tcp,0,0,anomaly
tcp,4660,370,normal
tcp,216,1819,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1280,333,normal
icmp,1032,0,anomaly
tcp,0,0,normal
tcp,196,5548,normal
tcp,304,1368,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,293,313,normal
tcp,8845,332,normal
tcp,0,0,anomaly
tcp,209,2488,normal
tcp,196,170,normal
tcp,334,646,normal
tcp,255,2170,normal
tcp,0,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,999,328,normal
udp,44,44,normal
tcp,250,531,normal
tcp,318,1885,normal
udp,1,0,anomaly
tcp,267,261,normal
tcp,0,0,anomaly
tcp,448,549,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,43,131,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,74,normal
udp,44,133,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,normal
udp,44,80,normal
tcp,0,0,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
udp,46,135,normal
tcp,0,0,anomaly
tcp,205,8647,normal
udp,28,0,anomaly
icmp,1032,0,anomaly
udp,46,74,normal
tcp,0,0,anomaly
tcp,1613,336,normal
tcp,0,0,anomaly
tcp,748,0,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,321,7886,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,1,0,anomaly
tcp,0,0,anomaly
tcp,229,900,normal
tcp,0,0,anomaly
tcp,4753,0,normal
tcp,352,1695,normal
tcp,227,6380,normal
tcp,288,1812,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,45,128,normal
tcp,0,0,anomaly
tcp,156,307,normal
tcp,0,0,anomaly
tcp,224,16904,normal
tcp,584,327,normal
tcp,0,0,anomaly
tcp,265,458,normal
tcp,243,1322,normal
tcp,0,0,anomaly
tcp,205,1597,normal
tcp,124,11058,normal
tcp,0,0,anomaly
udp,44,81,normal
tcp,0,0,anomaly
tcp,193,633,normal
udp,44,126,normal
tcp,203,657,normal
tcp,0,0,anomaly
tcp,316,293,normal
icmp,1032,0,anomaly
icmp,8,0,anomaly
tcp,335,1054,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,224,1155,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,44,normal
tcp,0,0,anomaly
udp,44,124,normal
tcp,192,759,normal
tcp,216,1922,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
udp,28,0,anomaly
tcp,6062,0,normal
tcp,192,0,normal
tcp,1564,364,normal
tcp,318,7939,normal
tcp,1,0,anomaly
tcp,227,5220,normal
tcp,0,0,anomaly
icmp,30,0,normal
udp,105,147,normal
tcp,0,0,anomaly
tcp,209,263,normal
tcp,352,1100,normal
tcp,0,0,anomaly
tcp,348,3804,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,9,170,normal
tcp,0,0,anomaly
tcp,187,1364,normal
tcp,0,0,anomaly
icmp,8,0,anomaly
udp,43,130,normal
tcp,210,1888,normal
tcp,212,2809,normal
tcp,307,741,normal
tcp,357,841,normal
udp,45,45,normal
tcp,0,0,anomaly
tcp,1883,329,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,241,2224,normal
tcp,0,0,anomaly
udp,42,75,normal
tcp,2735,327,normal
tcp,321,2792,normal
udp,44,133,normal
tcp,209,5875,normal
tcp,168,13175,normal
udp,105,146,normal
tcp,281,2013,normal
udp,1,0,anomaly
tcp,334,0,anomaly
tcp,0,0,anomaly
tcp,230,1141,normal
tcp,720,24758,normal
tcp,233,1783,normal
