protocol_type,src_bytes,dst_bytes,count,class
tcp,296,1789,3,normal
tcp,0,0,106,anomaly
tcp,54540,8314,5,anomaly
tcp,1123,339,1,normal
tcp,1095,371,1,normal
tcp,54540,8314,1,anomaly
tcp,0,0,126,anomaly
tcp,0,0,268,anomaly
tcp,14189,0,3,normal
tcp,0,0,200,anomaly
tcp,9178,0,10,normal
tcp,251,1978,5,normal
tcp,245,0,1,normal
tcp,205,1494,10,normal
udp,43,109,2,normal
tcp,196,36500,1,normal
tcp,10,37,2,normal
udp,43,109,73,normal
tcp,0,0,289,anomaly
tcp,0,0,1,normal
tcp,0,0,2,normal
tcp,0,0,1,normal
tcp,306,2507,6,normal
tcp,0,0,146,anomaly
tcp,312,2607,6,normal
tcp,0,0,509,anomaly
tcp,0,0,270,anomaly
tcp,0,0,140,anomaly
tcp,0,0,193,anomaly
tcp,0,0,245,anomaly
tcp,0,0,78,anomaly
tcp,0,0,424,anomaly
tcp,19,0,1,normal
tcp,320,1092,5,normal
tcp,0,0,240,anomaly
tcp,174,5916,1,normal
tcp,214,663,12,normal
tcp,369,6193,1,normal
tcp,0,0,203,anomaly
tcp,293,1040,6,normal
tcp,323,1509,1,normal
tcp,234,769,1,normal
tcp,0,0,110,anomaly
udp,145,105,1,normal
tcp,0,0,263,anomaly
tcp,197,1410,2,normal
tcp,321,313,35,normal
tcp,188,38126,1,normal
tcp,0,0,98,anomaly
tcp,0,0,112,anomaly
tcp,0,0,1,anomaly
tcp,228,990,32,normal
tcp,0,0,49,anomaly
tcp,264,8786,2,normal
tcp,220,1205,15,normal
tcp,0,0,130,anomaly
tcp,223,1816,5,normal
tcp,1203,333,1,normal
tcp,204,2674,13,normal
udp,44,86,115,normal
tcp,279,761,4,normal
tcp,0,0,131,anomaly
udp,1,0,1,anomaly
tcp,554,0,1,normal
udp,48,48,1,normal
tcp,0,0,95,anomaly
tcp,0,0,125,anomaly
tcp,2078,332,1,normal
tcp,289,183,1,normal
tcp,0,0,128,anomaly
tcp,0,0,267,anomaly
tcp,0,0,214,anomaly
tcp,0,0,189,anomaly
tcp,5319,0,5,normal
tcp,0,0,236,anomaly
tcp,246,0,1,anomaly
tcp,0,0,277,anomaly
tcp,0,0,102,anomaly
tcp,0,0,1,normal
tcp,5518,471,1,normal
tcp,250,1155,2,normal
tcp,0,0,93,anomaly
tcp,0,0,227,anomaly
tcp,16115,0,4,normal
tcp,0,0,96,anomaly
udp,43,75,173,normal
tcp,0,0,160,anomaly
tcp,0,0,92,anomaly
tcp,2546,388,1,normal
udp,33,88,1,normal
tcp,0,0,120,anomaly
tcp,0,0,96,anomaly
tcp,1348,329,2,normal
tcp,841,325,1,normal
tcp,221,392,22,normal
tcp,0,0,201,anomaly
tcp,151,0,2,normal
tcp,280,327,2,normal
udp,1,0,37,anomaly
tcp,0,0,24,anomaly
tcp,0,0,111,anomaly
tcp,0,0,224,anomaly
tcp,747,386,1,normal
tcp,0,0,285,anomaly
tcp,415,235,6,normal
tcp,0,0,24,anomaly
tcp,245,0,2,normal
tcp,0,0,275,anomaly
tcp,12,0,1,normal
tcp,281,406,1,normal
icmp,8,0,1,anomaly
tcp,0,0,282,anomaly
tcp,0,0,213,anomaly
udp,43,127,79,normal
tcp,832,0,1,anomaly
tcp,0,0,111,anomaly
tcp,3001,640,1,normal
tcp,399,9572,6,normal
tcp,0,0,4,anomaly
udp,516,4,284,normal
udp,44,44,3,normal
tcp,306,1072,6,normal
tcp,0,0,137,anomaly
tcp,0,0,269,anomaly
tcp,0,0,206,anomaly
tcp,0,0,261,anomaly
tcp,0,0,134,anomaly
tcp,319,6534,25,normal
udp,1,0,134,anomaly
tcp,0,0,198,anomaly
tcp,0,0,117,anomaly
tcp,0,0,254,anomaly
tcp,0,0,276,anomaly
tcp,0,0,107,anomaly
udp,105,146,1,normal
tcp,250,4137,28,normal
tcp,216,1726,21,normal
udp,44,44,205,normal
tcp,235,4097,2,normal
tcp,0,0,108,anomaly
tcp,810,333,2,normal
tcp,237,1582,5,normal
tcp,331,6827,18,normal
tcp,0,0,82,anomaly
tcp,0,0,278,anomaly
tcp,236,540,11,normal
tcp,0,0,77,anomaly
icmp,30,0,2,normal
icmp,1032,0,511,anomaly
udp,1,0,7,anomaly
tcp,0,0,126,anomaly
tcp,0,0,149,anomaly
udp,45,129,74,normal
udp,147,105,1,normal
tcp,244,1088,24,normal
tcp,0,0,1,normal
icmp,1032,0,511,anomaly
tcp,0,0,203,anomaly
tcp,0,0,1,anomaly
tcp,283,835,20,normal
tcp,0,0,195,anomaly
tcp,0,0,105,anomaly
tcp,0,0,193,anomaly
tcp,165,16129,4,normal
udp,88,0,1,normal
tcp,0,0,1,normal
tcp,260,737,6,normal
udp,105,147,1,normal
tcp,0,0,149,anomaly
tcp,0,0,261,anomaly
tcp,0,0,105,anomaly
tcp,251,173,1,normal
udp,28,0,192,anomaly
tcp,307,760,1,normal
tcp,0,0,279,anomaly
udp,43,69,118,normal
udp,43,43,70,normal
tcp,0,0,1,normal
tcp,335,1721,9,normal
tcp,0,0,283,anomaly
tcp,0,0,3,anomaly
icmp,182,0,2,normal
tcp,0,0,294,anomaly
tcp,182,411,1,normal
tcp,758,328,1,normal
tcp,0,0,1,anomaly
tcp,0,0,258,anomaly
udp,42,42,7,normal
tcp,243,5907,13,normal
tcp,273,985,9,normal
tcp,1828,376,1,normal
tcp,189,277,1,normal
tcp,0,0,260,anomaly
tcp,0,0,227,anomaly
tcp,215,1364,8,normal
udp,45,78,144,normal
tcp,491,0,2,normal
udp,46,135,67,normal
icmp,8,0,1,anomaly
udp,146,105,1,normal
tcp,567,0,1,normal
tcp,214,1099,33,normal
udp,48,48,1,normal
icmp,18,0,1,anomaly
tcp,88382,0,19,normal
tcp,0,0,283,anomaly
tcp,0,0,251,anomaly
tcp,383,0,2,normal
tcp,2602,330,1,normal
tcp,0,0,135,anomaly
tcp,0,0,258,anomaly
tcp,1447,334,1,normal
tcp,0,0,225,anomaly
icmp,520,0,461,anomaly
tcp,0,0,511,anomaly
tcp,0,0,54,anomaly
tcp,205,318,5,normal
tcp,104,2328,1,normal
tcp,331,546,7,normal
tcp,287,4009,2,normal
icmp,8,0,1,anomaly
tcp,327,3200,3,normal
tcp,347,1366,7,normal
tcp,246,468,15,normal
tcp,221,8440,16,normal
tcp,351,310,7,normal
tcp,0,0,277,anomaly
tcp,249,2093,1,normal
tcp,206,810,22,normal
icmp,8,0,1,anomaly
udp,46,112,78,normal
tcp,0,0,167,anomaly
tcp,1,0,2,anomaly
tcp,236,2731,3,normal
tcp,0,0,123,anomaly
tcp,848,25323,1,normal
tcp,0,0,257,anomaly
tcp,0,0,511,anomaly
tcp,0,0,1,normal
udp,46,78,53,normal
tcp,293,4937,18,normal
tcp,1413,368,1,normal
tcp,0,0,1,anomaly
icmp,8,0,1,anomaly
tcp,260,9541,1,normal
tcp,5281,14895,1,normal
tcp,213,3276,14,normal
tcp,0,0,228,anomaly
tcp,11798,1568,1,normal
tcp,0,0,192,anomaly
tcp,54540,8314,5,anomaly
icmp,8,0,1,anomaly
tcp,0,0,2,anomaly
icmp,1032,0,511,anomaly
tcp,232,2698,2,normal
tcp,0,0,132,anomaly
tcp,0,0,48,anomaly
tcp,0,89,1,anomaly
tcp,170,11680,4,normal
tcp,198,2004,30,normal
tcp,0,0,2,anomaly
tcp,0,0,180,anomaly
tcp,0,0,131,anomaly
tcp,125,3138,1,normal
tcp,0,0,1,normal
tcp,305,314,14,normal
tcp,296,2445,5,normal
udp,30,0,1,normal
udp,32,102,6,normal
tcp,192,0,2,normal
tcp,0,0,279,anomaly
udp,105,147,2,normal
tcp,0,0,2,anomaly
tcp,0,0,118,anomaly
tcp,0,0,243,anomaly
tcp,201,978,9,normal
tcp,0,0,254,anomaly
tcp,162,19994,1,normal
tcp,0,0,128,anomaly
icmp,1032,0,511,anomaly
tcp,0,0,120,anomaly
tcp,0,0,229,anomaly
tcp,748,0,1,normal
tcp,0,0,271,anomaly
tcp,0,0,251,anomaly
tcp,216,260,34,normal
tcp,175,488,13,normal
tcp,0,0,219,anomaly
tcp,1339,0,2,normal
tcp,0,0,66,anomaly
tcp,230,9532,1,normal
tcp,0,0,290,anomaly
tcp,216,420,20,normal
tcp,0,0,130,anomaly
udp,44,111,199,normal
tcp,0,0,231,anomaly
icmp,8,0,1,anomaly
tcp,210,307,11,normal
tcp,213,24572,3,normal
icmp,8,0,1,anomaly
tcp,0,0,289,anomaly
udp,105,146,5,normal
tcp,10389,0,2,normal
tcp,3446,328,1,normal
tcp,336,685,16,normal
udp,42,42,10,normal
tcp,0,0,94,anomaly
tcp,314,657,1,normal
tcp,740,0,2,normal
tcp,341,1072,1,normal
tcp,234,11334,8,normal
tcp,110,9225,1,normal
tcp,0,0,249,anomaly
tcp,0,0,230,anomaly
tcp,0,0,1,anomaly
tcp,0,0,255,anomaly
tcp,260,1596,2,normal
tcp,323,6186,9,normal
tcp,217,1884,1,normal
tcp,249,1425,11,normal
tcp,632,329,1,normal
tcp,301,12471,18,normal
udp,45,45,126,normal
tcp,327,3276,4,normal
tcp,0,0,266,anomaly
tcp,214,5985,13,normal
tcp,0,0,511,anomaly
tcp,301,127,1,normal
tcp,0,0,94,anomaly
tcp,309,2728,5,normal
tcp,1,0,2,anomaly
tcp,321,1229,22,normal
tcp,318,357,18,normal
tcp,312,422,5,normal
udp,516,4,197,normal
tcp,0,0,233,anomaly
tcp,1094,329,1,normal
udp,145,105,2,normal
tcp,1020,333,1,normal
tcp,840,332,1,normal
tcp,193,2833,9,normal
tcp,0,0,1,anomaly
udp,31,0,1,normal
tcp,251,1721,7,normal
udp,516,4,497,normal
tcp,218,839,3,normal
udp,1,0,32,anomaly
tcp,345,1846,9,normal
tcp,0,0,76,anomaly
tcp,0,0,189,anomaly
tcp,330,318,2,normal
tcp,0,0,142,anomaly
tcp,201,2280,14,normal
tcp,329,1054,1,normal
udp,43,74,273,normal
tcp,99,2822,1,normal
tcp,0,0,111,anomaly
icmp,181,0,3,normal
tcp,0,0,187,anomaly
tcp,121,10269,1,normal
udp,44,127,111,normal
tcp,0,0,125,anomaly
tcp,320,639,3,normal
tcp,0,0,164,anomaly
tcp,236,267,11,normal
tcp,1268,2451,1,anomaly
tcp,231,7648,9,normal
udp,516,4,261,normal
udp,42,42,1,normal
tcp,0,0,113,anomaly
tcp,937,2720,1,normal
tcp,0,0,126,anomaly
tcp,0,0,48,anomaly
tcp,167,0,1,normal
icmp,1480,0,4,anomaly
tcp,0,0,290,anomaly
tcp,195,622,4,normal
tcp,0,0,269,anomaly
icmp,18,0,1,anomaly
tcp,0,0,283,anomaly
tcp,0,0,230,anomaly
tcp,748,0,1,normal
udp,44,69,261,normal
udp,516,4,440,normal
tcp,0,0,132,anomaly
tcp,198,3487,2,normal
udp,146,0,4,normal
tcp,798,276683,1,normal
udp,1,0,16,anomaly
icmp,8,0,1,anomaly
udp,17,17,3,normal
tcp,54540,8314,6,anomaly
tcp,0,0,215,anomaly
icmp,8,0,1,anomaly
udp,45,132,68,normal
tcp,208,2324,39,normal
udp,1,0,19,anomaly
icmp,8,0,1,anomaly
udp,516,4,305,normal
tcp,0,0,115,anomaly
tcp,11200,328,1,normal
icmp,8,0,1,anomaly
tcp,283,1366,25,normal
udp,147,105,2,normal
tcp,0,0,54,anomaly
tcp,326,15525,3,normal
tcp,0,0,236,anomaly
tcp,0,0,7,anomaly
tcp,465,9067,2,normal
tcp,0,0,147,anomaly
udp,44,128,94,normal
tcp,2083,329,1,normal
tcp,208,281,15,normal
udp,45,45,110,normal
tcp,269,958,14,normal
tcp,308,1380,4,normal
tcp,236,29200,1,normal
tcp,182,1805,15,normal
tcp,215,12798,25,normal
tcp,0,0,229,anomaly
udp,43,78,147,normal
udp,42,42,13,normal
tcp,0,0,116,anomaly
udp,44,44,5,normal
tcp,0,0,79,anomaly
udp,46,136,91,normal
tcp,0,0,16,anomaly
tcp,0,0,130,anomaly
tcp,1,0,2,anomaly
tcp,88,1753,1,normal
tcp,241,396,6,normal
icmp,8,0,1,anomaly
udp,100,0,3,anomaly
tcp,0,0,203,anomaly
tcp,0,0,206,anomaly
udp,147,105,6,normal
udp,516,4,348,normal
tcp,0,0,111,anomaly
tcp,0,0,117,anomaly
tcp,7321,0,1,normal
tcp,374,0,5,normal
udp,43,43,229,normal
tcp,203,1777,1,normal
icmp,64,0,1,normal
tcp,1019,333,1,normal
tcp,0,0,69,anomaly
tcp,0,0,69,anomaly
udp,28,0,89,anomaly
tcp,0,0,269,anomaly
tcp,214,1215,5,normal
tcp,327,270,5,normal
icmp,8,0,1,anomaly
tcp,327,274,2,normal
tcp,7077,0,4,normal
tcp,0,0,201,anomaly
tcp,224,1415,10,normal
tcp,637,0,6,normal
tcp,0,0,101,anomaly
tcp,0,0,228,anomaly
tcp,202,279,5,normal
icmp,1032,0,423,anomaly
tcp,85,1736,1,normal
tcp,212,1108,5,normal
tcp,216,1353,3,normal
tcp,200,2498,13,normal
tcp,230,52465,1,normal
tcp,257,678,14,normal
tcp,0,0,233,anomaly
tcp,0,0,157,anomaly
tcp,0,0,209,anomaly
tcp,0,0,19,normal
tcp,252,712,34,normal
tcp,230,9986,3,normal
tcp,354,2771,1,normal
tcp,0,0,1,anomaly
tcp,269,2117,13,normal
tcp,255,310,12,normal
tcp,1190,2447,1,anomaly
tcp,0,0,1,anomaly
tcp,1848,434,1,normal
icmp,8,0,1,anomaly
tcp,1584,326,1,normal
udp,45,142,171,normal
tcp,324,2309,11,normal
tcp,0,0,19,anomaly
tcp,0,0,259,anomaly
udp,35,0,2,normal
tcp,0,0,209,anomaly
tcp,162,2532,2,normal
udp,28,0,46,anomaly
udp,45,45,141,normal
icmp,1032,0,511,anomaly
udp,46,142,91,normal
icmp,181,0,5,normal
tcp,242,80476,2,normal
tcp,0,0,250,anomaly
tcp,0,0,259,anomaly
tcp,0,0,1,anomaly
tcp,269,745,1,normal
tcp,0,0,125,anomaly
icmp,8,0,1,anomaly
udp,43,83,182,normal
tcp,0,0,231,anomaly
tcp,292,2828,17,normal
tcp,0,0,19,anomaly
tcp,723,393,2,normal
icmp,1032,0,446,anomaly
tcp,0,0,219,anomaly
tcp,199,293,9,normal
tcp,11,0,1,normal
tcp,0,0,205,anomaly
udp,44,80,176,normal
tcp,246,2038,14,normal
tcp,591,275,1,normal
tcp,316,2965,6,normal
tcp,217,5949,8,normal
tcp,0,0,274,anomaly
tcp,644,334,1,normal
icmp,182,0,1,normal
tcp,0,0,118,anomaly
tcp,0,0,154,anomaly
tcp,293,13599,21,normal
udp,100,0,2,anomaly
tcp,144,9534,1,normal
tcp,162,10384,1,normal
tcp,0,0,12,anomaly
tcp,251,1917,2,normal
tcp,0,0,292,anomaly
udp,45,135,141,normal
tcp,346,11327,15,normal
tcp,206,1214,12,normal
tcp,226,1110,6,normal
tcp,0,0,243,anomaly
tcp,0,640,1,normal
tcp,344,10839,1,normal
tcp,326,276,5,normal
udp,46,129,251,normal
tcp,0,0,148,anomaly
tcp,0,0,108,anomaly
tcp,0,0,284,anomaly
udp,44,79,74,normal
tcp,0,0,61,anomaly
tcp,0,0,509,anomaly
tcp,205,1788,16,normal
tcp,305,0,2,normal
tcp,1692,0,2,normal
tcp,1,0,2,anomaly
tcp,0,0,206,anomaly
tcp,588,20138,1,normal
icmp,8,0,1,anomaly
udp,44,85,142,normal
tcp,300,1400,44,normal
udp,44,79,176,normal
tcp,291,593,6,normal
tcp,0,0,102,anomaly
tcp,0,0,264,anomaly
tcp,0,0,2,anomaly
tcp,218,759,24,normal
tcp,0,0,267,anomaly
tcp,206,658,8,normal
udp,43,125,171,normal
tcp,0,0,1,normal
udp,46,78,178,normal
tcp,285,8955,8,normal
tcp,0,0,216,anomaly
tcp,0,0,1,normal
tcp,0,0,116,anomaly
tcp,1754,328,1,normal
udp,44,150,133,normal
tcp,10389,0,7,normal
tcp,0,0,235,anomaly
tcp,0,0,180,anomaly
tcp,325,12884,11,normal
icmp,78,0,16,normal
udp,45,45,137,normal
tcp,0,0,2,anomaly
tcp,234,421,3,normal
tcp,181,2047,3,normal
tcp,0,0,243,anomaly
tcp,26408,0,9,normal
tcp,0,0,105,anomaly
tcp,0,0,205,anomaly
tcp,1681,375,1,normal
tcp,1,0,2,anomaly
tcp,296,1645,5,normal
tcp,284,634,25,normal
tcp,0,0,142,anomaly
udp,105,147,9,normal
tcp,0,0,300,anomaly
tcp,282,7589,1,normal
tcp,245,0,2,normal
tcp,299,181,4,normal
tcp,9,38,2,normal
tcp,276,10861,3,normal
icmp,8,0,1,anomaly
tcp,265,8646,1,normal
tcp,0,0,265,anomaly
tcp,567,0,1,normal
tcp,631,329,1,normal
udp,46,80,222,normal
tcp,0,0,220,anomaly
tcp,0,0,268,anomaly
tcp,0,0,142,anomaly
tcp,0,0,255,anomaly
tcp,225,2538,23,normal
tcp,226,2819,5,normal
tcp,346,570,5,normal
tcp,0,0,33,anomaly
tcp,0,0,251,anomaly
tcp,283,285,18,normal
icmp,182,0,2,normal
tcp,10389,0,18,normal
tcp,316,3433,11,normal
tcp,312,25925,3,normal
tcp,213,33514,1,normal
icmp,8,0,1,anomaly
tcp,284,1051,3,normal
udp,45,45,156,normal
udp,146,105,2,normal
tcp,54540,8314,2,anomaly
tcp,337,1112,3,normal
tcp,0,0,112,anomaly
tcp,0,0,292,anomaly
tcp,0,0,50,anomaly
tcp,691,23036,1,normal
tcp,2225,35841,1,normal
icmp,8,0,1,anomaly
tcp,0,0,133,anomaly
tcp,314,309,2,normal
udp,147,105,5,normal
tcp,0,0,249,anomaly
tcp,210,706,28,normal
tcp,0,0,130,anomaly
tcp,0,0,107,anomaly
tcp,319,17905,16,normal
udp,105,146,1,normal
tcp,237,1484,13,normal
icmp,520,0,441,anomaly
tcp,0,0,136,anomaly
tcp,335,383,9,normal
tcp,251,38322,1,normal
tcp,245,1205,3,normal
udp,43,133,42,normal
udp,46,142,95,normal
tcp,835,1639484,1,normal
udp,45,140,52,normal
tcp,216,5095,28,normal
udp,28,0,36,anomaly
tcp,0,0,93,anomaly
tcp,0,0,35,anomaly
tcp,0,0,146,anomaly
tcp,1566,385,1,normal
tcp,0,0,217,anomaly
tcp,1,0,2,anomaly
tcp,0,0,352,anomaly
tcp,0,0,110,anomaly
tcp,273,5189,1,normal
udp,516,4,403,normal
tcp,0,0,256,anomaly
tcp,226,1787,9,normal
tcp,221,1259,5,normal
udp,44,71,273,normal
tcp,2541,328,1,normal
tcp,16,0,2,normal
tcp,0,0,235,anomaly
tcp,0,0,225,anomaly
tcp,313,25519,2,normal
tcp,0,0,261,anomaly
tcp,0,0,154,anomaly
tcp,302,2507,5,normal
tcp,654,326,1,normal
tcp,245,255,20,normal
udp,32,48,5,normal
udp,46,132,23,normal
icmp,1032,0,511,anomaly
icmp,520,0,446,anomaly
udp,147,105,1,normal
udp,146,0,1,normal
icmp,8,0,1,anomaly
tcp,334,0,1,anomaly
icmp,8,0,1,anomaly
tcp,220,434,10,normal
udp,145,0,11,normal
tcp,213,10616,15,normal
udp,45,89,113,normal
tcp,213,2431,2,normal
tcp,0,0,254,anomaly
tcp,0,0,105,anomaly
icmp,520,0,340,anomaly
tcp,0,0,41,anomaly
tcp,216,5905,3,normal
tcp,224,12884,8,normal
tcp,265,255,9,normal
tcp,2256,497,1,normal
tcp,0,0,11,anomaly
tcp,243,776,1,normal
tcp,8325,0,19,normal
tcp,295,38677,5,normal
tcp,0,0,79,anomaly
tcp,0,0,135,anomaly
tcp,0,0,270,anomaly
tcp,262,4165,5,normal
icmp,1032,0,510,anomaly
udp,45,83,304,normal
tcp,246,459,30,normal
tcp,701,285,1,normal
tcp,0,0,264,anomaly
tcp,213,27264,3,normal
icmp,1032,0,511,anomaly
tcp,290,2860,7,normal
tcp,0,0,244,anomaly
tcp,760,68041,1,normal
udp,43,135,65,normal
tcp,260,9728,1,normal
udp,42,42,7,normal
tcp,0,0,30,anomaly
udp,45,74,140,normal
tcp,0,0,2,anomaly
tcp,225,2649,1,normal
tcp,54540,8314,2,anomaly
tcp,105,1071,1,normal
tcp,0,0,238,anomaly
tcp,790,330,1,normal
tcp,0,0,148,anomaly
tcp,219,787,3,normal
tcp,0,0,102,anomaly
tcp,0,0,234,anomaly
tcp,0,0,200,anomaly
tcp,0,0,37,anomaly
tcp,338,1054,1,normal
tcp,221,944,2,normal
tcp,334,0,1,anomaly
tcp,48,500,104,normal
icmp,8,0,1,anomaly
tcp,1213,361,1,normal
tcp,327,11783,25,normal
tcp,12,0,1,normal
tcp,141,2117,1,normal
tcp,1234,386,1,normal
tcp,0,0,229,anomaly
tcp,334,0,2,anomaly
tcp,0,0,217,anomaly
tcp,0,0,278,anomaly
tcp,0,0,208,anomaly
tcp,298,1515,8,normal
udp,45,126,71,normal
tcp,0,0,1,normal
udp,1,0,17,anomaly
tcp,0,0,227,anomaly
tcp,333,1300,13,normal
tcp,314,2966,4,normal
udp,28,0,45,anomaly
tcp,0,0,290,anomaly
tcp,208,2668,12,normal
tcp,13,36,1,normal
tcp,0,0,264,anomaly
tcp,0,0,30,anomaly
tcp,235,3078,5,normal
udp,44,76,107,normal
icmp,8,0,1,anomaly
tcp,0,0,268,anomaly
tcp,1858,449,1,normal
tcp,0,0,192,anomaly
tcp,929,459,1,normal
tcp,383,0,1,normal
udp,45,148,68,normal
tcp,0,0,202,anomaly
tcp,0,0,40,anomaly
udp,30,83,1,normal
tcp,0,0,290,anomaly
tcp,0,0,144,anomaly
tcp,0,0,230,anomaly
tcp,0,0,44,anomaly
tcp,0,0,102,anomaly
tcp,966,327,1,normal
tcp,240,791,29,normal
udp,45,71,205,normal
tcp,21240,336,1,normal
udp,516,4,417,normal
tcp,327,1289,5,normal
tcp,1453,4152,1,normal
udp,45,79,311,normal
udp,44,82,123,normal
tcp,879,0,10,normal
tcp,0,0,125,anomaly
tcp,0,0,34,anomaly
tcp,160,5942,7,normal
tcp,296,5971,18,normal
tcp,1419,367,1,normal
udp,45,75,131,normal
udp,105,145,2,normal
tcp,0,0,39,anomaly
tcp,0,0,225,anomaly
tcp,0,0,248,anomaly
tcp,299,3769,1,normal
tcp,0,0,133,anomaly
tcp,256,397,5,normal
tcp,0,0,143,anomaly
tcp,0,0,287,anomaly
tcp,334,0,1,anomaly
tcp,0,0,143,anomaly
tcp,0,0,108,anomaly
tcp,314,1614,16,normal
tcp,233,1919,26,normal
udp,105,145,2,normal
tcp,322,2242,18,normal
tcp,298,803,34,normal
tcp,4316,0,8,normal
tcp,327,1516,7,normal
tcp,0,0,267,anomaly
tcp,0,0,179,anomaly
tcp,0,0,201,anomaly
tcp,0,0,260,anomaly
tcp,203,828,9,normal
tcp,0,0,106,anomaly
tcp,0,0,1,normal
tcp,641,0,1,normal
tcp,0,0,281,anomaly
udp,43,76,126,normal
tcp,1922,373,1,normal
tcp,216,6979,13,normal
tcp,0,0,139,anomaly
tcp,0,0,221,anomaly
tcp,376,6030,1,normal
tcp,226,1522,20,normal
tcp,0,0,2,anomaly
udp,1,1,15,anomaly
icmp,1032,0,511,anomaly
tcp,201,0,14,normal
tcp,0,0,218,anomaly
tcp,641,0,2,normal
tcp,227,9534,1,normal
tcp,2194619,0,1,normal
tcp,0,0,161,anomaly
tcp,0,0,56,anomaly
tcp,299,2452,9,normal
tcp,0,0,134,anomaly
tcp,0,0,53,anomaly
tcp,0,0,94,anomaly
icmp,1032,0,511,anomaly
tcp,0,0,122,anomaly
icmp,30,0,3,normal
tcp,221,5286,6,normal
tcp,308,1481,9,normal
tcp,204,1769,40,normal
tcp,0,4076,1,normal
tcp,0,0,33,anomaly
tcp,290,11829,1,normal
tcp,174,13184,1,normal
tcp,0,0,1,normal
tcp,220,1528,1,normal
tcp,0,0,118,anomaly
icmp,8,0,1,anomaly
tcp,0,0,127,anomaly
udp,32,0,1,normal
tcp,0,0,275,anomaly
tcp,0,0,264,anomaly
tcp,0,0,271,anomaly
tcp,1720,367,1,normal
tcp,0,0,220,anomaly
icmp,8,0,1,anomaly
tcp,0,0,217,anomaly
tcp,213,1026,1,normal
tcp,325,2794,6,normal
tcp,10,173,1,normal
tcp,284,9847,1,normal
icmp,78,0,10,normal
tcp,292,2750,3,normal
tcp,0,0,197,anomaly
tcp,165,4357,1,normal
udp,44,76,49,normal
tcp,0,0,103,anomaly
tcp,861,9304,1,normal
tcp,0,0,85,anomaly
tcp,1630,333,1,normal
tcp,213,3125,8,normal
udp,46,75,105,normal
udp,44,113,114,normal
tcp,0,0,28,anomaly
tcp,0,0,295,anomaly
tcp,0,0,137,anomaly
icmp,8,0,1,anomaly
tcp,207,7262,24,normal
icmp,78,0,9,normal
tcp,228,8454,13,normal
tcp,0,0,239,anomaly
tcp,235,406,3,normal
tcp,0,0,1,anomaly
tcp,348,434,34,normal
tcp,0,0,267,anomaly
tcp,0,0,27,anomaly
tcp,0,0,148,anomaly
tcp,0,0,293,anomaly
tcp,330,447,1,normal
icmp,181,0,2,normal
tcp,760,326,1,normal
icmp,181,0,5,normal
tcp,0,0,272,anomaly
tcp,0,0,185,anomaly
tcp,310,3222,4,normal
tcp,54540,8314,4,anomaly
udp,44,44,118,normal
tcp,0,0,249,anomaly
tcp,0,0,271,anomaly
tcp,122,1348,1,normal
tcp,0,0,2,anomaly
tcp,315,420,12,normal
tcp,0,0,509,anomaly
tcp,1574,400,1,normal
udp,46,81,106,normal
tcp,0,0,91,anomaly
tcp,0,0,139,anomaly
tcp,0,0,244,anomaly
tcp,0,0,236,anomaly
tcp,318,858,15,normal
tcp,0,0,47,anomaly
tcp,163,18014,1,normal
tcp,2226,327,1,normal
tcp,0,0,130,anomaly
udp,45,45,148,normal
tcp,0,0,292,anomaly
tcp,2426,2686,13,normal
udp,105,145,1,normal
tcp,4753,0,2,normal
tcp,305,411,9,normal
tcp,0,0,295,anomaly
tcp,240,25683,3,normal
tcp,0,0,123,anomaly
tcp,0,0,157,anomaly
tcp,339,260,17,normal
udp,147,105,1,normal
tcp,237,2809,1,normal
tcp,0,0,23,anomaly
tcp,0,0,148,anomaly
tcp,287,2859,5,normal
tcp,217,13110,1,normal
tcp,0,0,169,anomaly
tcp,325,2125,4,normal
udp,48,48,2,normal
tcp,0,0,59,anomaly
tcp,0,0,113,anomaly
udp,44,112,204,normal
tcp,7196,0,2,normal
tcp,304,1010,29,normal
tcp,237,329,1,normal
tcp,0,0,172,anomaly
tcp,35195,0,22,normal
tcp,0,0,158,anomaly
tcp,0,0,128,anomaly
tcp,0,0,236,anomaly
udp,1,0,64,anomaly
tcp,224,1228,16,normal
tcp,0,0,181,anomaly
tcp,0,0,130,anomaly
icmp,8,0,1,anomaly
icmp,8,0,1,anomaly
tcp,0,0,319,anomaly
tcp,0,0,22,anomaly
tcp,205,1042,5,normal
tcp,303,2698,1,normal
tcp,0,0,292,anomaly
tcp,329,354,20,normal
tcp,0,0,180,anomaly
tcp,0,0,1,normal
udp,45,122,138,normal
tcp,0,0,258,anomaly
icmp,8,0,1,anomaly
tcp,287,1728,10,normal
tcp,0,0,132,anomaly
tcp,0,0,121,anomaly
tcp,0,0,226,anomaly
tcp,5133876,0,1,anomaly
icmp,8,0,1,anomaly
udp,28,0,78,anomaly
icmp,18,0,1,anomaly
tcp,249,128,11,normal
tcp,2522,326,1,normal
tcp,0,0,229,anomaly
tcp,749,0,2,normal
tcp,0,0,101,anomaly
tcp,224,1705,2,normal
udp,28,0,10,anomaly
tcp,285,25519,2,normal
tcp,240,33586,1,normal
tcp,287,609,9,normal
tcp,199,1905,4,normal
tcp,1887,331,1,normal
tcp,851,325,1,normal
tcp,158,3504,1,normal
tcp,0,0,230,anomaly
tcp,54540,8314,5,anomaly
icmp,8,0,1,anomaly
icmp,520,0,167,anomaly
