dst_bytes,class
0,anomaly
334,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
318,normal
2328,normal
546,normal
4009,normal
0,anomaly
3200,normal
1366,normal
468,normal
8440,normal
310,normal
0,anomaly
2093,normal
810,normal
0,anomaly
112,normal
0,anomaly
0,anomaly
2731,normal
0,anomaly
25323,normal
0,anomaly
0,anomaly
0,normal
78,normal
4937,normal
368,normal
0,anomaly
0,anomaly
9541,normal
14895,normal
3276,normal
0,anomaly
1568,normal
0,anomaly
8314,anomaly
0,anomaly
0,anomaly
0,anomaly
2698,normal
0,anomaly
0,anomaly
89,anomaly
11680,normal
2004,normal
0,anomaly
0,anomaly
0,anomaly
3138,normal
0,normal
314,normal
2445,normal
0,normal
102,normal
0,normal
0,anomaly
147,normal
0,anomaly
0,anomaly
0,anomaly
978,normal
0,anomaly
19994,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
260,normal
488,normal
0,anomaly
0,normal
0,anomaly
9532,normal
0,anomaly
420,normal
0,anomaly
111,normal
0,anomaly
0,anomaly
307,normal
24572,normal
0,anomaly
0,anomaly
146,normal
0,normal
328,normal
685,normal
42,normal
0,anomaly
657,normal
0,normal
1072,normal
11334,normal
9225,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1596,normal
6186,normal
1884,normal
1425,normal
329,normal
12471,normal
45,normal
3276,normal
0,anomaly
5985,normal
0,anomaly
127,normal
0,anomaly
2728,normal
0,anomaly
1229,normal
357,normal
422,normal
4,normal
0,anomaly
329,normal
105,normal
333,normal
332,normal
2833,normal
0,anomaly
0,normal
1721,normal
4,normal
839,normal
0,anomaly
1846,normal
0,anomaly
0,anomaly
318,normal
0,anomaly
2280,normal
1054,normal
74,normal
2822,normal
0,anomaly
0,normal
0,anomaly
10269,normal
127,normal
0,anomaly
639,normal
0,anomaly
267,normal
2451,anomaly
7648,normal
4,normal
42,normal
0,anomaly
2720,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
622,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
69,normal
4,normal
0,anomaly
3487,normal
0,normal
276683,normal
0,anomaly
0,anomaly
17,normal
8314,anomaly
0,anomaly
0,anomaly
132,normal
2324,normal
0,anomaly
0,anomaly
4,normal
0,anomaly
328,normal
0,anomaly
1366,normal
105,normal
0,anomaly
15525,normal
0,anomaly
0,anomaly
9067,normal
0,anomaly
128,normal
329,normal
281,normal
45,normal
958,normal
1380,normal
29200,normal
1805,normal
12798,normal
0,anomaly
78,normal
42,normal
0,anomaly
44,normal
0,anomaly
136,normal
0,anomaly
0,anomaly
0,anomaly
1753,normal
396,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
105,normal
4,normal
0,anomaly
0,anomaly
0,normal
0,normal
43,normal
1777,normal
0,normal
333,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1215,normal
270,normal
0,anomaly
274,normal
0,normal
0,anomaly
1415,normal
0,normal
0,anomaly
0,anomaly
279,normal
0,anomaly
1736,normal
1108,normal
1353,normal
2498,normal
52465,normal
678,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
712,normal
9986,normal
2771,normal
0,anomaly
2117,normal
310,normal
2447,anomaly
0,anomaly
434,normal
0,anomaly
326,normal
142,normal
2309,normal
0,anomaly
0,anomaly
0,normal
0,anomaly
2532,normal
0,anomaly
45,normal
0,anomaly
142,normal
0,normal
80476,normal
0,anomaly
0,anomaly
0,anomaly
745,normal
0,anomaly
0,anomaly
83,normal
0,anomaly
2828,normal
0,anomaly
393,normal
0,anomaly
0,anomaly
293,normal
0,normal
0,anomaly
80,normal
2038,normal
275,normal
2965,normal
5949,normal
0,anomaly
334,normal
0,normal
0,anomaly
0,anomaly
13599,normal
0,anomaly
9534,normal
10384,normal
0,anomaly
1917,normal
0,anomaly
135,normal
11327,normal
1214,normal
1110,normal
0,anomaly
640,normal
10839,normal
276,normal
129,normal
0,anomaly
0,anomaly
0,anomaly
79,normal
0,anomaly
0,anomaly
1788,normal
0,normal
0,normal
0,anomaly
0,anomaly
20138,normal
0,anomaly
85,normal
1400,normal
79,normal
593,normal
0,anomaly
0,anomaly
0,anomaly
759,normal
0,anomaly
658,normal
125,normal
0,normal
78,normal
8955,normal
0,anomaly
0,normal
0,anomaly
328,normal
150,normal
0,normal
0,anomaly
0,anomaly
12884,normal
0,normal
45,normal
0,anomaly
421,normal
2047,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
375,normal
0,anomaly
1645,normal
634,normal
0,anomaly
147,normal
0,anomaly
7589,normal
0,normal
181,normal
38,normal
10861,normal
0,anomaly
8646,normal
0,anomaly
0,normal
329,normal
80,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
2538,normal
2819,normal
570,normal
0,anomaly
0,anomaly
285,normal
0,normal
0,normal
3433,normal
25925,normal
33514,normal
0,anomaly
1051,normal
45,normal
105,normal
8314,anomaly
1112,normal
0,anomaly
0,anomaly
0,anomaly
23036,normal
35841,normal
0,anomaly
0,anomaly
309,normal
105,normal
0,anomaly
706,normal
0,anomaly
0,anomaly
17905,normal
146,normal
1484,normal
0,anomaly
0,anomaly
383,normal
38322,normal
1205,normal
133,normal
142,normal
1639484,normal
140,normal
5095,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
385,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
5189,normal
4,normal
0,anomaly
1787,normal
1259,normal
71,normal
328,normal
0,normal
0,anomaly
0,anomaly
25519,normal
0,anomaly
0,anomaly
2507,normal
326,normal
255,normal
48,normal
132,normal
0,anomaly
0,anomaly
105,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
434,normal
0,normal
10616,normal
89,normal
2431,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
5905,normal
12884,normal
255,normal
497,normal
0,anomaly
776,normal
0,normal
38677,normal
0,anomaly
0,anomaly
0,anomaly
4165,normal
0,anomaly
83,normal
459,normal
285,normal
0,anomaly
27264,normal
0,anomaly
2860,normal
0,anomaly
68041,normal
135,normal
9728,normal
42,normal
0,anomaly
74,normal
0,anomaly
2649,normal
8314,anomaly
1071,normal
0,anomaly
330,normal
0,anomaly
787,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1054,normal
944,normal
0,anomaly
500,normal
0,anomaly
361,normal
11783,normal
0,normal
2117,normal
386,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1515,normal
126,normal
0,normal
0,anomaly
0,anomaly
1300,normal
2966,normal
0,anomaly
0,anomaly
2668,normal
36,normal
0,anomaly
0,anomaly
3078,normal
76,normal
0,anomaly
0,anomaly
449,normal
0,anomaly
459,normal
0,normal
148,normal
0,anomaly
0,anomaly
83,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
327,normal
791,normal
71,normal
336,normal
4,normal
1289,normal
4152,normal
79,normal
82,normal
0,normal
0,anomaly
0,anomaly
5942,normal
5971,normal
367,normal
75,normal
145,normal
0,anomaly
0,anomaly
0,anomaly
3769,normal
0,anomaly
397,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1614,normal
1919,normal
145,normal
2242,normal
803,normal
0,normal
1516,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
828,normal
0,anomaly
0,normal
0,normal
0,anomaly
76,normal
373,normal
6979,normal
0,anomaly
0,anomaly
6030,normal
1522,normal
0,anomaly
1,anomaly
0,anomaly
0,normal
0,anomaly
0,normal
9534,normal
0,normal
0,anomaly
0,anomaly
2452,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
5286,normal
1481,normal
1769,normal
4076,normal
0,anomaly
11829,normal
13184,normal
0,normal
1528,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
367,normal
0,anomaly
0,anomaly
0,anomaly
1026,normal
2794,normal
173,normal
9847,normal
0,normal
2750,normal
0,anomaly
4357,normal
76,normal
0,anomaly
9304,normal
0,anomaly
333,normal
3125,normal
75,normal
113,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
7262,normal
0,normal
8454,normal
0,anomaly
406,normal
0,anomaly
434,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
447,normal
0,normal
326,normal
0,normal
0,anomaly
0,anomaly
3222,normal
8314,anomaly
44,normal
0,anomaly
0,anomaly
1348,normal
0,anomaly
420,normal
0,anomaly
400,normal
81,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
858,normal
0,anomaly
18014,normal
327,normal
0,anomaly
45,normal
0,anomaly
2686,normal
145,normal
0,normal
411,normal
0,anomaly
25683,normal
0,anomaly
0,anomaly
260,normal
105,normal
2809,normal
0,anomaly
0,anomaly
2859,normal
13110,normal
0,anomaly
2125,normal
48,normal
0,anomaly
0,anomaly
112,normal
0,normal
1010,normal
329,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1228,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1042,normal
2698,normal
0,anomaly
354,normal
0,anomaly
0,normal
122,normal
0,anomaly
0,anomaly
1728,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
128,normal
326,normal
0,anomaly
0,normal
0,anomaly
1705,normal
0,anomaly
25519,normal
33586,normal
609,normal
1905,normal
331,normal
325,normal
3504,normal
0,anomaly
8314,anomaly
0,anomaly
0,anomaly
0,anomaly
379,normal
0,anomaly
0,anomaly
620,normal
0,normal
111,normal
0,anomaly
0,anomaly
1433,normal
1918,normal
0,normal
4624,normal
0,anomaly
0,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
255,normal
0,anomaly
0,anomaly
488,normal
0,anomaly
8314,anomaly
0,anomaly
43,normal
0,normal
498,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1145,normal
785,normal
4143,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
9648,normal
147,normal
454,normal
0,anomaly
25078,normal
0,normal
234,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
3200,normal
386,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
702,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
329,normal
9785,normal
0,anomaly
0,anomaly
0,anomaly
7461,normal
1380,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1752,normal
327,normal
0,anomaly
43,normal
0,anomaly
0,anomaly
3881,normal
0,anomaly
135,normal
8091,normal
0,normal
0,anomaly
0,anomaly
3290,normal
130,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
2602,normal
406,normal
820,normal
105,normal
0,anomaly
0,normal
326,normal
0,anomaly
22792,normal
423,normal
397,normal
0,anomaly
0,anomaly
0,anomaly
1565,normal
3090,normal
315,normal
3616,normal
4713,normal
0,anomaly
1319,normal
318,normal
0,anomaly
0,anomaly
0,anomaly
1268,normal
0,anomaly
2826,normal
331,normal
0,anomaly
270,normal
0,anomaly
0,anomaly
375,anomaly
0,normal
3516,normal
0,anomaly
0,anomaly
105,normal
443,normal
0,anomaly
363,normal
0,anomaly
10378,normal
0,anomaly
134,normal
0,anomaly
331,normal
12085,normal
2776,normal
23875,normal
443,normal
146,normal
46,normal
321,normal
3462,normal
5044,normal
0,anomaly
957,normal
0,anomaly
2115,normal
0,anomaly
0,anomaly
45,normal
381,normal
1993,normal
0,normal
154,normal
336,normal
78,normal
0,anomaly
128,normal
539,normal
8315,anomaly
0,anomaly
0,anomaly
0,anomaly
42,normal
46,normal
10481,normal
5872,normal
0,anomaly
363,normal
131,normal
105,normal
0,anomaly
0,normal
0,anomaly
0,normal
540,normal
0,anomaly
0,anomaly
0,anomaly
521,normal
9703,normal
2449,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
14561,normal
8546,normal
105,normal
3796,normal
0,anomaly
334,normal
3313,normal
6731,normal
1691,normal
1875,normal
0,normal
465,normal
260,normal
16802,normal
1401,normal
1892,normal
2295,normal
0,anomaly
0,anomaly
17893,normal
0,normal
83,normal
0,normal
0,anomaly
1040,normal
0,normal
0,normal
105,normal
72,normal
0,anomaly
283,normal
0,anomaly
327,normal
8004,normal
27062,normal
0,anomaly
0,anomaly
0,anomaly
45,normal
0,anomaly
91,normal
0,anomaly
0,normal
0,anomaly
274,normal
1948,normal
955,normal
5859,normal
131,normal
7466,normal
333,normal
3351,normal
0,anomaly
5939,normal
323,normal
1080,normal
0,normal
0,anomaly
1329,normal
0,anomaly
16064,normal
14600,normal
0,anomaly
480,normal
328,normal
0,anomaly
0,anomaly
0,normal
924,normal
1399,normal
0,anomaly
1668,normal
12067,normal
0,anomaly
0,anomaly
8314,anomaly
1383,normal
2714,normal
0,anomaly
8314,anomaly
1381,normal
2004,normal
0,anomaly
0,anomaly
7203,normal
5888,normal
0,anomaly
0,anomaly
296,normal
146,normal
4768,normal
9001,normal
0,normal
0,anomaly
0,anomaly
5696,anomaly
0,anomaly
105,normal
0,anomaly
2769,normal
0,anomaly
0,anomaly
0,normal
362,normal
1108,normal
16144,normal
0,anomaly
1414,normal
17733,normal
410,normal
328,normal
328,normal
0,anomaly
0,anomaly
360,normal
115,normal
0,anomaly
2802,normal
2488,normal
0,anomaly
280,normal
0,anomaly
310,normal
127,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
331,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
326,normal
0,anomaly
43,normal
15777,normal
0,anomaly
0,anomaly
1820,normal
200,normal
0,anomaly
3865,normal
0,anomaly
331,normal
2055,normal
349,normal
0,anomaly
75,normal
3867,normal
0,normal
0,anomaly
6822,normal
365,normal
301,normal
973,normal
337,normal
0,anomaly
76,normal
332,normal
0,anomaly
0,anomaly
0,anomaly
329,normal
29200,normal
0,anomaly
3831,normal
744,normal
8584,normal
0,normal
346,normal
0,normal
0,normal
0,normal
575,normal
0,anomaly
0,anomaly
0,normal
938,normal
330,normal
0,normal
0,anomaly
711,normal
1694,normal
0,anomaly
0,anomaly
328,normal
0,normal
76,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
365,normal
0,anomaly
0,anomaly
1820,normal
310,normal
111,normal
0,anomaly
0,anomaly
0,anomaly
6300,normal
0,anomaly
137,normal
2586,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
5678,normal
1075,normal
363,normal
146,normal
2507,normal
0,anomaly
74,normal
0,anomaly
0,anomaly
0,normal
329,normal
0,anomaly
381,normal
273544,normal
0,anomaly
3351,normal
0,anomaly
45,normal
0,normal
0,anomaly
3846,normal
81,normal
3957,normal
122,normal
0,anomaly
0,anomaly
0,anomaly
49,normal
1003,normal
0,anomaly
2097,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
138,normal
6074,normal
1010,normal
0,anomaly
0,anomaly
0,normal
5299,normal
2507,normal
0,anomaly
0,anomaly
1236,normal
608,normal
8314,anomaly
1295,normal
0,anomaly
0,normal
0,normal
0,anomaly
2446,normal
791,normal
0,anomaly
0,anomaly
0,anomaly
127,normal
0,anomaly
0,anomaly
332,normal
0,anomaly
0,anomaly
916,normal
307,normal
0,normal
105,normal
105,normal
0,anomaly
71,normal
175,normal
0,anomaly
0,anomaly
928,normal
0,anomaly
126,normal
170,normal
2698,normal
0,anomaly
283,normal
125,normal
1028,normal
3660,normal
1026,normal
120,normal
0,anomaly
0,anomaly
3543,normal
0,anomaly
0,anomaly
335,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
335,normal
0,anomaly
0,anomaly
0,normal
0,normal
71,normal
0,anomaly
0,normal
370,normal
142,normal
1486,normal
0,normal
1966,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
6496,normal
0,anomaly
0,normal
1143,normal
4,normal
44,normal
0,anomaly
1143,normal
8314,anomaly
242,normal
0,anomaly
0,anomaly
0,anomaly
309,normal
78,normal
105,normal
9598,normal
5828,anomaly
0,anomaly
0,anomaly
4,normal
0,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
330,normal
0,anomaly
6527,normal
0,anomaly
6107,normal
607,normal
0,normal
132,normal
372,normal
0,anomaly
0,anomaly
0,anomaly
21900,normal
42,normal
0,anomaly
0,anomaly
4,normal
0,anomaly
0,anomaly
15021,normal
26526,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
16120,normal
281,normal
0,anomaly
9998,normal
0,normal
255,normal
0,anomaly
42,normal
0,normal
453,normal
9267,normal
0,anomaly
967,normal
0,anomaly
146,normal
1283,normal
142,normal
0,anomaly
0,anomaly
36362,normal
0,anomaly
1138,normal
7596,normal
0,anomaly
73,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
236,normal
0,anomaly
1965,normal
0,normal
0,anomaly
3183,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
337,normal
0,normal
0,anomaly
248,normal
2617,normal
1240,normal
0,normal
0,anomaly
0,anomaly
0,normal
0,normal
0,anomaly
331,normal
76,normal
0,anomaly
48,normal
293,normal
101286,normal
0,anomaly
2203,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
6665,normal
146,normal
123,normal
0,anomaly
0,anomaly
0,anomaly
815,normal
43465,normal
647,normal
0,anomaly
0,anomaly
0,anomaly
269,normal
105,normal
0,anomaly
698,normal
2239,normal
0,anomaly
414,normal
126,normal
0,anomaly
1973,normal
6902,normal
0,anomaly
3222,normal
3026,normal
0,anomaly
101,normal
307,normal
0,anomaly
2251,normal
0,anomaly
145,normal
0,anomaly
0,anomaly
258,normal
0,anomaly
191,normal
0,anomaly
0,anomaly
330,normal
0,anomaly
0,anomaly
82,normal
0,anomaly
0,anomaly
1368,normal
302,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
0,normal
0,anomaly
0,anomaly
1042,normal
2550,normal
7477,normal
0,anomaly
3079,normal
0,anomaly
329,normal
0,normal
0,normal
0,anomaly
370,normal
109,anomaly
0,anomaly
920,normal
0,anomaly
550,normal
0,anomaly
8260,normal
0,anomaly
3222,normal
1322,normal
0,anomaly
2207,normal
44,normal
0,anomaly
280,normal
0,anomaly
0,anomaly
573,normal
0,anomaly
0,anomaly
671,normal
2596,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
6891,normal
0,normal
0,anomaly
331,normal
1998,normal
282,normal
0,anomaly
0,anomaly
329,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
133,normal
0,anomaly
124,normal
2698,normal
0,anomaly
79,normal
0,anomaly
0,normal
0,anomaly
18,normal
369,normal
0,anomaly
0,anomaly
44,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
421,normal
0,anomaly
329,normal
955,normal
305,normal
6763,normal
150,normal
0,anomaly
1437092,normal
0,anomaly
3200,normal
480,normal
0,anomaly
0,anomaly
0,normal
2610,normal
12944,normal
0,anomaly
0,anomaly
12282,normal
37,normal
44,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
22780,normal
0,anomaly
0,anomaly
0,anomaly
955,normal
0,normal
6401,normal
0,normal
0,anomaly
0,anomaly
105,normal
0,anomaly
0,anomaly
0,anomaly
28808,normal
0,normal
22403,normal
0,anomaly
0,anomaly
0,anomaly
331,normal
0,normal
0,normal
8243,normal
4294,normal
68,normal
33,normal
331,normal
927,normal
1075,normal
0,anomaly
1837,normal
8378,normal
734,normal
0,anomaly
0,anomaly
75,normal
0,anomaly
16407,normal
0,anomaly
569,normal
8083,normal
0,anomaly
0,normal
27619,normal
67,normal
8379,normal
0,anomaly
0,anomaly
1713,normal
293,normal
336,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
1380,normal
0,anomaly
75,normal
0,normal
0,anomaly
575,normal
0,anomaly
0,anomaly
3765,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
310,normal
0,normal
6530,normal
0,anomaly
0,anomaly
327,normal
0,anomaly
0,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
1999,normal
0,anomaly
0,anomaly
105,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
388,normal
546,normal
925,normal
0,anomaly
80,normal
0,anomaly
48,normal
1125,normal
0,anomaly
331,normal
0,anomaly
0,anomaly
0,anomaly
2451,anomaly
2494,normal
123,normal
0,anomaly
6356,normal
0,normal
0,anomaly
5166,normal
0,normal
0,anomaly
0,anomaly
2958,normal
328,normal
0,anomaly
0,anomaly
0,normal
2042,normal
15272,normal
0,anomaly
2300,normal
2424,normal
811,normal
1148,normal
894,normal
589,normal
8314,anomaly
375,normal
0,anomaly
0,anomaly
0,anomaly
409,normal
0,anomaly
0,anomaly
270,normal
0,normal
0,anomaly
350,normal
1695,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
3874,normal
0,anomaly
0,anomaly
8939,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
2070,normal
670,normal
0,anomaly
48,normal
333,normal
0,anomaly
0,anomaly
9911,normal
26097,normal
0,anomaly
0,anomaly
0,anomaly
488,normal
1248,normal
4591,normal
2156,normal
0,anomaly
12591,normal
0,normal
129,normal
0,anomaly
0,anomaly
0,anomaly
331,normal
0,anomaly
0,anomaly
1503,normal
0,anomaly
3816,normal
1856,normal
0,anomaly
0,normal
74,normal
3381,normal
3307,normal
0,anomaly
0,anomaly
458,normal
768,normal
331,normal
0,normal
135,normal
1052,normal
4060,normal
0,normal
3712,normal
0,anomaly
336,normal
0,anomaly
8819,normal
0,normal
0,anomaly
135,normal
0,anomaly
0,anomaly
128,normal
0,anomaly
11375,normal
495,normal
0,anomaly
4841,normal
0,anomaly
332,normal
8143,normal
667,normal
0,normal
0,anomaly
536,normal
7176,normal
391,normal
146,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
1483,normal
44,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
0,normal
0,anomaly
329,normal
0,anomaly
1426,normal
0,anomaly
0,anomaly
0,anomaly
82,normal
0,anomaly
0,anomaly
313,normal
1355,normal
807,normal
0,normal
0,anomaly
46,normal
0,anomaly
46,normal
424,normal
0,anomaly
0,anomaly
4097,normal
1155,normal
1448,normal
1981,normal
146,normal
38,normal
7367,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
2150,normal
0,anomaly
0,anomaly
6250,normal
4727,normal
369,normal
465,normal
0,anomaly
45,normal
0,anomaly
0,anomaly
0,normal
75,normal
649,normal
0,anomaly
0,anomaly
0,anomaly
275,normal
3166,normal
1809,normal
0,anomaly
0,anomaly
0,anomaly
1012,normal
0,normal
2735,normal
0,anomaly
146,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
335,normal
0,anomaly
0,anomaly
0,anomaly
1737,normal
131,normal
1547,normal
0,anomaly
3236,normal
0,anomaly
0,anomaly
0,anomaly
0,normal
0,anomaly
328,normal
4763,normal
44,normal
0,normal
0,normal
0,anomaly
2920,normal
0,anomaly
0,anomaly
0,anomaly
415,normal
0,normal
0,anomaly
372,normal
0,anomaly
0,anomaly
1382,normal
1571,normal
0,anomaly
563,normal
0,anomaly
3245,normal
0,normal
0,normal
1625,normal
1483,normal
0,anomaly
2402,normal
0,anomaly
98,normal
105,normal
329,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1551,normal
203,normal
0,normal
0,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
137,normal
80,normal
135,normal
8314,anomaly
12771,normal
0,anomaly
4,normal
0,anomaly
0,anomaly
318,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
332,normal
1363,normal
0,anomaly
0,anomaly
4152,normal
0,anomaly
0,anomaly
4,normal
1644,normal
0,anomaly
4951,normal
8314,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
7737,normal
70,normal
0,anomaly
112,normal
0,anomaly
0,anomaly
0,anomaly
2531,normal
0,anomaly
0,anomaly
13341,normal
626,normal
0,anomaly
491,normal
0,anomaly
37,normal
0,anomaly
0,anomaly
105,normal
0,anomaly
0,anomaly
0,anomaly
333,normal
1400,normal
2263,normal
0,anomaly
424,normal
0,anomaly
18968,normal
0,anomaly
9979,normal
0,anomaly
0,anomaly
0,anomaly
272,normal
42,normal
0,anomaly
0,anomaly
0,anomaly
331,normal
0,normal
590,normal
0,anomaly
334,normal
0,anomaly
0,normal
2539,normal
239,normal
296,normal
0,anomaly
7610,normal
356,normal
330,normal
0,anomaly
145,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
1554,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
2839,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
2091,normal
0,anomaly
3177,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
1719,normal
0,anomaly
708,normal
0,anomaly
296,normal
0,normal
1778,normal
2778,normal
10597,normal
130,normal
4367,normal
0,anomaly
0,normal
0,normal
0,anomaly
116,normal
57238,normal
35215,normal
0,anomaly
2491,normal
105,normal
337,normal
0,normal
0,anomaly
866,normal
0,anomaly
3081,normal
0,anomaly
337,normal
0,anomaly
926,normal
0,anomaly
0,anomaly
7333,normal
0,anomaly
1040,normal
0,anomaly
458,normal
87461,normal
0,anomaly
50,normal
74,normal
0,anomaly
48,normal
146,normal
458,normal
0,anomaly
0,normal
0,anomaly
0,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
18,normal
3373,normal
0,anomaly
0,normal
3252,normal
0,anomaly
10180,normal
2944,normal
72,normal
725,normal
279,normal
634,normal
2196,normal
2451,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
596,normal
44324,normal
0,anomaly
105,normal
0,anomaly
0,anomaly
0,anomaly
1461,normal
179,anomaly
588,normal
82,normal
0,anomaly
0,anomaly
0,anomaly
6052,normal
0,anomaly
0,anomaly
655,normal
0,anomaly
72,normal
296,normal
0,anomaly
809,normal
1331,normal
258,normal
0,anomaly
462,normal
146,normal
0,anomaly
526,normal
0,anomaly
371,normal
544,normal
1626,normal
0,anomaly
0,anomaly
0,anomaly
2985,normal
2920,anomaly
0,anomaly
3222,normal
0,anomaly
0,anomaly
147,normal
0,anomaly
0,anomaly
2302,normal
1054,normal
0,anomaly
1372,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
3915,normal
0,anomaly
1380,normal
1437,normal
0,anomaly
334,normal
1899,normal
328,normal
332,normal
0,anomaly
0,anomaly
0,anomaly
136,normal
461,normal
0,anomaly
11111,normal
476,normal
3222,normal
132,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
171,normal
0,anomaly
397,normal
588,normal
333,normal
412,normal
328,normal
0,anomaly
388,normal
0,anomaly
0,anomaly
0,anomaly
738,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
12922,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,normal
44,normal
2168,normal
0,anomaly
0,anomaly
0,anomaly
13236,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
808,normal
0,anomaly
0,anomaly
6763,normal
8708,normal
0,anomaly
0,anomaly
540,normal
0,anomaly
7240,normal
9518,normal
0,anomaly
359,normal
0,anomaly
130,normal
0,anomaly
269,normal
133,normal
0,normal
0,anomaly
0,anomaly
0,anomaly
3749,normal
21761,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
10311,normal
0,anomaly
0,normal
0,anomaly
362,normal
0,anomaly
812,normal
295,normal
9578,normal
132,normal
176,normal
0,anomaly
147,normal
0,anomaly
