duration,protocol_type,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,tcp,SF,48,486,1,55,1,0.02,255,1,0,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,228,16,0.07,255,16,0.06,0.07,0,0,1,1,anomaly
0,tcp,SF,10073,0,0,15,15,1,244,67,0.27,0.02,0.27,0,0,0,normal
0,tcp,SF,232,5309,1,21,21,1,23,255,1,0,0.04,0.01,0,0,normal
0,tcp,SF,787,388,1,1,1,1,255,5,0.02,0.02,0,0,0,0,normal
1,tcp,SF,1714,376,1,1,1,1,115,207,0.96,0.02,0.01,0.01,0,0,normal
0,udp,SF,44,73,0,236,236,1,255,250,0.98,0.01,0.01,0,0,0,normal
0,tcp,SF,297,1423,1,22,22,1,22,255,1,0,0.05,0.02,0,0,normal
0,icmp,SF,1032,0,0,511,511,1,128,34,0.27,0.05,0.27,0,0.49,0,anomaly
0,tcp,SF,789,327,1,1,1,1,190,176,0.93,0.01,0.01,0,0,0,normal
0,tcp,S0,0,0,0,253,11,0.04,255,11,0.04,0.08,0,0,0,0,anomaly
0,tcp,SF,369,7931,1,14,14,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,2,1,50,251,1,0,0.02,0.16,1,1,normal
0,tcp,S0,0,0,0,113,12,0.11,255,12,0.05,0.07,0,0,0,0,anomaly
2,tcp,SF,1153,2445,1,1,1,1,224,52,0.23,0.02,0,0,0.01,0,anomaly
0,udp,SF,1,0,0,19,4,0.21,255,4,0.02,0.91,0.1,0,0.75,0,anomaly
0,tcp,REJ,0,0,0,1,1,1,2,247,1,0,0.5,0.07,1,0.62,normal
0,tcp,S0,0,0,0,265,18,0.07,255,18,0.07,0.08,0,0,0,0,anomaly
0,tcp,SF,316,3632,1,5,5,1,5,255,1,0,0.2,0.02,0,0,normal
0,tcp,S0,0,0,0,120,2,0.02,255,2,0.01,0.05,0,0,0,0,anomaly
0,tcp,SF,1392,481,1,1,1,1,255,2,0.01,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,19,12,0.63,255,58,0.23,0.02,0,0,0,0,anomaly
1096,tcp,RSTR,115,1567,1,1,1,1,4,3,0.75,0.5,0.25,0,0.5,0.67,normal
0,tcp,S0,0,0,0,7,3,0.43,255,3,0.01,0.09,0,0,0,0,anomaly
0,tcp,S0,0,0,0,295,8,0.03,255,8,0.03,0.06,0,0,0,0,anomaly
0,tcp,SF,252,1133,1,6,19,1,12,255,1,0,0.08,0.06,0,0,normal
0,tcp,SF,208,1240,1,8,10,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,291,375,1,4,4,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,7,223,0,2,1,0.5,106,5,0.05,0.05,0.01,0,0,0,normal
0,udp,SF,44,128,0,70,150,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,9178,0,1,15,15,1,255,21,0.08,0.02,0.08,0,0.77,0,normal
0,udp,SF,28,0,0,116,16,0.14,255,16,0.06,0.94,0.06,0,0.85,0,anomaly
0,tcp,SF,10,39,1,1,1,1,1,12,1,0,1,0.25,0,0,normal
0,udp,SF,88,0,0,2,7,1,80,60,0.75,0.03,0.75,0,0,0,normal
0,tcp,SF,241,1991,1,2,2,1,91,255,1,0,0.01,0.05,0,0,normal
0,tcp,S0,0,0,0,134,19,0.14,255,2,0.01,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,280,16,0.06,255,16,0.06,0.08,0,0,0,0,anomaly
0,tcp,SH,0,0,0,1,1,1,255,1,0,1,1,0,0,0,anomaly
0,tcp,REJ,0,0,0,265,1,0,255,1,0,0.97,0,0,0.92,1,anomaly
0,tcp,SF,293,2400,1,5,43,1,158,255,1,0,0.01,0.01,0,0,normal
0,tcp,SF,199,3413,1,18,26,1,115,255,1,0,0.01,0.02,0,0,normal
0,tcp,SF,334,0,1,1,1,1,1,20,1,0,1,0.15,0,0,anomaly
0,tcp,S0,0,0,0,294,10,0.03,255,10,0.04,0.05,0,0,0,0,anomaly
0,tcp,SF,229,1901,1,8,8,1,8,255,1,0,0.12,0.04,0,0,normal
0,tcp,SF,296,1630,1,26,26,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,248,11,0.04,255,11,0.04,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,4,4,1,6,4,0.67,0.33,0.17,0,0,0,anomaly
0,tcp,S0,0,0,0,77,6,0.08,255,6,0.02,0.06,0,0,0,0,anomaly
0,tcp,SF,321,1543,1,7,7,1,145,181,1,0,0.01,0.01,0,0,normal
0,udp,SF,105,146,0,6,1,0.17,255,244,0.96,0.01,0,0,0,0,normal
3,tcp,SF,9,413,0,1,1,1,192,4,0.01,0.03,0.01,0.5,0.83,0,normal
0,tcp,SF,645,330,1,1,1,1,24,159,0.88,0.17,0.04,0.01,0,0,normal
0,tcp,REJ,0,0,0,296,19,0.06,255,19,0.07,0.06,0,0,1,1,anomaly
0,tcp,SF,7,0,0,1,1,1,59,4,0.02,0.07,0.02,0.5,0,0,normal
0,tcp,REJ,0,0,0,1,1,1,5,255,1,0,0.2,0.02,0.8,0.27,normal
0,tcp,SF,264,295,1,7,7,1,255,255,1,0,0,0,0,0,normal
0,tcp,RSTO,0,0,0,1,1,1,128,127,0.41,0.03,0.01,0.02,0.02,0.03,normal
0,tcp,SF,9,36,0,1,1,1,230,12,0.05,0.03,0,0,0,0,normal
0,tcp,SF,204,1651,1,11,11,1,252,255,1,0,0,0.01,0,0,normal
0,tcp,S0,0,0,0,255,7,0.03,255,14,0.05,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,232,20,0.09,255,20,0.08,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,289,17,0.06,255,17,0.07,0.05,0,0,0,0,anomaly
1,tcp,SF,1334,336,1,1,3,1,62,176,0.71,0.06,0.02,0.01,0,0,normal
0,tcp,SF,264,1478,1,1,1,1,255,227,0.89,0.02,0,0,0,0,normal
0,tcp,S0,0,0,0,139,4,0.03,255,4,0.02,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,7,5,0.57,167,44,0.26,0.02,0.01,0,0,0,anomaly
0,tcp,SF,246,4184,1,11,23,1,250,255,1,0,0,0.01,0,0,normal
0,udp,SF,28,0,0,49,49,1,252,49,0.19,0.04,0.19,0,0,0,anomaly
0,tcp,S0,0,0,0,207,2,0.01,255,20,0.08,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,143,13,0.09,255,6,0.02,0.06,0,0,0,0,anomaly
0,tcp,SF,711,399,1,1,2,1,225,162,0.72,0.02,0,0.01,0,0,normal
0,tcp,SF,965,0,0,11,11,1,255,49,0.19,0.02,0.19,0,0,0,normal
0,tcp,SF,260,2198,1,4,4,1,25,255,1,0,0.04,0.07,0,0,normal
0,tcp,SF,298,7299,1,1,1,1,255,255,1,0,0,0,0,0,normal
0,icmp,SF,8,0,0,1,17,1,4,24,1,0,1,0.25,0,0,anomaly
0,tcp,SF,54540,8314,1,2,2,1,180,180,1,0,0.01,0,0.01,0.01,anomaly
0,tcp,S0,0,0,0,214,9,0.04,255,9,0.04,0.07,0,0,0,0,anomaly
0,udp,SF,516,4,0,308,308,1,255,255,1,0,1,0,0,0,normal
0,tcp,S0,0,0,0,290,25,0.09,255,25,0.1,0.05,0,0,0,0,anomaly
0,tcp,S0,0,0,0,233,6,0.03,255,6,0.02,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,27,6,0.22,255,6,0.02,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,297,6,0.02,255,4,0.02,0.07,0,0,0,0,anomaly
0,tcp,SF,309,412,1,24,25,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,1,28,255,1,0,0.04,0.11,1,1,normal
0,tcp,S0,0,0,0,158,25,0.16,255,25,0.1,0.05,0,0,0,0,anomaly
0,udp,SF,145,0,0,3,1,0.33,255,1,0,0.51,0.88,0,0,0,normal
0,tcp,REJ,0,0,0,80,1,0.01,255,1,0,0.34,0,0,0.3,1,anomaly
0,icmp,SF,8,0,0,1,14,1,1,41,1,0,1,0.51,0,0,anomaly
0,tcp,S0,0,0,0,112,2,0.02,255,20,0.08,0.06,0,0,0,0,anomaly
1,tcp,SF,55,170,0,1,1,1,145,38,0.26,0.03,0.01,0,0,0,normal
0,tcp,SF,182,886,1,3,3,1,29,255,1,0,0.03,0.02,0,0,normal
0,tcp,SF,255,950,1,21,24,1,160,255,1,0,0.01,0.03,0,0,normal
41111,tcp,RSTR,1,0,0,2,2,1,255,2,0.01,0.31,0.61,0,0.61,1,anomaly
0,tcp,SF,302,3415,1,1,5,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,173,438,1,1,1,1,120,255,1,0,0.01,0.01,0.02,0.01,normal
0,tcp,REJ,0,0,0,230,1,0,255,1,0,0.91,0,0,0.8,1,anomaly
0,udp,SF,44,74,0,127,130,1,255,225,0.88,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,510,1,0,255,1,0,1,0,0,0.84,1,anomaly
0,tcp,SF,0,0,0,1,1,1,60,9,0.02,1,0.02,0.22,0.92,0,anomaly
0,tcp,S0,0,0,0,119,15,0.13,255,15,0.06,0.07,0,0,0,0,anomaly
0,tcp,SF,334,2840,1,8,8,1,8,255,1,0,0.12,0.02,0,0.01,normal
1,tcp,SF,752,345,1,1,1,1,255,109,0.43,0.02,0,0,0,0,normal
0,tcp,SF,225,1675,1,1,2,1,9,255,1,0,0.11,0.04,0,0,normal
0,tcp,SF,1256,329,1,1,1,1,255,173,0.68,0.02,0,0,0,0,normal
2969,udp,SF,147,105,0,4,2,0.5,255,2,0.01,0.85,1,0,0,0,normal
0,icmp,SF,8,0,0,1,3,1,2,10,1,0,1,0.3,0,0,anomaly
0,udp,SF,105,146,0,1,1,1,234,224,0.96,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,120,19,0.16,255,18,0.07,0.09,0,0,1,1,anomaly
0,tcp,SF,316,473,1,1,27,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,209,934,1,2,2,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,264,18,0.07,255,18,0.07,0.06,0,0,0,0,anomaly
0,tcp,RSTR,0,0,0,1,1,1,133,1,0.01,0.08,0.1,0,0.1,1,anomaly
0,tcp,S0,0,0,0,211,19,0.09,255,19,0.07,0.07,0,0,0,0,anomaly
0,icmp,SF,8,0,0,1,12,1,2,24,1,0,1,0.5,0,0,anomaly
0,tcp,SF,933,332,1,1,1,1,255,124,0.49,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,128,6,0.05,255,15,0.06,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,267,4,0.01,255,1,0,0.04,0,0,0,0,anomaly
0,tcp,SF,9311,0,1,11,11,1,200,87,0.44,0.01,0.44,0,0,0,normal
687,udp,SF,146,105,0,4,2,0.5,255,2,0.01,0.56,0.89,0,0,0,normal
1,tcp,SF,6,136,0,3,1,0.33,255,2,0.01,0.55,0,0,0,0,normal
0,udp,SF,45,136,0,77,155,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,227,14,0.06,255,14,0.05,0.09,0,0,0,0,anomaly
0,icmp,SF,8,0,0,1,3,1,3,215,1,0,1,0.25,0,0,anomaly
0,icmp,SF,8,0,0,1,11,1,1,39,1,0,1,0.54,0,0,anomaly
0,tcp,SF,275,833,1,4,5,1,162,255,1,0,0.01,0.02,0,0,normal
0,tcp,SF,861,326,1,1,1,1,11,239,0.64,0.18,0.09,0.02,0,0,normal
0,tcp,SF,375,3119,1,6,8,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,210,274,1,42,42,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,1,10,255,1,0,0.1,0.06,1,0.41,normal
0,tcp,SF,334,0,1,1,1,1,3,9,1,0,1,0.22,0,0,anomaly
0,tcp,S0,0,0,0,145,6,0.04,255,5,0.02,0.07,0,0,0,0,anomaly
0,tcp,SF,244,2211,1,11,11,1,38,255,1,0,0.03,0.02,0,0,normal
0,tcp,RSTO,0,0,0,118,13,0.11,255,13,0.05,0.07,0,0,1,1,anomaly
0,tcp,S0,0,0,0,106,1,0.01,255,1,0,0.05,0,0,0,0,anomaly
0,tcp,SF,350,937,1,22,22,1,135,255,1,0,0.01,0.02,0,0,normal
36,tcp,SF,1463,4152,1,1,1,1,2,1,0.5,1,0.5,0,0,0,normal
0,tcp,S0,0,0,0,142,13,0.09,255,13,0.05,0.07,0,0,0,0,anomaly
0,tcp,SF,245,776,1,30,31,1,42,255,1,0,0.02,0.02,0,0.02,normal
0,tcp,SF,186,12984,1,4,4,1,93,255,1,0,0.01,0.02,0,0,normal
0,tcp,SF,210,1295,1,3,16,1,34,218,1,0,0.03,0.02,0.38,0.27,normal
0,icmp,SF,1032,0,0,511,511,1,255,127,0.5,0.01,0.5,0,0,0,anomaly
0,tcp,S0,0,0,0,179,4,0.02,255,18,0.07,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,123,16,0.13,255,12,0.05,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,205,2,0.01,255,4,0.02,0.07,0,0,0,0,anomaly
1,tcp,SF,1917,335,1,2,6,1,167,240,0.96,0.01,0.01,0.01,0,0,normal
0,tcp,SF,280,2446,1,11,13,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,52,14,0.27,255,62,0.24,0.02,0.01,0,0,0,anomaly
0,tcp,SF,227,2047,1,4,4,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,231,2239,1,2,2,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,43,126,0,139,218,1,255,208,0.82,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,278,6,0.02,255,5,0.02,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,85,3,0.04,255,3,0.01,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,290,8,0.03,255,8,0.03,0.07,0,0,0,0,anomaly
0,tcp,SF,247,2495,1,2,2,1,60,255,1,0,0.02,0.02,0,0,normal
6,tcp,S3,1493,365,1,1,1,1,132,145,0.32,0.05,0.01,0.01,0,0,normal
0,udp,SF,33,0,0,1,2,1,59,4,0.07,0.1,0.07,0,0,0,normal
24,tcp,SF,847,334,1,1,1,1,71,129,0.58,0.06,0.01,0.02,0,0,normal
0,tcp,S0,0,0,0,227,1,0,255,1,0,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,298,18,0.06,255,18,0.07,0.07,0,0,0,0,anomaly
0,icmp,SF,8,0,0,1,25,1,2,32,1,0,1,0.5,0,0,anomaly
0,tcp,RSTO,0,0,0,186,17,0.09,255,17,0.07,0.07,0,0,1,1,anomaly
0,icmp,SF,8,0,0,1,50,1,1,9,1,0,1,0.56,0,0,anomaly
0,tcp,S0,0,0,0,178,5,0.03,255,5,0.02,0.07,0,0,0,0,anomaly
0,tcp,SF,1153,0,1,2,2,1,120,34,0.15,0.06,0.15,0.06,0,0,normal
0,tcp,S0,0,0,0,51,3,0.04,250,6,0.01,0.06,0,0.33,0,0,anomaly
0,tcp,REJ,0,0,0,256,8,0.03,255,8,0.03,0.06,0,0,1,1,anomaly
0,udp,SF,146,0,0,1,1,1,255,1,0,0.22,0.41,0,0,0,normal
0,tcp,REJ,0,0,0,1,2,1,21,255,1,0,0.05,0.17,1,0.98,normal
0,tcp,SF,142,27062,1,3,13,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,230,7,0.03,255,8,0.03,0.07,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,65,4,0.06,255,4,0.02,0.07,0,0,1,1,anomaly
0,tcp,SF,227,1074,1,17,17,1,138,255,1,0,0.01,0.05,0,0,normal
0,tcp,SF,297,7339,1,6,7,1,63,255,1,0,0.02,0.04,0,0,normal
0,tcp,S0,0,0,0,197,8,0.04,255,8,0.03,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,258,2,0.01,255,18,0.07,0.08,0,0,0,0,anomaly
0,icmp,SF,520,0,0,452,452,1,49,49,1,0,1,0,0,0,anomaly
0,tcp,SF,1030,0,1,4,4,1,26,38,0.38,0.19,0.38,0.05,0,0,normal
0,tcp,SF,243,30881,1,4,4,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,296,495,1,20,21,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,852,0,1,10,10,1,255,84,0.33,0.03,0.33,0,0,0,normal
0,udp,SF,44,115,0,112,117,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,1,1,11,243,1,0,0.09,0.19,1,0.98,normal
22,tcp,SF,332,1054,1,2,1,0.5,246,44,0.18,0.03,0,0,0,0,normal
0,icmp,SF,1032,0,0,511,511,1,255,212,0.83,0.1,0.83,0,0,0,anomaly
0,icmp,SF,8,0,0,1,33,1,2,129,1,0,1,0.5,0,0,anomaly
0,tcp,S0,0,0,0,75,2,0.03,255,9,0.04,0.07,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,1,1,1,50,1,0.02,1,0.02,0,0.96,1,anomaly
0,udp,SF,1,1,0,12,9,0.75,255,9,0.04,0.96,0.05,0,0.78,0,anomaly
0,icmp,SF,18,0,0,1,1,1,3,239,1,0,1,0.25,0,0,anomaly
0,tcp,SF,212,0,1,1,1,1,152,62,0.13,0.03,0.13,0.03,0,0,normal
0,tcp,S0,0,0,0,98,18,0.18,255,17,0.07,0.07,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,2,2,1,95,255,1,0,0.02,0.1,0.45,0.71,normal
0,tcp,REJ,0,0,0,96,8,0.08,255,8,0.03,0.07,0,0,1,1,anomaly
0,tcp,SF,308,1159,1,16,16,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,186,2,0.01,255,2,0.01,0.06,0,0,0,0,anomaly
0,tcp,SF,211,1792,1,7,7,1,73,255,1,0,0.01,0.04,0,0,normal
0,udp,SF,44,79,0,167,167,1,255,234,0.92,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,8,8,1,24,171,1,0,0.04,0.19,0.83,0.98,normal
0,tcp,SF,804,329,1,1,1,1,65,35,0.54,0.06,0.02,0,0,0,normal
0,tcp,S0,0,0,0,123,4,0.03,255,4,0.02,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,258,6,0.02,255,6,0.02,0.07,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,235,18,0.08,255,18,0.07,0.07,0,0,1,1,anomaly
0,tcp,SF,313,1422,1,8,10,1,8,162,1,0,0.12,0.05,0,0,normal
0,tcp,SF,301,416,1,9,9,1,9,203,1,0,0.11,0.03,0,0,normal
0,tcp,SF,216,3085,1,9,9,1,63,255,1,0,0.02,0.05,0.86,0.38,normal
0,tcp,SF,341,4291,1,17,17,1,56,255,1,0,0.02,0.01,0,0,normal
0,tcp,S0,0,0,0,7,7,1,49,29,0.59,0.04,0.02,0,0,0,anomaly
2,tcp,SF,2140,332,1,1,1,1,157,101,0.57,0.04,0.01,0.02,0.01,0,normal
0,tcp,SF,319,274,1,26,26,1,27,255,1,0,0.04,0.02,0,0,normal
0,tcp,SF,292,2159,1,8,8,1,130,255,1,0,0.01,0.01,0,0,normal
0,tcp,SF,288,2055,1,17,35,1,255,255,1,0,0,0,0,0,normal
31,tcp,SF,58,189,0,1,1,1,148,26,0.18,0.02,0.01,0,0,0,normal
0,tcp,SF,2780,339,1,1,1,1,99,147,0.38,0.04,0.01,0.01,0,0,normal
5080,tcp,SF,1042,2279,1,1,1,1,255,22,0.09,0.02,0,0,0,0,anomaly
0,tcp,SF,222,2522,1,6,9,1,30,255,1,0,0.03,0.04,0,0,normal
0,tcp,SF,302,11440,1,12,23,1,23,255,1,0,0.04,0.01,0.04,0.01,normal
0,tcp,REJ,0,0,0,258,9,0.03,255,9,0.04,0.07,0,0,1,1,anomaly
0,tcp,SF,216,654,1,19,19,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,516,4,0,195,195,1,195,195,1,0,1,0,0,0,normal
0,tcp,S0,0,0,0,146,17,0.12,255,7,0.03,0.08,0,0,0,0,anomaly
0,tcp,SF,333,261,1,7,24,1,145,255,1,0,0.01,0.03,0,0,normal
4,tcp,RSTR,0,0,0,2,2,1,255,2,0.01,0.02,0.01,0,0.84,1,anomaly
0,tcp,SF,245,15255,1,1,91,1,7,255,1,0,0.14,0.04,0,0,normal
0,tcp,REJ,0,0,0,1,1,1,83,206,1,0,0.01,0.02,0.83,0.93,normal
0,udp,SF,46,46,0,115,114,0.99,255,254,1,0.01,0.01,0,0,0,normal
0,tcp,S0,0,0,0,53,2,0.04,255,13,0.05,0.08,0,0,0,0,anomaly
0,tcp,RSTO,0,0,0,299,20,0.07,255,20,0.08,0.07,0,0,1,1,anomaly
0,tcp,SF,1507,329,1,1,1,1,88,54,0.61,0.03,0.01,0,0,0,normal
0,icmp,SF,18,0,0,1,1,1,2,66,1,0,1,0.26,0,0,anomaly
0,tcp,SF,273,500,1,1,21,1,25,255,1,0,0.04,0.05,0,0,normal
0,icmp,SF,520,0,0,177,177,1,255,255,1,0,1,0,0,0,anomaly
0,tcp,SF,301,4724,1,5,5,1,13,255,1,0,0.08,0.04,0,0,normal
0,tcp,S0,0,0,0,279,11,0.04,255,2,0.01,0.08,0,0,0,0,anomaly
0,tcp,S0,0,0,0,136,4,0.03,255,4,0.02,0.06,0,0,0,0,anomaly
0,tcp,S0,0,0,0,297,10,0.03,255,2,0.01,0.09,0,0,0,0,anomaly
0,tcp,S0,0,0,0,276,19,0.07,255,19,0.07,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,116,3,0.03,255,4,0.02,0.08,0,0,0,0,anomaly
0,tcp,SF,225,2239,1,6,7,1,255,241,0.95,0.01,0,0,0,0,normal
0,udp,SF,44,44,0,114,114,1,255,203,0.8,0.01,0.01,0,0,0,normal
0,icmp,SF,1032,0,0,511,511,1,255,205,0.8,0.02,0.8,0,0.14,0,anomaly
0,tcp,REJ,0,0,0,107,15,0.14,255,12,0.05,0.07,0,0,1,1,anomaly
9431,tcp,RSTR,843,9547,1,2,1,0.5,145,23,0.16,0.01,0.01,0,0.12,0.74,normal
0,tcp,SF,15377,0,1,4,10,1,126,44,0.23,0.03,0.23,0.05,0,0,normal
0,udp,SF,33,0,0,1,3,1,247,38,0.15,0.02,0.15,0.05,0,0,normal
0,tcp,SF,167,12937,1,9,11,1,9,255,1,0,0.11,0.04,0,0.01,normal
0,tcp,SF,242,3322,1,1,2,1,22,22,1,0,0.05,0,0,0,normal
0,tcp,S0,0,0,0,170,4,0.02,255,19,0.07,0.09,0,0,0,0,anomaly
0,udp,SF,45,106,0,205,207,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,107,5,0.05,255,5,0.02,0.07,0,0,1,1,anomaly
0,tcp,SF,221,2174,1,10,10,1,61,255,1,0,0.02,0.03,0,0,normal
0,tcp,SF,210,2942,1,39,39,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,46,143,0,74,154,1,255,254,1,0.01,0,0,0,0,normal
0,udp,SF,45,73,0,235,235,1,255,255,1,0,0,0,0,0,normal
0,icmp,SF,520,0,0,181,181,1,255,255,1,0,1,0,0,0,anomaly
0,tcp,S0,0,0,0,103,9,0.09,211,9,0.04,0.07,0,0,0,0,anomaly
0,tcp,SF,1917,388,1,1,1,1,255,76,0.3,0.34,0,0,0,0,normal
0,udp,SF,44,130,0,67,145,1,255,195,0.76,0.02,0,0,0,0,normal
0,icmp,SF,1032,0,0,305,305,1,147,53,0.36,0.05,0.36,0,0.43,0,anomaly
0,tcp,SF,218,10179,1,30,32,1,63,255,1,0,0.02,0.05,0,0,normal
0,udp,SF,41,130,0,67,148,1,255,235,0.92,0.01,0,0,0,0,normal
0,tcp,S0,0,0,0,292,12,0.04,255,12,0.05,0.05,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,195,3,0.02,255,3,0.01,0.08,0,0,1,1,anomaly
0,tcp,SF,1182,336,1,1,1,1,84,191,0.94,0.02,0.01,0.01,0,0,normal
0,tcp,REJ,0,0,0,21,21,1,24,177,1,0,0.04,0.21,0.83,0.98,normal
0,tcp,S0,0,0,0,134,4,0.03,255,4,0.02,0.07,0,0,0,0,anomaly
0,tcp,SF,223,1630,1,10,11,1,53,255,1,0,0.02,0.03,0,0,normal
0,tcp,SF,71,0,0,1,1,1,255,17,0.07,0.01,0.07,0,0,0,normal
0,tcp,SF,208,757,1,2,9,1,150,255,1,0,0.01,0.02,0,0,normal
5,tcp,SF,2540,323,1,1,1,1,255,124,0.49,0.02,0,0,0,0,normal
0,udp,SF,46,86,0,193,193,1,255,255,1,0,0.01,0,0,0,normal
0,tcp,S0,0,0,0,215,3,0.01,255,3,0.01,0.05,0,0,0,0,anomaly
0,udp,SF,28,0,0,67,66,0.99,255,66,0.26,0.01,0.26,0,0,0,anomaly
0,tcp,SF,228,1590,1,4,4,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,307,2769,1,2,10,1,5,141,1,0,0.2,0.1,0,0,normal
0,tcp,SF,206,5524,1,11,11,1,71,255,1,0,0.01,0.04,0,0,normal
0,tcp,S0,0,0,0,33,12,0.36,255,5,0.02,0.06,0.01,0,0,0,anomaly
0,tcp,SF,296,1415,1,8,8,1,255,255,1,0,0.01,0,0,0,normal
0,tcp,S0,0,0,0,15,5,0.33,255,5,0.02,0.08,0,0,0,0,anomaly
0,tcp,SF,200,14210,1,7,7,1,52,255,1,0,0.02,0.04,0,0,normal
0,tcp,S0,0,0,0,200,8,0.04,255,15,0.06,0.05,0,0,0,0,anomaly
0,tcp,SF,241,2113,1,8,9,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,246,1,0,255,1,0,0.08,0,0,1,1,anomaly
0,tcp,SF,218,36749,1,5,6,1,61,255,1,0,0.02,0.04,0,0,normal
0,udp,SF,44,129,0,79,159,1,255,254,1,0.01,0,0,0,0,normal
0,tcp,SF,151,0,0,1,1,1,11,77,0.82,0.18,0.82,0.03,0,0,normal
0,tcp,SF,337,578,1,7,7,1,65,255,1,0,0.02,0.05,0,0,normal
0,udp,SF,516,4,0,270,270,1,255,255,1,0,1,0,0,0,normal
0,tcp,SF,246,1718,1,4,4,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,147,7,0.05,255,3,0.01,0.07,0,0,0,0,anomaly
0,tcp,S0,0,0,0,278,17,0.06,255,5,0.02,0.09,0,0,0,0,anomaly
0,tcp,SF,228,1728,1,1,25,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,20658,0,0,1,1,1,140,39,0.28,0.04,0.28,0,0,0,normal
0,udp,SF,44,132,0,241,317,1,255,247,0.97,0.01,0,0,0,0,normal
37749,tcp,RSTR,1,0,0,2,2,1,255,2,0.01,0.5,1,0,1,1,anomaly
0,tcp,SF,3676,0,1,8,8,1,174,121,0.62,0.02,0.62,0.02,0,0,normal
0,tcp,SF,301,10063,1,9,10,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,250,17,0.07,255,17,0.07,0.05,0,0,0,0,anomaly
1,tcp,SF,1186,370,1,1,2,1,2,158,1,0,0.5,0.02,0,0.04,normal
0,tcp,SF,1723,330,1,1,2,1,16,12,0.75,0.12,0.06,0,0,0,normal
0,tcp,S0,0,0,0,118,16,0.14,255,19,0.07,0.08,0,0,0,0,anomaly
